Nutrient,Amount,Unit,DV
"Calories",298,,""
"Vitamin A, RAE",0.00,mcg,"0 %"
"Retinol",0.00,mcg,""
"Thiamin [Vitamin B1]",0.239,mg,"20 %"
"Riboflavin [Vitamin B2]",0.290,mg,"22 %"
"Niacin [Vitamin B3]",2.130,mg,"13 %"
"Vitamin B12 [Cobalamin]",0.00,mcg,"0 %"
"Folate, DFE [Vitamin B9]",0.00,mcg,"0 %"
"Folate, food",0.00,mcg,""
"Folic acid",0.00,mcg,""
"Vitamin C [Ascorbic acid]",21.0,mg,"23 %"
"Vitamin D",0.00,mcg,"0 %"
"Calcium",709.00,mg,"55 %"
"Copper",0.97,mg,"108 %"
"Iron",16.32,mg,"91 %"
"Magnesium",330.00,mg,"79 %"
"Manganese",1.900,mg,"83 %"
"Phosphorus",409.00,mg,"33 %"
"Potassium",1267.00,mg,"27 %"
"Selenium",26.20,mcg,"48 %"
"Sodium",35.00,mg,"2 %"
"Zinc",4.70,mg,"43 %"
"Protein",12.37,g,"25 %"
"Carbohydrate",54.99,g,"20 %"
"Fiber",41.90,g,"150 %"
"Net carbs",13.09,g,""
"Fat",17.770,g,"23 %"
"Saturated fatty acids",0.990,g,"5 %"
"Hexadecanoic acid",0.810,g,""
"Octadecanoic acid",0.110,g,""
"Tetradecanoic acid",0.020,g,""
"Monounsaturated fatty acids",13.580,g,""
"Hexadecenoic acid",0.100,g,""
"Octadecenoic acid",13.480,g,""
"Polyunsaturated fatty acids",1.750,g,""
"Octadecadienoic acid",1.750,g,""
"Cholesterol",0.00,mg,"0 %"
