Nutrient,Amount,Unit,DV
Calories,100,,
"Vitamin A, RAE",6.26,mcg,1 %
"Carotene, alpha",1.09,mcg,
"Carotene, beta",73.74,mcg,
"Cryptoxanthin, beta",0,mcg,
"Lutein + zeaxanthin",2.42,mcg,
"Lycopene",0,mcg,
"Retinol",0,mcg,
"Thiamin [Vitamin B1]",0.106,mg,9 %
"Riboflavin [Vitamin B2]",0.066,mg,5 %
"Niacin [Vitamin B3]",0.944,mg,6 %
"Pantothenic acid [Vitamin B5]",0.298,mg,6 %
"Vitamin B6",0.136,mg,8 %
"Vitamin B12 [Cobalamin]",0,mcg,0 %
"Folate, DFE [Vitamin B9]",18.56,mcg,5 %
"Folate, food",2.75,mcg,
"Folic acid",0,mcg,
"Vitamin C [Ascorbic acid]",10.3,mg,11 %
"Vitamin D",0,mcg,0 %
"Vitamin E (alpha-tocopherol)",0.5,mg,3 %
"Tocopherol, alpha",0.5,mg,
"Tocopherol, beta",0,mg,
"Tocopherol, delta",0.03,mg,
"Tocopherol, gamma",0.6,mg,
"Tocotrienol, alpha",0,mg,
"Tocotrienol, beta",0,mg,
"Tocotrienol, delta",0,mg,
"Tocotrienol, gamma",0.03,mg,
"Vitamin K",44.1,mcg,37 %
"Vitamin K1 [Phylloquinone]",3.6,mcg,
"Betaine",0.3,mg,
"Biotin [Vitamin B7]",0,mcg,0 %
"Choline",10.9,mg,2 %
"Calcium",75.79,mg,6 %
"Copper",0.36,mg,40 %
"Fluoride",0,mcg,
"Iodine",0,mcg,0 %
"Iron",3.88,mg,22 %
"Magnesium",61.24,mg,15 %
"Manganese",0.573,mg,25 %
"Phosphorus",107.61,mg,9 %
"Potassium",396.39,mg,8 %
"Selenium",4.47,mcg,8 %
"Sodium",368.95,mg,16 %
"Zinc",0.96,mg,9 %
"Protein",3.78,g,8 %
"Alanine",0.149,g,
"Arginine",0.305,g,
"Aspartic acid",0.58,g,
"Cystine",0.066,g,
"Cysteine",0,g,
"Glutamic acid",0.961,g,
"Glycine",0.156,g,
"Histidine",0.08,g,7 %
"Hydroxyproline",0,g,
"Isoleucine",0.139,g,9 %
"Leucine",0.252,g,7 %
"Lysine",0.179,g,6 %
"Methionine",0.06,g,
"Phenylalanine",0.159,g,
"Proline",0.169,g,
"Serine",0.172,g,
"Threonine",0.126,g,8 %
"Tryptophan",0.046,g,11 %
"Tyrosine",0.093,g,
"Valine",0.186,g,9 %
"Phenylalanine + Tyrosine",0.252,g,9 %
"Methionine + Cysteine",0.126,g,8 %
"Carbohydrate",11.23,g,4 %
"Fiber",2.52,g,9 %
"Starch",2.58,g,
"Sugars",3.91,g,
"Fructose",0,g,
"Galactose",0,g,
"Glucose",0,g,
"Lactose",0,g,
"Maltose",0,g,
"Sucrose",0.63,g,
"Net carbs",8.71,g,
"Fat",5.395,g,7 %
"Saturated fatty acids",0.971,g,5 %
"Butanoic acid",0,g,
"Decanoic acid",0.003,g,
"Docosanoic acid",0.02,g,
"Dodecanoic acid",0.003,g,
"Eicosanoic acid",0.03,g,
"Heptadecanoic acid",0.007,g,
"Hexadecanoic acid",0.434,g,
"Hexanoic acid",0,g,
"Octadecanoic acid",0.355,g,
"Octanoic acid",0.003,g,
"Pentadecanoic acid",0,g,
"Tetracosanoic acid",0.01,g,
"Tetradecanoic acid",0.003,g,
"Monounsaturated fatty acids",2.79,g,
"Docosenoic acid",0,g,
"Eicosenoic acid",0.017,g,
"Heptadecenoic acid",0,g,
"Hexadecenoic acid",0.017,g,
"Octadecenoic acid",2.598,g,
"Pentadecenoic acid",0,g,
"Tetradecenoic acid",0,g,
"Polyunsaturated fatty acids",1.021,g,
"Cis,cis-eicosadienoic n-6 acid",0,g,
"Docosahexaenoic n-3 acid (DHA)",0,g,
"Docosapentaenoic n-3 acid (DPA)",0,g,
"Eicosadienoic acid",0,g,
"Eicosapentaenoic n-3 acid (EPA)",0,g,
"Eicosatetraenoic acid",0,g,
"Octadecadienoic acid",0.858,g,
"Octadecatetraenoic acid",0,g,
"Octadecatrienoic acid",0.007,g,
"Fatty acids, total trans",0,g,
"Beta-sitosterol",12.49,mg,
"Campesterol",0.99,mg,
"Cholesterol",0,mg,0 %
"Stigmasterol",0,mg,
"Alcohol, ethyl",0,g,
"Ash",0.3,g,
"Caffeine",0,mg,
"Theobromine",0,mg,
"Water",72.31,g,
