Nutrient,Amount,Unit,DV
"Calories",335,,""
"Vitamin A, RAE",1.92,mcg,"0 %"
"Carotene, alpha",0.00,mcg,""
"Carotene, beta",18.08,mcg,""
"Retinol",0.00,mcg,""
"Thiamin [Vitamin B1]",0.038,mg,"3 %"
"Riboflavin [Vitamin B2]",0.154,mg,"12 %"
"Niacin [Vitamin B3]",9.615,mg,"60 %"
"Pantothenic acid [Vitamin B5]",0.462,mg,"9 %"
"Vitamin B6",0.615,mg,"36 %"
"Vitamin B12 [Cobalamin]",0.00,mcg,"0 %"
"Folate, DFE [Vitamin B9]",13.08,mcg,"3 %"
"Vitamin C [Ascorbic acid]",0.0,mg,"0 %"
"Vitamin D",0.00,mcg,"0 %"
"Vitamin E (alpha-tocopherol)",0.00,mg,"0 %"
"Tocopherol, alpha",0.00,mg,""
"Vitamin K",3.8,mcg,"3 %"
"Betaine",3.8,mg,""
"Biotin [Vitamin B7]",0.00,mcg,"0 %"
"Choline",42.3,mg,"8 %"
"Calcium",113.85,mg,"9 %"
"Copper",0.38,mg,"42 %"
"Fluoride",0.0,mcg,""
"Iodine",0.00,mcg,"0 %"
"Iron",19.62,mg,"109 %"
"Magnesium",213.85,mg,"51 %"
"Manganese",33.308,mg,"1448 %"
"Phosphorus",168.08,mg,"13 %"
"Potassium",1320.00,mg,"28 %"
"Selenium",55.77,mcg,"101 %"
"Sodium",26.92,mg,"1 %"
"Zinc",3.46,mg,"31 %"
"Protein",8.85,g,"18 %"
"Alanine",0.269,g,""
"Arginine",0.692,g,""
"Aspartic acid",1.385,g,""
"Cystine",0.115,g,""
"Cysteine",0.00,g,""
"Glutamic acid",0.808,g,""
"Glycine",0.500,g,""
"Histidine",0.192,g,"17 %"
"Hydroxyproline",0.000,g,""
"Isoleucine",0.346,g,"22 %"
"Leucine",0.500,g,"15 %"
"Lysine",0.231,g,"7 %"
"Methionine",0.077,g,""
"Phenylalanine",0.308,g,""
"Proline",0.346,g,""
"Serine",0.269,g,""
"Threonine",0.308,g,"19 %"
"Tryptophan",0.154,g,"38 %"
"Tyrosine",0.231,g,""
"Valine",0.423,g,"22 %"
"Phenylalanine + Tyrosine",0.539,g,"20 %"
"Methionine + Cysteine",0.192,g,"12 %"
"Carbohydrate",71.54,g,"26 %"
"Fiber",14.23,g,"51 %"
"Sugars",3.46,g,""
"Net carbs",57.31,g,""
"Fat",4.231,g,"5 %"
"Saturated fatty acids",2.615,g,"13 %"
"Monounsaturated fatty acids",0.462,g,""
"Polyunsaturated fatty acids",0.923,g,""
"Docosahexaenoic n-3 acid (DHA)",0.000,g,""
"Docosapentaenoic n-3 acid (DPA)",0.000,g,""
"Eicosapentaenoic n-3 acid (EPA)",0.000,g,""
"Fatty acids, total trans",0.000,g,""
"Cholesterol",0.00,mg,"0 %"
"Alcohol, ethyl",0.0,g,""
