Nutrient,Amount,Unit,DV
Calories,573,,
"Vitamin A, RAE",0.00,mcg,0 %
"Carotene, alpha",0.00,mcg,
"Carotene, beta",5.00,mcg,
"Cryptoxanthin, beta",0.00,mcg,
"Lutein + zeaxanthin",0.00,mcg,
"Lycopene",0.00,mcg,
"Retinol",0.00,mcg,
"Thiamin [Vitamin B1]",0.791,mg,66 %
"Riboflavin [Vitamin B2]",0.247,mg,19 %
"Niacin [Vitamin B3]",4.515,mg,28 %
"Pantothenic acid [Vitamin B5]",0.050,mg,1 %
"Vitamin B6",0.790,mg,46 %
"Vitamin B12 [Cobalamin]",0.00,mcg,0 %
"Vitamin B12, added",0.00,mcg,
"Folate, DFE [Vitamin B9]",97.00,mcg,24 %
"Folate, food",97.00,mcg,
"Folic acid",0.00,mcg,
"Vitamin C [Ascorbic acid]",0.0,mg,0 %
"Vitamin D",0.00,mcg,0 %
"Vitamin E (alpha-tocopherol)",0.25,mg,2 %
"Vitamin E, added",0.00,mg,
"Tocopherol, alpha",0.25,mg,
"Vitamin K",0.0,mcg,0 %
"Vitamin K1 [Phylloquinone]",0.0,mcg,
"Choline",25.6,mg,5 %
"Calcium",975.00,mg,75 %
"Copper",4.08,mg,453 %
"Iron",14.55,mg,81 %
"Magnesium",351.00,mg,84 %
"Manganese",2.460,mg,107 %
"Phosphorus",629.00,mg,50 %
"Potassium",468.00,mg,10 %
"Selenium",34.40,mcg,63 %
"Sodium",11.00,mg,0 %
"Zinc",7.75,mg,70 %
"Protein",17.73,g,35 %
"Alanine",0.927,g,
"Arginine",2.630,g,
"Aspartic acid",1.646,g,
"Cystine",0.358,g,
"Glutamic acid",3.955,g,
"Glycine",1.215,g,
"Histidine",0.522,g,46 %
"Isoleucine",0.763,g,49 %
"Leucine",1.358,g,40 %
"Lysine",0.569,g,18 %
"Methionine",0.586,g,
"Phenylalanine",0.940,g,
"Proline",0.810,g,
"Serine",0.967,g,
"Threonine",0.736,g,45 %
"Tryptophan",0.388,g,95 %
"Tyrosine",0.743,g,
"Valine",0.990,g,51 %
"Phenylalanine + Tyrosine",1.683,g,62 %
"Methionine + Cysteine",0.586,g,38 %
"Carbohydrate",23.45,g,9 %
"Fiber",11.80,g,42 %
"Sugars",0.30,g,
"Net carbs",11.65,g,
"Fat",49.670,g,64 %
"Saturated fatty acids",6.957,g,35 %
"Butanoic acid",0.000,g,
"Decanoic acid",0.000,g,
"Dodecanoic acid",0.000,g,
"Hexadecanoic acid",4.441,g,
"Hexanoic acid",0.000,g,
"Octadecanoic acid",2.090,g,
"Octanoic acid",0.000,g,
"Tetradecanoic acid",0.124,g,
"Monounsaturated fatty acids",18.759,g,
"Docosenoic acid",0.000,g,
"Eicosenoic acid",0.070,g,
"Hexadecenoic acid",0.149,g,
"Octadecenoic acid",18.521,g,
"Polyunsaturated fatty acids",21.773,g,
"Docosahexaenoic n-3 acid (DHA)",0.000,g,
"Docosapentaenoic n-3 acid (DPA)",0.000,g,
"Eicosapentaenoic n-3 acid (EPA)",0.000,g,
"Eicosatetraenoic acid",0.000,g,
"Octadecadienoic acid",21.375,g,
"Octadecatetraenoic acid",0.000,g,
"Octadecatrienoic acid",0.376,g,
"Cholesterol",0.00,mg,0 %
"Phytosterols",714.00,mg,
"Alcohol, ethyl",0.0,g,
"Ash",4.45,g,
"Caffeine",0.00,mg,
