Nutrient,Amount,Unit,DV
Calories,210,,
"Vitamin A, RAE",12.00,mcg,1 %
"Carotene, alpha",0.00,mcg,
"Carotene, beta",0.00,mcg,
"Cryptoxanthin, beta",0.00,mcg,
"Lutein + zeaxanthin",0.00,mcg,
"Lycopene",0.00,mcg,
"Retinol",12.00,mcg,
"Thiamin [Vitamin B1]",0.078,mg,6 %
"Riboflavin [Vitamin B2]",0.363,mg,28 %
"Niacin [Vitamin B3]",19.903,mg,124 %
"Vitamin B6",0.203,mg,12 %
"Vitamin B12 [Cobalamin]",0.88,mcg,37 %
"Vitamin B12, added",0.00,mcg,
"Folate, DFE [Vitamin B9]",13.00,mcg,3 %
"Folate, food",13.00,mcg,
"Folic acid",0.00,mcg,
"Vitamin C [Ascorbic acid]",0.0,mg,0 %
"Vitamin D",1.70,mcg,8 %
"Vitamin E (alpha-tocopherol)",3.33,mg,22 %
"Vitamin E, added",0.00,mg,
"Tocopherol, alpha",3.33,mg,
"Vitamin K",12.1,mcg,10 %
"Vitamin K1 [Phylloquinone]",12.1,mcg,
"Choline",85.0,mg,15 %
"Calcium",232.00,mg,18 %
"Copper",0.34,mg,38 %
"Iron",4.63,mg,26 %
"Magnesium",69.00,mg,16 %
"Phosphorus",252.00,mg,20 %
"Potassium",544.00,mg,12 %
"Selenium",68.10,mcg,124 %
"Sodium",3668.00,mg,159 %
"Zinc",2.44,mg,22 %
"Protein",28.89,g,58 %
"Carbohydrate",0.00,g,0 %
"Fiber",0.00,g,0 %
"Sugars",0.00,g,
"Net carbs",0,g,
"2.10 g",,undefined,0.00
"Fat",9.710,g,12 %
"Saturated fatty acids",2.203,g,11 %
"Butanoic acid",0.000,g,
"Decanoic acid",0.000,g,
"Dodecanoic acid",0.020,g,
"Hexadecanoic acid",1.326,g,
"Hexanoic acid",0.000,g,
"Octadecanoic acid",0.420,g,
"Octanoic acid",0.000,g,
"Tetradecanoic acid",0.428,g,
"Monounsaturated fatty acids",3.770,g,
"Docosenoic acid",0.163,g,
"Eicosenoic acid",0.009,g,
"Hexadecenoic acid",0.590,g,
"Octadecenoic acid",2.942,g,
"Polyunsaturated fatty acids",2.562,g,
"Docosahexaenoic n-3 acid (DHA)",1.292,g,
"Docosapentaenoic n-3 acid (DPA)",0.041,g,
"Eicosapentaenoic n-3 acid (EPA)",0.763,g,
"Eicosatetraenoic acid",0.010,g,
"Octadecadienoic acid",0.362,g,
"Octadecatetraenoic acid",0.078,g,
"Octadecatrienoic acid",0.017,g,
"Cholesterol",85.00,mg,28 %
"Alcohol, ethyl",0.0,g,
"Caffeine",0.00,mg,
