Nutrient,Amount,Unit,DV
Calories,31,,
"Vitamin A, RAE",48.00,mcg,5 %
"Carotene, alpha",0.00,mcg,
"Carotene, beta",578.00,mcg,
"Cryptoxanthin, beta",0.00,mcg,
"Lutein + zeaxanthin",607.00,mcg,
"Lycopene",0.00,mcg,
"Retinol",0.00,mcg,
"Thiamin [Vitamin B1]",0.010,mg,1 %
"Riboflavin [Vitamin B2]",0.032,mg,2 %
"Niacin [Vitamin B3]",0.640,mg,4 %
"Pantothenic acid [Vitamin B5]",0.232,mg,5 %
"Vitamin B6",0.047,mg,3 %
"Vitamin B12 [Cobalamin]",0.00,mcg,0 %
"Vitamin B12, added",0.00,mcg,
"Folate, DFE [Vitamin B9]",27.00,mcg,7 %
"Folate, food",27.00,mcg,
"Folic acid",0.00,mcg,
"Vitamin C [Ascorbic acid]",12.0,mg,13 %
"Vitamin D",0.00,mcg,0 %
"Vitamin E (alpha-tocopherol)",0.58,mg,4 %
"Vitamin E, added",0.00,mg,
"Tocopherol, alpha",0.58,mg,
"Vitamin K",62.8,mcg,52 %
"Vitamin K1 [Phylloquinone]",62.8,mcg,
"Choline",13.2,mg,2 %
"Calcium",49.00,mg,4 %
"Copper",0.07,mg,8 %
"Iron",0.73,mg,4 %
"Magnesium",17.00,mg,4 %
"Manganese",0.191,mg,8 %
"Phosphorus",50.00,mg,4 %
"Potassium",414.00,mg,9 %
"Selenium",0.70,mcg,1 %
"Sodium",52.00,mg,2 %
"Zinc",0.20,mg,2 %
"Protein",1.24,g,2 %
"Carbohydrate",7.30,g,3 %
"Fiber",3.10,g,11 %
"Sugars",3.93,g,
"Net carbs",4.2,g,
"Fat",0.200,g,0 %
"Saturated fatty acids",0.090,g,0 %
"Butanoic acid",0.000,g,
"Decanoic acid",0.000,g,
"Dodecanoic acid",0.000,g,
"Hexadecanoic acid",0.079,g,
"Hexanoic acid",0.000,g,
"Octadecanoic acid",0.009,g,
"Octanoic acid",0.000,g,
"Tetradecanoic acid",0.002,g,
"Monounsaturated fatty acids",0.068,g,
"Docosenoic acid",0.000,g,
"Eicosenoic acid",0.000,g,
"Hexadecenoic acid",0.002,g,
"Octadecenoic acid",0.065,g,
"Polyunsaturated fatty acids",0.169,g,
"Docosahexaenoic n-3 acid (DHA)",0.000,g,
"Docosapentaenoic n-3 acid (DPA)",0.000,g,
"Eicosapentaenoic n-3 acid (EPA)",0.000,g,
"Eicosatetraenoic acid",0.000,g,
"Octadecadienoic acid",0.169,g,
"Octadecatetraenoic acid",0.000,g,
"Octadecatrienoic acid",0.000,g,
"Fatty acids, total trans",0.000,g,
"Cholesterol",0.00,mg,0 %
"Alcohol, ethyl",0.0,g,
"Ash",1.05,g,
"Caffeine",0.00,mg,
