Nutrient,Amount,Unit,DV
Calories,673,,
"Vitamin A, RAE",1.00,mcg,0 %
"Carotene, alpha",0.00,mcg,
"Carotene, beta",17.00,mcg,
"Cryptoxanthin, beta",0.00,mcg,
"Lutein + zeaxanthin",9.00,mcg,
"Lycopene",0.00,mcg,
"Retinol",0.00,mcg,
"Thiamin [Vitamin B1]",0.364,mg,30 %
"Riboflavin [Vitamin B2]",0.227,mg,17 %
"Niacin [Vitamin B3]",4.387,mg,27 %
"Pantothenic acid [Vitamin B5]",0.313,mg,6 %
"Vitamin B6",0.094,mg,6 %
"Vitamin B12 [Cobalamin]",0.00,mcg,0 %
"Vitamin B12, added",0.00,mcg,
"Folate, DFE [Vitamin B9]",34.00,mcg,8 %
"Folate, food",34.00,mcg,
"Folic acid",0.00,mcg,
"Vitamin C [Ascorbic acid]",0.8,mg,1 %
"Vitamin D",0.00,mcg,0 %
"Vitamin E (alpha-tocopherol)",9.33,mg,62 %
"Vitamin E, added",0.00,mg,
"Tocopherol, alpha",9.33,mg,
"Tocopherol, beta",0.00,mg,
"Tocopherol, delta",0.00,mg,
"Tocopherol, gamma",11.15,mg,
"Tocotrienol, alpha",0.00,mg,
"Tocotrienol, beta",0.00,mg,
"Tocotrienol, delta",0.00,mg,
"Tocotrienol, gamma",0.69,mg,
"Vitamin K",53.9,mcg,45 %
"Vitamin K1 [Phylloquinone]",53.9,mcg,
"Dihydrophylloquinone",0.0,mcg,
"Betaine",0.4,mg,
"Choline",55.8,mg,10 %
"Calcium",16.00,mg,1 %
"Copper",1.32,mg,147 %
"Iron",5.53,mg,31 %
"Magnesium",251.00,mg,60 %
"Manganese",8.802,mg,383 %
"Phosphorus",575.00,mg,46 %
"Potassium",597.00,mg,13 %
"Selenium",0.70,mcg,1 %
"Sodium",2.00,mg,0 %
"Zinc",6.45,mg,59 %
"Protein",13.69,g,27 %
"Alanine",0.684,g,
"Arginine",2.413,g,
"Aspartic acid",1.303,g,
"Cystine",0.289,g,
"Glutamic acid",2.926,g,
"Glycine",0.691,g,
"Histidine",0.341,g,30 %
"Isoleucine",0.542,g,35 %
"Leucine",0.991,g,29 %
"Lysine",0.540,g,17 %
"Methionine",0.259,g,
"Phenylalanine",0.524,g,
"Proline",0.673,g,
"Serine",0.835,g,
"Threonine",0.370,g,23 %
"Tryptophan",0.107,g,26 %
"Tyrosine",0.509,g,
"Valine",0.687,g,35 %
"Phenylalanine + Tyrosine",1.033,g,38 %
"Methionine + Cysteine",0.259,g,17 %
"Carbohydrate",13.08,g,5 %
"Fiber",3.70,g,13 %
"Starch",1.43,g,
"Sugars",3.59,g,
"Fructose",0.07,g,
"Galactose",0.00,g,
"Glucose",0.07,g,
"Lactose",0.00,g,
"Maltose",0.00,g,
"Sucrose",3.45,g,
"Net carbs",9.38,g,
"0.11 g",0.45 g,undefined,4.13
"Fat",68.370,g,88 %
"Saturated fatty acids",4.899,g,24 %
"Butanoic acid",0.000,g,
"Decanoic acid",0.000,g,
"Docosanoic acid",0.068,g,
"Dodecanoic acid",0.000,g,
"Eicosanoic acid",0.229,g,
"Heptadecanoic acid",0.000,g,
"Hexadecanoic acid",3.212,g,
"Hexanoic acid",0.000,g,
"Octadecanoic acid",1.390,g,
"Octanoic acid",0.000,g,
"Pentadecanoic acid",0.000,g,
"Tetracosanoic acid",0.000,g,
"Tetradecanoic acid",0.000,g,
"Monounsaturated fatty acids",18.764,g,
"Docosenoic acid",0.000,g,
"Eicosenoic acid",0.801,g,
"Heptadecenoic acid",0.000,g,
"Hexadecenoic acid",0.017,g,
"Octadecenoic acid",17.947,g,
"Pentadecenoic acid",0.000,g,
"Tetradecenoic acid",0.000,g,
"Polyunsaturated fatty acids",34.071,g,
"α-linolenic acid n-3 (ALA)",0.11,g,
"γ-linolenic acid n-6 (GLA)",0.05,g,
"Cis,cis-eicosadienoic n-6 acid",0.404,g,
"Docosahexaenoic n-3 acid (DHA)",0.000,g,
"Docosapentaenoic n-3 acid (DPA)",0.000,g,
"Eicosadienoic acid",0.353,g,
"Eicosapentaenoic n-3 acid (EPA)",0.000,g,
"Eicosatetraenoic acid",0.000,g,
"Octadecadienoic acid",33.150,g,
"Octadecatetraenoic acid",0.000,g,
"Octadecatrienoic acid",0.164,g,
"Beta-sitosterol",132.00,mg,
"Campesterol",20.00,mg,
"Cholesterol",0.00,mg,0 %
"Stigmasterol",0.00,mg,
"Alcohol, ethyl",0.0,g,
"Ash",2.59,g,
"Caffeine",0.00,mg,
