Nutrient,Amount,Unit,DV
Calories,51,,
"Vitamin A, RAE",433.00,mcg,48 %
"Carotene, alpha",3971.00,mcg,
"Carotene, beta",3071.00,mcg,
"Cryptoxanthin, beta",0.00,mcg,
"Lutein + zeaxanthin",1483.00,mcg,
"Lycopene",0.00,mcg,
"Retinol",11.00,mcg,
"Thiamin [Vitamin B1]",0.047,mg,4 %
"Riboflavin [Vitamin B2]",0.109,mg,8 %
"Niacin [Vitamin B3]",0.594,mg,4 %
"Vitamin B6",0.075,mg,4 %
"Vitamin B12 [Cobalamin]",0.00,mcg,0 %
"Vitamin B12, added",0.00,mcg,
"Folate, DFE [Vitamin B9]",14.00,mcg,4 %
"Folate, food",14.00,mcg,
"Folic acid",0.00,mcg,
"Vitamin C [Ascorbic acid]",8.0,mg,9 %
"Vitamin D",0.00,mcg,0 %
"Vitamin E (alpha-tocopherol)",1.42,mg,9 %
"Vitamin E, added",0.00,mg,
"Tocopherol, alpha",1.42,mg,
"Vitamin K",3.7,mcg,3 %
"Vitamin K1 [Phylloquinone]",3.7,mcg,
"Choline",8.8,mg,2 %
"Calcium",22.00,mg,2 %
"Copper",0.13,mg,14 %
"Iron",0.84,mg,5 %
"Magnesium",13.00,mg,3 %
"Phosphorus",46.00,mg,4 %
"Potassium",354.00,mg,8 %
"Selenium",0.30,mcg,1 %
"Sodium",132.00,mg,6 %
"Zinc",0.33,mg,3 %
"Protein",1.05,g,2 %
"Carbohydrate",6.77,g,2 %
"Fiber",0.50,g,2 %
"Sugars",2.87,g,
"Net carbs",6.27,g,
"Fat",2.830,g,4 %
"Saturated fatty acids",0.829,g,4 %
"Butanoic acid",0.030,g,
"Decanoic acid",0.024,g,
"Dodecanoic acid",0.026,g,
"Hexadecanoic acid",0.437,g,
"Hexanoic acid",0.019,g,
"Octadecanoic acid",0.179,g,
"Octanoic acid",0.011,g,
"Tetradecanoic acid",0.077,g,
"Monounsaturated fatty acids",1.016,g,
"Docosenoic acid",0.000,g,
"Eicosenoic acid",0.008,g,
"Hexadecenoic acid",0.021,g,
"Octadecenoic acid",0.984,g,
"Polyunsaturated fatty acids",0.839,g,
"Docosahexaenoic n-3 acid (DHA)",0.000,g,
"Docosapentaenoic n-3 acid (DPA)",0.000,g,
"Eicosapentaenoic n-3 acid (EPA)",0.000,g,
"Eicosatetraenoic acid",0.000,g,
"Octadecadienoic acid",0.738,g,
"Octadecatetraenoic acid",0.000,g,
"Octadecatrienoic acid",0.101,g,
"Cholesterol",2.00,mg,1 %
"Alcohol, ethyl",0.0,g,
"Caffeine",0.00,mg,
