Nutrient,Amount,Unit,DV
Calories,132,,
"Vitamin A, RAE",0,mcg,0 %
"Carotene, alpha",0,mcg,
"Carotene, beta",0,mcg,
"Retinol",0,mcg,
"Thiamin [Vitamin B1]",0.244,mg,20 %
"Riboflavin [Vitamin B2]",0.059,mg,5 %
"Niacin [Vitamin B3]",0.505,mg,3 %
"Pantothenic acid [Vitamin B5]",0.242,mg,5 %
"Vitamin B6",0.069,mg,4 %
"Vitamin B12 [Cobalamin]",0,mcg,0 %
"Folate, DFE [Vitamin B9]",149,mcg,37 %
"Vitamin C [Ascorbic acid]",0,mg,0 %
"Vitamin D",0,mcg,0 %
"Vitamin E (alpha-tocopherol)",0.09,mg,1 %
"Tocopherol, alpha",0.09,mg,
"Vitamin K",3.3,mcg,3 %
"Betaine",0,mg,
"Biotin [Vitamin B7]",0,mcg,0 %
"Choline",32.6,mg,6 %
"Calcium",27,mg,2 %
"Copper",0.21,mg,23 %
"Fluoride",0,mcg,
"Iodine",0,mcg,0 %
"Iron",2.1,mg,12 %
"Magnesium",70,mg,17 %
"Manganese",0.444,mg,19 %
"Phosphorus",140,mg,11 %
"Potassium",355,mg,8 %
"Selenium",1.2,mcg,2 %
"Sodium",236.61,mg,10 %
"Zinc",1.12,mg,10 %
"Protein",8.86,g,18 %
"Alanine",0.372,g,
"Arginine",0.549,g,
"Aspartic acid",1.072,g,
"Cystine",0.096,g,
"Cysteine",0.09,g,
"Glutamic acid",1.351,g,
"Glycine",0.346,g,
"Histidine",0.247,g,22 %
"Hydroxyproline",0,g,
"Isoleucine",0.391,g,25 %
"Leucine",0.708,g,21 %
"Lysine",0.608,g,20 %
"Methionine",0.133,g,
"Phenylalanine",0.479,g,
"Proline",0.376,g,
"Serine",0.482,g,
"Threonine",0.373,g,23 %
"Tryptophan",0.105,g,26 %
"Tyrosine",0.25,g,
"Valine",0.464,g,24 %
"Phenylalanine + Tyrosine",0.729,g,27 %
"Methionine + Cysteine",0.319,g,21 %
"Carbohydrate",23.71,g,9 %
"Fiber",8.7,g,31 %
"Sugars",0.32,g,
"Net carbs",15.01,g,
"Fat",0.524,g,1 %
"Saturated fatty acids",0.139,g,1 %
"Monounsaturated fatty acids",0.047,g,
"Polyunsaturated fatty acids",0.231,g,
"Docosahexaenoic n-3 acid (DHA)",0,g,
"Docosapentaenoic n-3 acid (DPA)",0,g,
"Eicosapentaenoic n-3 acid (EPA)",0,g,
"Fatty acids, total trans",0,g,
"Cholesterol",0,mg,0 %
"Alcohol, ethyl",0,g,
"Caffeine",0,mg,
"Theobromine",0,mg,
"Water",65.74,g,
