Nutrient,Amount,Unit,DV
Calories,553,,
"Vitamin A, RAE",1.00,mcg,0 %
"Carotene, beta",7.00,mcg,
"Thiamin [Vitamin B1]",1.275,mg,106 %
"Riboflavin [Vitamin B2]",0.285,mg,22 %
"Niacin [Vitamin B3]",9.200,mg,57 %
"Vitamin B6",0.600,mg,35 %
"Folate, DFE [Vitamin B9]",110.00,mcg,28 %
"Folate, food",110.00,mcg,
"Folic acid",0.00,mcg,
"Vitamin C [Ascorbic acid]",0.5,mg,1 %
"Vitamin E (alpha-tocopherol)",0.80,mg,5 %
"Tocopherol, alpha",0.80,mg,
"Calcium",70.00,mg,5 %
"Copper",1.60,mg,178 %
"Iron",7.95,mg,44 %
"Magnesium",700.00,mg,167 %
"Manganese",7.600,mg,330 %
"Phosphorus",1650.00,mg,132 %
"Potassium",1200.00,mg,26 %
"Selenium",1.50,mcg,3 %
"Sodium",5.00,mg,0 %
"Zinc",9.90,mg,90 %
"Protein",31.56,g,63 %
"Alanine",1.528,g,
"Arginine",4.550,g,
"Aspartic acid",3.662,g,
"Cystine",0.672,g,
"Glutamic acid",6.269,g,
"Glycine",1.611,g,
"Histidine",0.969,g,85 %
"Isoleucine",1.286,g,83 %
"Leucine",2.163,g,63 %
"Lysine",1.276,g,41 %
"Methionine",0.933,g,
"Phenylalanine",1.447,g,
"Proline",1.597,g,
"Serine",1.713,g,
"Threonine",1.269,g,78 %
"Tryptophan",0.369,g,90 %
"Tyrosine",1.263,g,
"Valine",1.777,g,91 %
"Phenylalanine + Tyrosine",2.71,g,101 %
"Methionine + Cysteine",0.933,g,60 %
"Carbohydrate",8.67,g,3 %
"Fiber",4.00,g,14 %
"Sugars",1.50,g,
"Fructose",0.31,g,
"Glucose",0.20,g,
"Lactose",0.07,g,
"Maltose",0.07,g,
"Sucrose",0.85,g,
"Net carbs",4.67,g,
"8.68 g",28.70 g,undefined,3.31
"Fat",48.750,g,62 %
"Saturated fatty acids",4.600,g,23 %
"Docosanoic acid",0.121,g,
"Eicosanoic acid",0.312,g,
"Hexadecanoic acid",2.866,g,
"Octadecanoic acid",1.244,g,
"Tetracosanoic acid",0.056,g,
"Monounsaturated fatty acids",5.400,g,
"Cis-octadecenoic acid",5.023,g,
"Eicosenoic acid",0.124,g,
"Octadecenoic acid",5.276,g,
"Polyunsaturated fatty acids",38.100,g,
"α-linolenic acid n-3 (ALA)",8.68,g,
"γ-linolenic acid n-6 (GLA)",1.34,g,
"Linoleic acid n-6 (LA)",27.36,g,
"Octadecadienoic CLAs acid",0.202,g,
"Octadecadienoic acid",27.459,g,
"Octadecatetraenoic acid",0.617,g,
"Octadecatrienoic acid",10.024,g,
"Fatty acids, total trans",0.000,g,
"Cholesterol",0.00,mg,0 %
