Nutrient,Amount,Unit,DV
Calories,311,,
"Vitamin A, RAE",3415.00,mcg,379 %
"Retinol",0.00,mcg,
"Thiamin [Vitamin B1]",0.900,mg,75 %
"Riboflavin [Vitamin B2]",1.500,mg,115 %
"Niacin [Vitamin B3]",5.900,mg,37 %
"Pantothenic acid [Vitamin B5]",2.106,mg,42 %
"Vitamin B6",1.996,mg,117 %
"Vitamin B12 [Cobalamin]",0.00,mcg,0 %
"Folate, DFE [Vitamin B9]",108.00,mcg,27 %
"Folate, food",108.00,mcg,
"Folic acid",0.00,mcg,
"Vitamin C [Ascorbic acid]",660.0,mg,733 %
"Vitamin D",0.00,mcg,0 %
"Calcium",813.00,mg,63 %
"Copper",0.69,mg,77 %
"Iron",20.00,mg,111 %
"Magnesium",640.00,mg,152 %
"Manganese",1.350,mg,59 %
"Phosphorus",518.00,mg,41 %
"Potassium",2960.00,mg,63 %
"Selenium",9.40,mcg,17 %
"Sodium",70.00,mg,3 %
"Zinc",5.12,mg,47 %
"Protein",21.20,g,42 %
"Alanine",0.957,g,
"Arginine",1.533,g,
"Aspartic acid",1.961,g,
"Glutamic acid",4.386,g,
"Glycine",1.052,g,
"Histidine",0.366,g,32 %
"Isoleucine",0.899,g,58 %
"Leucine",1.265,g,37 %
"Lysine",1.058,g,34 %
"Methionine",0.231,g,
"Phenylalanine",0.682,g,
"Proline",1.401,g,
"Serine",0.957,g,
"Threonine",0.831,g,51 %
"Tryptophan",0.237,g,58 %
"Tyrosine",0.614,g,
"Valine",0.936,g,48 %
"Phenylalanine + Tyrosine",1.296,g,48 %
"Methionine + Cysteine",0.231,g,15 %
"Carbohydrate",64.29,g,23 %
"Fiber",26.20,g,94 %
"Net carbs",38.09,g,
"Fat",3.500,g,4 %
"Saturated fatty acids",0.591,g,3 %
"Butanoic acid",0.000,g,
"Decanoic acid",0.000,g,
"Dodecanoic acid",0.000,g,
"Hexadecanoic acid",0.528,g,
"Hexanoic acid",0.000,g,
"Octadecanoic acid",0.046,g,
"Octanoic acid",0.000,g,
"Tetradecanoic acid",0.017,g,
"Monounsaturated fatty acids",0.490,g,
"Docosenoic acid",0.000,g,
"Eicosenoic acid",0.000,g,
"Hexadecenoic acid",0.000,g,
"Octadecenoic acid",0.490,g,
"Polyunsaturated fatty acids",1.369,g,
"Docosahexaenoic n-3 acid (DHA)",0.000,g,
"Docosapentaenoic n-3 acid (DPA)",0.000,g,
"Eicosapentaenoic n-3 acid (EPA)",0.000,g,
"Eicosatetraenoic acid",0.000,g,
"Octadecadienoic acid",1.296,g,
"Octadecatetraenoic acid",0.000,g,
"Octadecatrienoic acid",0.073,g,
"Fatty acids, total trans",0.000,g,
"Cholesterol",0.00,mg,0 %
"Alcohol, ethyl",0.0,g,
