Nutrient,Amount,Unit,DV
Calories,371,,
"Vitamin A, RAE",0,mcg,0 %
"Carotene, alpha",0,mcg,
"Carotene, beta",0,mcg,
"Retinol",0,mcg,
"Thiamin [Vitamin B1]",0.027,mg,2 %
"Riboflavin [Vitamin B2]",0.08,mg,6 %
"Niacin [Vitamin B3]",0.727,mg,5 %
"Pantothenic acid [Vitamin B5]",0.087,mg,2 %
"Vitamin B6",0.04,mg,2 %
"Vitamin B12 [Cobalamin]",0,mcg,0 %
"Folate, DFE [Vitamin B9]",10.67,mcg,3 %
"Vitamin C [Ascorbic acid]",0,mg,0 %
"Vitamin D",0,mcg,0 %
"Vitamin E (alpha-tocopherol)",0.13,mg,1 %
"Tocopherol, alpha",0.13,mg,
"Vitamin K",0.7,mcg,1 %
"Betaine",0,mg,
"Biotin [Vitamin B7]",0,mcg,0 %
"Choline",4,mg,1 %
"Calcium",43,mg,3 %
"Copper",1.27,mg,141 %
"Fluoride",0,mcg,
"Iodine",0,mcg,0 %
"Iron",4.6,mg,26 %
"Magnesium",166.33,mg,40 %
"Manganese",1.28,mg,56 %
"Phosphorus",244.66,mg,20 %
"Potassium",507.99,mg,11 %
"Selenium",4.73,mcg,9 %
"Sodium",7,mg,0 %
"Zinc",2.27,mg,21 %
"Protein",6.53,g,13 %
"Alanine",0.3,g,
"Arginine",0.373,g,
"Aspartic acid",0.653,g,
"Cystine",0.08,g,
"Cysteine",0.07,g,
"Glutamic acid",0.98,g,
"Glycine",0.293,g,
"Histidine",0.113,g,10 %
"Hydroxyproline",0,g,
"Isoleucine",0.253,g,16 %
"Leucine",0.393,g,11 %
"Lysine",0.327,g,11 %
"Methionine",0.067,g,
"Phenylalanine",0.313,g,
"Proline",0.28,g,
"Serine",0.28,g,
"Threonine",0.26,g,16 %
"Tryptophan",0.1,g,24 %
"Tyrosine",0.247,g,
"Valine",0.393,g,20 %
"Phenylalanine + Tyrosine",0.56,g,21 %
"Methionine + Cysteine",0.217,g,14 %
"Carbohydrate",52.67,g,19 %
"Fiber",12.33,g,44 %
"Sugars",0.6,g,
"Net carbs",40.34,g,
"Fat",37.586,g,48 %
"Saturated fatty acids",30.186,g,151 %
"Monounsaturated fatty acids",3.633,g,
"Polyunsaturated fatty acids",0.713,g,
"Docosahexaenoic n-3 acid (DHA)",0,g,
"Docosapentaenoic n-3 acid (DPA)",0,g,
"Eicosapentaenoic n-3 acid (EPA)",0,g,
"Fatty acids, total trans",0.007,g,
"Cholesterol",0,mg,0 %
"Alcohol, ethyl",0,g,
"Caffeine",76.66,mg,
"Theobromine",685.65,mg,
"Water",1,g,
