Nutrient,Amount,Unit,DV
Calories,321,,
"Vitamin A, RAE",2.70,mcg,0 %
"Carotene, alpha",0.00,mcg,
"Carotene, beta",31.41,mcg,
"Retinol",0.00,mcg,
"Thiamin [Vitamin B1]",0.457,mg,38 %
"Riboflavin [Vitamin B2]",0.095,mg,7 %
"Niacin [Vitamin B3]",1.343,mg,8 %
"Pantothenic acid [Vitamin B5]",0.312,mg,6 %
"Vitamin B6",0.362,mg,21 %
"Vitamin B12 [Cobalamin]",0.00,mcg,0 %
"Folate, DFE [Vitamin B9]",183.12,mcg,46 %
"Vitamin C [Ascorbic acid]",1.6,mg,2 %
"Vitamin D",0.00,mcg,0 %
"Vitamin E (alpha-tocopherol)",0.00,mg,0 %
"Tocopherol, alpha",0.00,mg,
"Vitamin K",0.0,mcg,0 %
"Betaine",0.0,mg,
"Biotin [Vitamin B7]",0.00,mcg,0 %
"Choline",0.0,mg,0 %
"Calcium",43.09,mg,3 %
"Copper",1.18,mg,131 %
"Fluoride",0.0,mcg,
"Iodine",0.00,mcg,0 %
"Iron",6.62,mg,37 %
"Magnesium",52.96,mg,13 %
"Manganese",1.541,mg,67 %
"Phosphorus",263.91,mg,21 %
"Potassium",599.64,mg,13 %
"Selenium",0.00,mcg,0 %
"Sodium",6.29,mg,0 %
"Zinc",3.23,mg,29 %
"Protein",21.46,g,43 %
"Alanine",0.936,g,
"Arginine",1.730,g,
"Aspartic acid",2.475,g,
"Cystine",0.293,g,
"Cysteine",0.29,g,
"Glutamic acid",3.471,g,
"Glycine",0.911,g,
"Histidine",0.630,g,55 %
"Hydroxyproline",0.000,g,
"Isoleucine",0.968,g,62 %
"Leucine",1.623,g,47 %
"Lysine",1.562,g,50 %
"Methionine",0.191,g,
"Phenylalanine",1.104,g,
"Proline",0.936,g,
"Serine",1.032,g,
"Threonine",0.804,g,49 %
"Tryptophan",0.200,g,49 %
"Tyrosine",0.598,g,
"Valine",1.111,g,57 %
"Phenylalanine + Tyrosine",1.702,g,63 %
"Methionine + Cysteine",0.481,g,31 %
"Carbohydrate",56.64,g,21 %
"Fiber",9.70,g,35 %
"Net carbs",46.94,g,
"Fat",1.948,g,2 %
"Saturated fatty acids",0.341,g,2 %
"Monounsaturated fatty acids",0.448,g,
"Polyunsaturated fatty acids",1.021,g,
"Docosahexaenoic n-3 acid (DHA)",0.000,g,
"Docosapentaenoic n-3 acid (DPA)",0.000,g,
"Eicosapentaenoic n-3 acid (EPA)",0.000,g,
"Fatty acids, total trans",0.000,g,
"Cholesterol",0.00,mg,0 %
"Alcohol, ethyl",0.0,g,
"Caffeine",0.00,mg,
