Nutrient,Amount,Unit,DV
Calories,23,,
"Vitamin A, RAE",469.00,mcg,52 %
"Carotene, alpha",0.00,mcg,
"Carotene, beta",5626.00,mcg,
"Cryptoxanthin, beta",0.00,mcg,
"Lutein + zeaxanthin",12198.00,mcg,
"Lycopene",0.00,mcg,
"Retinol",0.00,mcg,
"Thiamin [Vitamin B1]",0.078,mg,6 %
"Riboflavin [Vitamin B2]",0.189,mg,15 %
"Niacin [Vitamin B3]",0.724,mg,5 %
"Pantothenic acid [Vitamin B5]",0.065,mg,1 %
"Vitamin B6",0.195,mg,11 %
"Vitamin B12 [Cobalamin]",0.00,mcg,0 %
"Vitamin B12, added",0.00,mcg,
"Folate, DFE [Vitamin B9]",194.00,mcg,48 %
"Folate, food",194.00,mcg,
"Folic acid",0.00,mcg,
"Vitamin C [Ascorbic acid]",28.1,mg,31 %
"Vitamin D",0.00,mcg,0 %
"Vitamin E (alpha-tocopherol)",2.03,mg,14 %
"Vitamin E, added",0.00,mg,
"Tocopherol, alpha",2.03,mg,
"Tocopherol, beta",0.00,mg,
"Tocopherol, delta",0.00,mg,
"Tocopherol, gamma",0.18,mg,
"Tocotrienol, alpha",0.00,mg,
"Tocotrienol, beta",0.00,mg,
"Tocotrienol, delta",0.00,mg,
"Tocotrienol, gamma",0.00,mg,
"Vitamin K",482.9,mcg,402 %
"Vitamin K1 [Phylloquinone]",482.9,mcg,
"Betaine",102.6,mg,
"Choline",19.3,mg,4 %
"Calcium",99.00,mg,8 %
"Copper",0.13,mg,14 %
"Iron",2.71,mg,15 %
"Magnesium",79.00,mg,19 %
"Manganese",0.897,mg,39 %
"Phosphorus",49.00,mg,4 %
"Potassium",558.00,mg,12 %
"Selenium",1.00,mcg,2 %
"Sodium",79.00,mg,3 %
"Zinc",0.53,mg,5 %
"Protein",2.86,g,6 %
"Alanine",0.142,g,
"Arginine",0.162,g,
"Aspartic acid",0.240,g,
"Cystine",0.035,g,
"Glutamic acid",0.343,g,
"Glycine",0.134,g,
"Histidine",0.064,g,6 %
"Isoleucine",0.147,g,9 %
"Leucine",0.223,g,7 %
"Lysine",0.174,g,6 %
"Methionine",0.053,g,
"Phenylalanine",0.129,g,
"Proline",0.112,g,
"Serine",0.104,g,
"Threonine",0.122,g,7 %
"Tryptophan",0.039,g,10 %
"Tyrosine",0.108,g,
"Valine",0.161,g,8 %
"Phenylalanine + Tyrosine",0.237,g,9 %
"Methionine + Cysteine",0.053,g,3 %
"Carbohydrate",3.63,g,1 %
"Fiber",2.20,g,8 %
"Sugars",0.42,g,
"Fructose",0.15,g,
"Galactose",0.10,g,
"Glucose",0.11,g,
"Lactose",0.00,g,
"Maltose",0.00,g,
"Sucrose",0.07,g,
"Net carbs",1.43,g,
"Fat",0.390,g,0 %
"Saturated fatty acids",0.063,g,0 %
"Butanoic acid",0.000,g,
"Decanoic acid",0.000,g,
"Dodecanoic acid",0.000,g,
"Hexadecanoic acid",0.049,g,
"Hexanoic acid",0.000,g,
"Octadecanoic acid",0.004,g,
"Octanoic acid",0.000,g,
"Tetradecanoic acid",0.010,g,
"Monounsaturated fatty acids",0.010,g,
"Docosenoic acid",0.000,g,
"Eicosenoic acid",0.000,g,
"Hexadecenoic acid",0.005,g,
"Octadecenoic acid",0.005,g,
"Polyunsaturated fatty acids",0.165,g,
"Docosahexaenoic n-3 acid (DHA)",0.000,g,
"Docosapentaenoic n-3 acid (DPA)",0.000,g,
"Eicosapentaenoic n-3 acid (EPA)",0.000,g,
"Eicosatetraenoic acid",0.000,g,
"Octadecadienoic acid",0.026,g,
"Octadecatetraenoic acid",0.000,g,
"Octadecatrienoic acid",0.138,g,
"Fatty acids, total trans",0.000,g,
"Cholesterol",0.00,mg,0 %
"Phytosterols",9.00,mg,
"Alcohol, ethyl",0.0,g,
"Ash",1.72,g,
"Caffeine",0.00,mg,
