Nutrient,Amount,Unit,DV
Calories,83,,
"Vitamin A, RAE",1.00,mcg,0 %
"Carotene, alpha",0.00,mcg,
"Carotene, beta",0.00,mcg,
"Cryptoxanthin, beta",0.00,mcg,
"Lutein + zeaxanthin",0.00,mcg,
"Lycopene",0.00,mcg,
"Retinol",1.00,mcg,
"Thiamin [Vitamin B1]",0.023,mg,2 %
"Riboflavin [Vitamin B2]",0.093,mg,7 %
"Niacin [Vitamin B3]",2.747,mg,17 %
"Vitamin B6",0.156,mg,9 %
"Vitamin B12 [Cobalamin]",3.33,mcg,139 %
"Vitamin B12, added",0.00,mcg,
"Folate, DFE [Vitamin B9]",51.00,mcg,13 %
"Folate, food",51.00,mcg,
"Folic acid",0.00,mcg,
"Vitamin C [Ascorbic acid]",3.3,mg,4 %
"Vitamin D",0.00,mcg,0 %
"Vitamin E (alpha-tocopherol)",1.84,mg,12 %
"Vitamin E, added",0.00,mg,
"Tocopherol, alpha",1.84,mg,
"Vitamin K",0.3,mcg,0 %
"Vitamin K1 [Phylloquinone]",0.3,mcg,
"Choline",80.9,mg,15 %
"Calcium",91.00,mg,7 %
"Copper",0.81,mg,90 %
"Iron",0.50,mg,3 %
"Magnesium",36.00,mg,9 %
"Phosphorus",234.00,mg,19 %
"Potassium",259.00,mg,6 %
"Selenium",42.90,mcg,78 %
"Sodium",563.00,mg,24 %
"Zinc",3.81,mg,35 %
"Protein",17.88,g,36 %
"Carbohydrate",0.00,g,0 %
"Fiber",0.00,g,0 %
"Sugars",0.00,g,
"Net carbs",0,g,
"0.18 g",,undefined,0.00
"Fat",0.740,g,1 %
"Saturated fatty acids",0.201,g,1 %
"Butanoic acid",0.000,g,
"Decanoic acid",0.000,g,
"Dodecanoic acid",0.002,g,
"Hexadecanoic acid",0.098,g,
"Hexanoic acid",0.000,g,
"Octadecanoic acid",0.072,g,
"Octanoic acid",0.000,g,
"Tetradecanoic acid",0.008,g,
"Monounsaturated fatty acids",0.129,g,
"Docosenoic acid",0.000,g,
"Eicosenoic acid",0.006,g,
"Hexadecenoic acid",0.027,g,
"Octadecenoic acid",0.092,g,
"Polyunsaturated fatty acids",0.258,g,
"Docosahexaenoic n-3 acid (DHA)",0.067,g,
"Docosapentaenoic n-3 acid (DPA)",0.009,g,
"Eicosapentaenoic n-3 acid (EPA)",0.101,g,
"Eicosatetraenoic acid",0.037,g,
"Octadecadienoic acid",0.020,g,
"Octadecatetraenoic acid",0.002,g,
"Octadecatrienoic acid",0.009,g,
"Cholesterol",97.00,mg,32 %
"Alcohol, ethyl",0.0,g,
"Caffeine",0.00,mg,
