Nutrient,Amount,Unit,DV
Calories,338,,
"Vitamin A, RAE",1.00,mcg,0 %
"Carotene, alpha",0.00,mcg,
"Carotene, beta",7.00,mcg,
"Cryptoxanthin, beta",0.00,mcg,
"Lutein + zeaxanthin",210.00,mcg,
"Lycopene",0.00,mcg,
"Retinol",0.00,mcg,
"Thiamin [Vitamin B1]",0.316,mg,26 %
"Riboflavin [Vitamin B2]",0.251,mg,19 %
"Niacin [Vitamin B3]",4.270,mg,27 %
"Pantothenic acid [Vitamin B5]",1.456,mg,29 %
"Vitamin B6",0.294,mg,17 %
"Vitamin B12 [Cobalamin]",0.00,mcg,0 %
"Vitamin B12, added",0.00,mcg,
"Folate, DFE [Vitamin B9]",38.00,mcg,10 %
"Folate, food",38.00,mcg,
"Folic acid",0.00,mcg,
"Vitamin C [Ascorbic acid]",0.0,mg,0 %
"Vitamin D",0.00,mcg,0 %
"Vitamin E (alpha-tocopherol)",0.85,mg,6 %
"Vitamin E, added",0.00,mg,
"Tocopherol, alpha",0.85,mg,
"Vitamin K",5.9,mcg,5 %
"Vitamin K1 [Phylloquinone]",5.9,mcg,
"Betaine",146.1,mg,
"Choline",30.4,mg,6 %
"Calcium",24.00,mg,2 %
"Copper",0.37,mg,41 %
"Iron",2.63,mg,15 %
"Magnesium",110.00,mg,26 %
"Manganese",2.577,mg,112 %
"Phosphorus",332.00,mg,27 %
"Potassium",510.00,mg,11 %
"Selenium",13.90,mcg,25 %
"Sodium",2.00,mg,0 %
"Zinc",2.65,mg,24 %
"Protein",10.34,g,21 %
"Alanine",0.405,g,
"Arginine",0.454,g,
"Aspartic acid",0.560,g,
"Glutamic acid",2.294,g,
"Glycine",0.416,g,
"Histidine",0.189,g,17 %
"Isoleucine",0.208,g,13 %
"Leucine",0.563,g,16 %
"Lysine",0.286,g,9 %
"Methionine",0.153,g,
"Phenylalanine",0.435,g,
"Proline",0.804,g,
"Serine",0.458,g,
"Threonine",0.289,g,18 %
"Tryptophan",0.108,g,26 %
"Tyrosine",0.200,g,
"Valine",0.317,g,16 %
"Phenylalanine + Tyrosine",0.635,g,24 %
"Methionine + Cysteine",0.153,g,10 %
"Carbohydrate",75.86,g,28 %
"Fiber",15.10,g,54 %
"Sugars",0.98,g,
"Fructose",0.11,g,
"Galactose",0.00,g,
"Glucose",0.16,g,
"Lactose",0.00,g,
"Maltose",0.00,g,
"Sucrose",0.71,g,
"Net carbs",60.76,g,
"Fat",1.630,g,2 %
"Saturated fatty acids",0.197,g,1 %
"Butanoic acid",0.000,g,
"Decanoic acid",0.000,g,
"Dodecanoic acid",0.000,g,
"Hexadecanoic acid",0.186,g,
"Hexanoic acid",0.000,g,
"Octadecanoic acid",0.006,g,
"Octanoic acid",0.000,g,
"Tetradecanoic acid",0.002,g,
"Monounsaturated fatty acids",0.208,g,
"Docosenoic acid",0.000,g,
"Eicosenoic acid",0.009,g,
"Hexadecenoic acid",0.007,g,
"Octadecenoic acid",0.193,g,
"Polyunsaturated fatty acids",0.767,g,
"Docosahexaenoic n-3 acid (DHA)",0.000,g,
"Docosapentaenoic n-3 acid (DPA)",0.000,g,
"Eicosapentaenoic n-3 acid (EPA)",0.000,g,
"Eicosatetraenoic acid",0.000,g,
"Octadecadienoic acid",0.659,g,
"Octadecatetraenoic acid",0.000,g,
"Octadecatrienoic acid",0.108,g,
"Fatty acids, total trans",0.000,g,
"Cholesterol",0.00,mg,0 %
"Alcohol, ethyl",0.0,g,
"Ash",1.57,g,
"Caffeine",0.00,mg,
