Nutrient,Amount,Unit,DV
Calories,299,,
"Vitamin A, RAE",0.00,mcg,0 %
"Carotene, alpha",0.00,mcg,
"Carotene, beta",0.00,mcg,
"Cryptoxanthin, beta",0.00,mcg,
"Lutein + zeaxanthin",0.00,mcg,
"Lycopene",0.00,mcg,
"Retinol",0.00,mcg,
"Thiamin [Vitamin B1]",0.106,mg,9 %
"Riboflavin [Vitamin B2]",0.125,mg,10 %
"Niacin [Vitamin B3]",0.766,mg,5 %
"Vitamin B6",0.174,mg,10 %
"Vitamin B12 [Cobalamin]",0.00,mcg,0 %
"Vitamin B12, added",0.00,mcg,
"Folate, DFE [Vitamin B9]",5.00,mcg,1 %
"Folate, food",5.00,mcg,
"Folic acid",0.00,mcg,
"Vitamin C [Ascorbic acid]",2.3,mg,3 %
"Vitamin D",0.00,mcg,0 %
"Vitamin E (alpha-tocopherol)",0.12,mg,1 %
"Vitamin E, added",0.00,mg,
"Tocopherol, alpha",0.12,mg,
"Vitamin K",3.5,mcg,3 %
"Vitamin K1 [Phylloquinone]",3.5,mcg,
"Choline",11.1,mg,2 %
"Calcium",62.00,mg,5 %
"Copper",0.27,mg,30 %
"Iron",1.79,mg,10 %
"Magnesium",36.00,mg,9 %
"Phosphorus",98.00,mg,8 %
"Potassium",744.00,mg,16 %
"Selenium",0.60,mcg,1 %
"Sodium",26.00,mg,1 %
"Zinc",0.36,mg,3 %
"Protein",3.30,g,7 %
"Carbohydrate",79.32,g,29 %
"Fiber",4.50,g,16 %
"Sugars",65.18,g,
"Net carbs",74.82,g,
"Fat",0.250,g,0 %
"Saturated fatty acids",0.094,g,0 %
"Butanoic acid",0.007,g,
"Decanoic acid",0.000,g,
"Dodecanoic acid",0.001,g,
"Hexadecanoic acid",0.056,g,
"Hexanoic acid",0.000,g,
"Octadecanoic acid",0.013,g,
"Octanoic acid",0.001,g,
"Tetradecanoic acid",0.004,g,
"Monounsaturated fatty acids",0.024,g,
"Docosenoic acid",0.000,g,
"Eicosenoic acid",0.000,g,
"Hexadecenoic acid",0.001,g,
"Octadecenoic acid",0.023,g,
"Polyunsaturated fatty acids",0.053,g,
"Docosahexaenoic n-3 acid (DHA)",0.000,g,
"Docosapentaenoic n-3 acid (DPA)",0.000,g,
"Eicosapentaenoic n-3 acid (EPA)",0.000,g,
"Eicosatetraenoic acid",0.000,g,
"Octadecadienoic acid",0.039,g,
"Octadecatetraenoic acid",0.000,g,
"Octadecatrienoic acid",0.014,g,
"Cholesterol",0.00,mg,0 %
"Alcohol, ethyl",0.0,g,
"Caffeine",0.00,mg,
