Nutrient,Amount,Unit,DV
Calories,274,,
"Vitamin A, RAE",7.83,mcg,1 %
"Carotene, alpha",0.00,mcg,
"Carotene, beta",44.78,mcg,
"Retinol",0.00,mcg,
"Thiamin [Vitamin B1]",0.174,mg,14 %
"Riboflavin [Vitamin B2]",0.217,mg,17 %
"Niacin [Vitamin B3]",1.565,mg,10 %
"Pantothenic acid [Vitamin B5]",0.522,mg,10 %
"Vitamin B6",0.391,mg,23 %
"Vitamin B12 [Cobalamin]",0.00,mcg,0 %
"Folate, DFE [Vitamin B9]",24.78,mcg,6 %
"Vitamin C [Ascorbic acid]",0.0,mg,0 %
"Vitamin D",0.00,mcg,0 %
"Vitamin E (alpha-tocopherol)",8.70,mg,58 %
"Tocopherol, alpha",8.70,mg,
"Vitamin K",143.5,mcg,120 %
"Betaine",0.0,mg,
"Biotin [Vitamin B7]",0.00,mcg,0 %
"Choline",39.1,mg,7 %
"Calcium",632.17,mg,49 %
"Copper",0.43,mg,48 %
"Fluoride",0.0,mcg,
"Iodine",0.00,mcg,0 %
"Iron",11.74,mg,65 %
"Magnesium",259.13,mg,62 %
"Manganese",60.130,mg,2614 %
"Phosphorus",103.91,mg,8 %
"Potassium",1020.00,mg,22 %
"Selenium",7.39,mcg,13 %
"Sodium",276.96,mg,12 %
"Zinc",2.17,mg,20 %
"Protein",6.09,g,12 %
"Alanine",0.304,g,
"Arginine",0.304,g,
"Aspartic acid",0.609,g,
"Cystine",0.087,g,
"Cysteine",0.09,g,
"Glutamic acid",0.565,g,
"Glycine",0.261,g,
"Histidine",0.130,g,11 %
"Hydroxyproline",0.000,g,
"Isoleucine",0.261,g,17 %
"Leucine",0.391,g,11 %
"Lysine",0.391,g,13 %
"Methionine",0.087,g,
"Phenylalanine",0.217,g,
"Proline",0.391,g,
"Serine",0.261,g,
"Threonine",0.174,g,11 %
"Tryptophan",0.043,g,11 %
"Tyrosine",0.174,g,
"Valine",0.348,g,18 %
"Phenylalanine + Tyrosine",0.391,g,15 %
"Methionine + Cysteine",0.264,g,17 %
"Carbohydrate",65.65,g,24 %
"Fiber",33.91,g,121 %
"Sugars",2.17,g,
"Net carbs",31.74,g,
"Fat",13.000,g,17 %
"Saturated fatty acids",3.957,g,20 %
"Monounsaturated fatty acids",1.391,g,
"Polyunsaturated fatty acids",3.609,g,
"Docosahexaenoic n-3 acid (DHA)",0.000,g,
"Docosapentaenoic n-3 acid (DPA)",0.000,g,
"Eicosapentaenoic n-3 acid (EPA)",0.000,g,
"Fatty acids, total trans",0.000,g,
"Cholesterol",0.00,mg,0 %
"Alcohol, ethyl",0.0,g,
"Caffeine",0.00,mg,
