Nutrient,Amount,Unit,DV
Calories,553,,
"Vitamin A, RAE",0.00,mcg,0 %
"Carotene, alpha",0.00,mcg,
"Carotene, beta",0.00,mcg,
"Cryptoxanthin, beta",0.00,mcg,
"Lutein + zeaxanthin",22.00,mcg,
"Lycopene",0.00,mcg,
"Retinol",0.00,mcg,
"Thiamin [Vitamin B1]",0.423,mg,35 %
"Riboflavin [Vitamin B2]",0.058,mg,4 %
"Niacin [Vitamin B3]",1.062,mg,7 %
"Pantothenic acid [Vitamin B5]",0.864,mg,17 %
"Vitamin B6",0.417,mg,25 %
"Vitamin B12 [Cobalamin]",0.00,mcg,0 %
"Folate, DFE [Vitamin B9]",25.00,mcg,6 %
"Folate, food",25.00,mcg,
"Folic acid",0.00,mcg,
"Vitamin C [Ascorbic acid]",0.5,mg,1 %
"Vitamin D",0.00,mcg,0 %
"Vitamin E (alpha-tocopherol)",0.90,mg,6 %
"Tocopherol, alpha",0.90,mg,
"Tocopherol, beta",0.03,mg,
"Tocopherol, delta",0.36,mg,
"Tocopherol, gamma",5.31,mg,
"Tocotrienol, alpha",0.00,mg,
"Tocotrienol, beta",0.10,mg,
"Tocotrienol, delta",0.00,mg,
"Tocotrienol, gamma",0.20,mg,
"Vitamin K",34.1,mcg,28 %
"Vitamin K1 [Phylloquinone]",34.1,mcg,
"Calcium",37.00,mg,3 %
"Copper",2.19,mg,243 %
"Iron",6.68,mg,37 %
"Magnesium",292.00,mg,70 %
"Manganese",1.655,mg,72 %
"Phosphorus",593.00,mg,47 %
"Potassium",660.00,mg,14 %
"Selenium",19.90,mcg,36 %
"Sodium",12.00,mg,1 %
"Zinc",5.78,mg,53 %
"Protein",18.22,g,36 %
"Alanine",0.837,g,
"Arginine",2.123,g,
"Aspartic acid",1.795,g,
"Cystine",0.393,g,
"Glutamic acid",4.506,g,
"Glycine",0.937,g,
"Histidine",0.456,g,40 %
"Isoleucine",0.789,g,51 %
"Leucine",1.472,g,43 %
"Lysine",0.928,g,30 %
"Methionine",0.362,g,
"Phenylalanine",0.951,g,
"Proline",0.812,g,
"Serine",1.079,g,
"Threonine",0.688,g,42 %
"Tryptophan",0.287,g,70 %
"Tyrosine",0.508,g,
"Valine",1.094,g,56 %
"Phenylalanine + Tyrosine",1.459,g,54 %
"Methionine + Cysteine",0.362,g,23 %
"Carbohydrate",30.19,g,11 %
"Fiber",3.30,g,12 %
"Starch",23.49,g,
"Sugars",5.91,g,
"Fructose",0.05,g,
"Galactose",0.00,g,
"Glucose",0.05,g,
"Lactose",0.00,g,
"Maltose",0.00,g,
"Sucrose",5.81,g,
"Net carbs",26.89,g,
"Fat",43.850,g,56 %
"Saturated fatty acids",7.783,g,39 %
"Butanoic acid",0.000,g,
"Decanoic acid",0.015,g,
"Docosanoic acid",0.173,g,
"Dodecanoic acid",0.015,g,
"Eicosanoic acid",0.266,g,
"Heptadecanoic acid",0.046,g,
"Hexadecanoic acid",3.916,g,
"Hexanoic acid",0.000,g,
"Octadecanoic acid",3.223,g,
"Octanoic acid",0.015,g,
"Pentadecanoic acid",0.000,g,
"Tetracosanoic acid",0.101,g,
"Tetradecanoic acid",0.015,g,
"Monounsaturated fatty acids",23.797,g,
"Docosenoic acid",0.000,g,
"Eicosenoic acid",0.138,g,
"Heptadecenoic acid",0.000,g,
"Hexadecenoic acid",0.136,g,
"Octadecenoic acid",23.523,g,
"Pentadecenoic acid",0.000,g,
"Tetradecenoic acid",0.000,g,
"Polyunsaturated fatty acids",7.845,g,
"Cis,cis-eicosadienoic n-6 acid",0.000,g,
"Docosahexaenoic n-3 acid (DHA)",0.000,g,
"Docosapentaenoic n-3 acid (DPA)",0.000,g,
"Eicosadienoic acid",0.000,g,
"Eicosapentaenoic n-3 acid (EPA)",0.000,g,
"Eicosatetraenoic acid",0.000,g,
"Octadecadienoic acid",7.782,g,
"Octadecatetraenoic acid",0.000,g,
"Octadecatrienoic acid",0.062,g,
"Beta-sitosterol",113.00,mg,
"Campesterol",9.00,mg,
"Cholesterol",0.00,mg,0 %
"Stigmasterol",0.00,mg,
