Nutrient,Amount,Unit,DV
Calories,51,,
"Vitamin A, RAE",66.73,mcg,7 %
"Carotene, alpha",32.18,mcg,
"Carotene, beta",757.35,mcg,
"Cryptoxanthin, beta",48.28,mcg,
"Lutein + zeaxanthin",1107.28,mcg,
"Lycopene",0.13,mcg,
"Retinol",0,mcg,
"Thiamin [Vitamin B1]",0.057,mg,5 %
"Riboflavin [Vitamin B2]",0.099,mg,8 %
"Niacin [Vitamin B3]",0.548,mg,3 %
"Pantothenic acid [Vitamin B5]",0.281,mg,6 %
"Vitamin B6",0.153,mg,9 %
"Vitamin B12 [Cobalamin]",0,mcg,0 %
"Vitamin B12, added",0,mcg,
"Folate, DFE [Vitamin B9]",62.05,mcg,16 %
"Folate, food",62.05,mcg,
"Folic acid",0,mcg,
"Vitamin C [Ascorbic acid]",51.9,mg,58 %
"Vitamin D",0,mcg,0 %
"Vitamin E (alpha-tocopherol)",1.46,mg,10 %
"Vitamin E, added",0,mg,
"Tocopherol, alpha",1.46,mg,
"Tocopherol, beta",0,mg,
"Tocopherol, delta",0,mg,
"Tocopherol, gamma",0.29,mg,
"Tocotrienol, alpha",0.04,mg,
"Tocotrienol, beta",0,mg,
"Tocotrienol, delta",0,mg,
"Tocotrienol, gamma",0.02,mg,
"Vitamin K",76.5,mcg,64 %
"Vitamin K1 [Phylloquinone]",76.5,mcg,
"Dihydrophylloquinone",0,mcg,
"Betaine",0,mg,
"Choline",14.7,mg,3 %
"Calcium",58.47,mg,4 %
"Copper",0.04,mg,4 %
"Fluoride",0,mcg,
"Iron",1.18,mg,7 %
"Magnesium",19.39,mg,5 %
"Manganese",0.318,mg,14 %
"Phosphorus",52.92,mg,4 %
"Potassium",227.85,mg,5 %
"Selenium",2.91,mcg,5 %
"Sodium",412.74,mg,18 %
"Zinc",0.53,mg,5 %
"Protein",2.86,g,6 %
"Alanine",0.117,g,
"Arginine",0.169,g,
"Aspartic acid",0.233,g,
"Cystine",0.022,g,
"Glutamic acid",0.396,g,
"Glycine",0.098,g,
"Histidine",0.05,g,4 %
"Hydroxyproline",0,g,
"Isoleucine",0.108,g,7 %
"Leucine",0.133,g,4 %
"Lysine",0.14,g,5 %
"Methionine",0.034,g,
"Phenylalanine",0.087,g,
"Proline",0.135,g,
"Serine",0.099,g,
"Threonine",0.089,g,5 %
"Tryptophan",0.027,g,7 %
"Tyrosine",0.065,g,
"Valine",0.129,g,7 %
"Phenylalanine + Tyrosine",0.152,g,6 %
"Methionine + Cysteine",0.034,g,2 %
"Carbohydrate",8.32,g,3 %
"Fiber",3.27,g,12 %
"Sugars",3.06,g,
"Sugars, added",0.9,g,
"Fructose",0.81,g,
"Galactose",0,g,
"Glucose",0.7,g,
"Lactose",0,g,
"Maltose",0,g,
"Sucrose",0.03,g,
"Net carbs",5.05,g,
"Fat",1.708,g,2 %
"Saturated fatty acids",0.255,g,1 %
"Butanoic acid",0,g,
"Decanoic acid",0,g,
"Docosanoic acid",0,g,
"Dodecanoic acid",0,g,
"Eicosanoic acid",0,g,
"Heptadecanoic acid",0,g,
"Hexadecanoic acid",0.056,g,
"Hexanoic acid",0,g,
"Octadecanoic acid",0.01,g,
"Octanoic acid",0,g,
"Pentadecanoic acid",0,g,
"Tetracosanoic acid",0,g,
"Tetradecanoic acid",0.002,g,
"Tridecanoic acid",0,g,
"Monounsaturated fatty acids",0.966,g,
"Cis-octadecenoic acid",0.027,g,
"Docosenoic acid",0,g,
"Eicosenoic acid",0,g,
"Heptadecenoic acid",0,g,
"Hexadecenoic acid",0,g,
"Octadecenoic acid",0.045,g,
"Pentadecenoic acid",0,g,
"Tetracosenoic cis acid",0,g,
"Tetradecenoic acid",0,g,
"Trans-octadecenoic acid",0,g,
"Polyunsaturated fatty acids",0.344,g,
"α-linolenic acid n-3 (ALA)",0,g,
"γ-linolenic acid n-6 (GLA)",0,g,
"Cis,cis-eicosadienoic n-6 acid",0,g,
"Docosahexaenoic n-3 acid (DHA)",0,g,
"Docosapentaenoic n-3 acid (DPA)",0,g,
"Eicosadienoic acid",0,g,
"Eicosapentaenoic n-3 acid (EPA)",0,g,
"Eicosatetraenoic acid",0,g,
"Octadecadienoic acid",0.106,g,
"Octadecatetraenoic acid",0,g,
"Octadecatrienoic acid",0.101,g,
"Fatty acids, total trans",0,g,
"Fatty acids, total trans-monoenoic",0,g,
"Cholesterol",0,mg,0 %
"Phytosterols",2,mg,
"Alcohol, ethyl",0,g,
"Ash",1.21,g,
"Caffeine",0,mg,
"Theobromine",0,mg,
"Water",83.17,g,
