Nutrient,Amount,Unit,DV
Calories,352,,
"Vitamin A, RAE",145.6,mcg,16 %
"Carotene, alpha",34.15,mcg,
"Carotene, beta",1343.7,mcg,
"Cryptoxanthin, beta",209.7,mcg,
"Lutein + zeaxanthin",1300.11,mcg,
"Lycopene",515.98,mcg,
"Retinol",23.44,mcg,
"Thiamin [Vitamin B1]",0.12,mg,10 %
"Riboflavin [Vitamin B2]",0.261,mg,20 %
"Niacin [Vitamin B3]",1.159,mg,7 %
"Pantothenic acid [Vitamin B5]",0.485,mg,10 %
"Vitamin B6",0.342,mg,20 %
"Vitamin B12 [Cobalamin]",0.32,mcg,13 %
"Vitamin B12, added",0,mcg,
"Folate, DFE [Vitamin B9]",73.77,mcg,18 %
"Folate, food",74.32,mcg,
"Folic acid",0,mcg,
"Vitamin C [Ascorbic acid]",58.8,mg,65 %
"Vitamin D",0.07,mcg,0 %
"Vitamin D3",0.07,mcg,
"Vitamin E (alpha-tocopherol)",1.74,mg,12 %
"Vitamin E, added",0,mg,
"Tocopherol, alpha",1.74,mg,
"Tocopherol, beta",0.03,mg,
"Tocopherol, delta",0,mg,
"Tocopherol, gamma",0.75,mg,
"Tocotrienol, alpha",0.02,mg,
"Tocotrienol, beta",0,mg,
"Tocotrienol, delta",0,mg,
"Tocotrienol, gamma",0.03,mg,
"Vitamin K",81.9,mcg,68 %
"Vitamin K1 [Phylloquinone]",81.9,mcg,
"Vitamin K2 [Menaquinone]",0,mcg,
"Dihydrophylloquinone",0,mcg,
"Betaine",10.6,mg,
"Choline",15.5,mg,3 %
"Calcium",191.58,mg,15 %
"Copper",0.25,mg,28 %
"Fluoride",0.7,mcg,
"Iron",6.24,mg,35 %
"Magnesium",54.51,mg,13 %
"Manganese",1.06,mg,46 %
"Phosphorus",167.25,mg,13 %
"Potassium",404.83,mg,9 %
"Selenium",4.85,mcg,9 %
"Sodium",606.26,mg,26 %
"Zinc",1.5,mg,14 %
"Protein",17.22,g,34 %
"Alanine",0.329,g,
"Arginine",0.593,g,
"Aspartic acid",0.759,g,
"Cystine",0.091,g,
"Glutamic acid",1.402,g,
"Glycine",0.226,g,
"Histidine",0.198,g,17 %
"Hydroxyproline",0,g,
"Isoleucine",0.352,g,23 %
"Leucine",0.595,g,17 %
"Lysine",0.521,g,17 %
"Methionine",0.134,g,
"Phenylalanine",0.368,g,
"Proline",0.481,g,
"Serine",0.459,g,
"Threonine",0.296,g,18 %
"Tryptophan",0.087,g,21 %
"Tyrosine",0.255,g,
"Valine",0.416,g,21 %
"Phenylalanine + Tyrosine",0.623,g,23 %
"Methionine + Cysteine",0.134,g,9 %
"Carbohydrate",41.45,g,15 %
"Fiber",10.44,g,37 %
"Starch",0.49,g,
"Sugars",9.22,g,
"Fructose",1.78,g,
"Galactose",0.01,g,
"Glucose",1.6,g,
"Lactose",0,g,
"Maltose",0.01,g,
"Sucrose",0.24,g,
"Net carbs",31.01,g,
"0.01 g",0.02 g,undefined,1.90
"Fat",15.972,g,20 %
"Saturated fatty acids",3.619,g,18 %
"Butanoic acid",0.134,g,
"Decanoic acid",0.343,g,
"Docosanoic acid",0.003,g,
"Dodecanoic acid",0.202,g,
"Eicosanoic acid",0.011,g,
"Heptadecanoic acid",0,g,
"Hexadecanoic acid",1.183,g,
"Hexanoic acid",0.099,g,
"Octadecanoic acid",0.352,g,
"Octanoic acid",0.095,g,
"Pentadecanoic acid",0,g,
"Tetracosanoic acid",0,g,
"Tetradecanoic acid",0.483,g,
"Tridecanoic acid",0,g,
"Monounsaturated fatty acids",5.558,g,
"Cis-hexadecenoic acid",0,g,
"Cis-octadecenoic acid",0.011,g,
"Docosenoic acid",0,g,
"Docosenoic cis acid",0,g,
"Docosenoic trans acid",0,g,
"Eicosenoic acid",0.038,g,
"Heptadecenoic acid",0,g,
"Hexadecenoic acid",0.079,g,
"Octadecenoic acid",1.822,g,
"Pentadecenoic acid",0,g,
"Tetracosenoic cis acid",0,g,
"Tetradecenoic acid",0,g,
"Trans-hexadecenoic acid",0,g,
"Trans-octadecenoic acid",0,g,
"Polyunsaturated fatty acids",2.796,g,
"α-linolenic acid n-3 (ALA)",0.01,g,
"γ-linolenic acid n-6 (GLA)",0,g,
"Cis,cis-eicosadienoic n-6 acid",0.019,g,
"Linoleic acid n-6 (LA)",0,g,
"Docosahexaenoic n-3 acid (DHA)",0,g,
"Docosapentaenoic n-3 acid (DPA)",0,g,
"Docosatetraenoic acid",0,g,
"Eicosadienoic acid",0.017,g,
"Eicosadienoic n-3 acid",0,g,
"Eicosadienoic n-6 acid",0,g,
"Eicosapentaenoic n-3 acid (EPA)",0,g,
"Eicosatetraenoic acid",0,g,
"Octadecadienoic CLAs acid",0,g,
"Octadecadienoic acid",2.104,g,
"Octadecatetraenoic acid",0,g,
"Octadecatrienoic acid",0.12,g,
"Trans-octadecadienoic acid",0,g,
"Trans-octadecatrienoic acid",0,g,
"Fatty acids, total trans",0,g,
"Fatty acids, total trans-monoenoic",0,g,
"Fatty acids, total trans-polyenoic",0,g,
"Beta-sitosterol",6.24,mg,
"Campesterol",0.94,mg,
"Cholesterol",16.69,mg,6 %
"Phytosterols",10.89,mg,
"Stigmasterol",0,mg,
"Alcohol, ethyl",0,g,
"Ash",2.27,g,
"Caffeine",0,mg,
"Fiber, insoluble",3.4,g,
"Fiber, soluble",1.89,g,
"Theobromine",0,mg,
"Water",159.95,g,
