Nutrient,Amount,Unit,DV
Calories,107,,
"Vitamin A, RAE",254.14,mcg,28 %
"Carotene, alpha",985.71,mcg,
"Carotene, beta",2352.15,mcg,
"Cryptoxanthin, beta",3.96,mcg,
"Lutein + zeaxanthin",77.47,mcg,
"Lutein",21.69,mcg,
"Lycopene",0.33,mcg,
"Retinol",17.03,mcg,
"Zeaxanthin",21.6,mcg,
"cis-Lutein/Zeaxanthin",5.38,mcg,
"cis-Lycopene",0,mcg,
"cis-beta-Carotene",0,mcg,
"trans-Lycopene",0,mcg,
"trans-beta-Carotene",0,mcg,
"Thiamin [Vitamin B1]",0.035,mg,3 %
"Riboflavin [Vitamin B2]",0.112,mg,9 %
"Niacin [Vitamin B3]",0.349,mg,2 %
"Pantothenic acid [Vitamin B5]",0.079,mg,2 %
"Vitamin B6",0.063,mg,4 %
"Vitamin B12 [Cobalamin]",0.21,mcg,9 %
"Vitamin B12, added",0,mcg,
"Folate, DFE [Vitamin B9]",7.23,mcg,2 %
"Folate, food",7.28,mcg,
"Folic acid",0,mcg,
"Vitamin C [Ascorbic acid]",2,mg,2 %
"Vitamin D",0.23,mcg,1 %
"Vitamin D2",0,mcg,
"Vitamin D3",0.23,mcg,
"Vitamin E (alpha-tocopherol)",0.24,mg,2 %
"Vitamin E, added",0,mg,
"Tocopherol, alpha",0.24,mg,
"Tocopherol, beta",0,mg,
"Tocopherol, delta",0,mg,
"Tocopherol, gamma",0.03,mg,
"Tocotrienol, alpha",0,mg,
"Tocotrienol, beta",0,mg,
"Tocotrienol, delta",0,mg,
"Tocotrienol, gamma",0,mg,
"Vitamin K",3.9,mcg,3 %
"Vitamin K1 [Phylloquinone]",3.9,mcg,
"Vitamin K2 [Menaquinone]",0,mcg,
"Dihydrophylloquinone",0,mcg,
"Betaine",0.1,mg,
"Choline",36.9,mg,7 %
"Calcium",172.46,mg,13 %
"Copper",0.02,mg,2 %
"Fluoride",0.9,mcg,
"Iodine",4.63,mcg,3 %
"Iron",0.65,mg,4 %
"Magnesium",11.71,mg,3 %
"Manganese",0.138,mg,6 %
"Phosphorus",110.86,mg,9 %
"Potassium",178.57,mg,4 %
"Selenium",4.62,mcg,8 %
"Sodium",331.78,mg,14 %
"Zinc",0.29,mg,3 %
"Protein",11.73,g,23 %
"Alanine",0.096,g,
"Arginine",0.102,g,
"Aspartic acid",0.177,g,
"Cystine",0.024,g,
"Cysteine",0.04,g,
"Glutamic acid",0.26,g,
"Glycine",0.053,g,
"Histidine",0.038,g,3 %
"Hydroxyproline",0,g,
"Isoleucine",0.08,g,5 %
