Nutrient,Amount,Unit,DV
Calories,118,,
"Vitamin A, RAE",412.29,mcg,46 %
"Carotene, alpha",8.78,mcg,
"Carotene, beta",4115.23,mcg,
"Cryptoxanthin, beta",34.5,mcg,
"Lutein + zeaxanthin",7229.85,mcg,
"Lutein",86.77,mcg,
"Lycopene",0.1,mcg,
"Retinol",67.53,mcg,
"Zeaxanthin",86.39,mcg,
"cis-Lutein/Zeaxanthin",21.5,mcg,
"cis-Lycopene",0,mcg,
"cis-beta-Carotene",0,mcg,
"trans-Lycopene",0,mcg,
"trans-beta-Carotene",0,mcg,
"Thiamin [Vitamin B1]",0.095,mg,8 %
"Riboflavin [Vitamin B2]",0.298,mg,23 %
"Niacin [Vitamin B3]",0.381,mg,2 %
"Pantothenic acid [Vitamin B5]",0.092,mg,2 %
"Vitamin B6",0.164,mg,10 %
"Vitamin B12 [Cobalamin]",0.38,mcg,16 %
"Vitamin B12, added",0,mcg,
"Folate, DFE [Vitamin B9]",86.16,mcg,22 %
"Folate, food",86.16,mcg,
"Folic acid",0,mcg,
"Vitamin C [Ascorbic acid]",6,mg,7 %
"Vitamin D",0.93,mcg,5 %
"Vitamin D2",0,mcg,
"Vitamin D3",0.93,mcg,
"Vitamin E (alpha-tocopherol)",1.85,mg,12 %
"Vitamin E, added",0,mg,
"Tocopherol, alpha",1.85,mg,
"Tocopherol, beta",0.01,mg,
"Tocopherol, delta",0,mg,
"Tocopherol, gamma",0.11,mg,
"Tocotrienol, alpha",0.03,mg,
"Tocotrienol, beta",0,mg,
"Tocotrienol, delta",0,mg,
"Tocotrienol, gamma",0.01,mg,
"Vitamin K",211.8,mcg,176 %
"Vitamin K1 [Phylloquinone]",211.8,mcg,
"Dihydrophylloquinone",0,mcg,
"Betaine",66.7,mg,
"Choline",140.7,mg,26 %
"Calcium",124.05,mg,10 %
"Copper",0.09,mg,10 %
"Fluoride",0.2,mcg,
"Iodine",18.52,mcg,12 %
"Iron",2.13,mg,12 %
"Magnesium",50.47,mg,12 %
"Manganese",0.459,mg,20 %
"Phosphorus",106.98,mg,9 %
"Potassium",294.16,mg,6 %
"Selenium",15.45,mcg,28 %
"Sodium",581.17,mg,25 %
"Zinc",0.86,mg,8 %
"Protein",10.62,g,21 %
"Alanine",0.388,g,
"Arginine",0.612,g,
"Aspartic acid",0.763,g,
"Cystine",0.02,g,
"Cysteine",0.15,g,
"Glutamic acid",0.981,g,
"Glycine",0.291,g,
"Histidine",0.14,g,12 %
"Hydroxyproline",0,g,
"Isoleucine",0.311,g,20 %
"Leucine",0.525,g,15 %
"Lysine",0.47,g,15 %
"Methionine",0.188,g,
"Phenylalanine",0.377,g,
"Proline",0.345,g,
"Serine",0.453,g,
"Threonine",0.354,g,22 %
"Tryptophan",0.122,g,30 %
"Tyrosine",0.322,g,
"Valine",0.391,g,20 %
"Phenylalanine + Tyrosine",0.699,g,26 %
"Methionine + Cysteine",0.338,g,22 %
"Carbohydrate",10.57,g,4 %
"Fiber",2.28,g,8 %
"Starch",0,g,
"Sugars",4.31,g,
"Sugars, added",1.5,g,
"Fructose",0.37,g,
"Galactose",0,g,
"Glucose",0.58,g,
"Lactose",0,g,
"Maltose",0,g,
"Sucrose",0.33,g,
"Net carbs",8.29,g,
"",0.56 g,undefined,
"Fat",4.194,g,5 %
"Saturated fatty acids",1.255,g,6 %
"Butanoic acid",0,g,
"Decanoic acid",0,g,
"Docosanoic acid",0,g,
"Dodecanoic acid",0,g,
"Eicosanoic acid",0,g,
"Heptadecanoic acid",0,g,
"Hexadecanoic acid",0.914,g,
"Hexanoic acid",0,g,
"Octadecanoic acid",0.31,g,
"Octanoic acid",0,g,
"Pentadecanoic acid",0,g,
"Tetracosanoic acid",0,g,
"Tetradecanoic acid",0.014,g,
"Tridecanoic acid",0,g,
"Monounsaturated fatty acids",1.389,g,
"Cis-hexadecenoic acid",0.09,g,
"Cis-octadecenoic acid",1.282,g,
"Docosenoic acid",0,g,
"Eicosenoic acid",0,g,
"Heptadecenoic acid",0,g,
"Hexadecenoic acid",0,g,
"Octadecenoic acid",0.02,g,
"Pentadecenoic acid",0,g,
"Tetracosenoic cis acid",0,g,
"Tetradecenoic acid",0,g,
