Nutrient,Amount,Unit,DV
Calories,288,,
"Vitamin A, RAE",71.58,mcg,8 %
"Carotene, alpha",280.38,mcg,
"Carotene, beta",527.07,mcg,
"Cryptoxanthin, beta",61.23,mcg,
"Lutein + zeaxanthin",131.31,mcg,
"Lycopene",0.22,mcg,
"Retinol",13.61,mcg,
"Thiamin [Vitamin B1]",0.19,mg,16 %
"Riboflavin [Vitamin B2]",0.346,mg,27 %
"Niacin [Vitamin B3]",15.15,mg,95 %
"Pantothenic acid [Vitamin B5]",2.323,mg,46 %
"Vitamin B6",1.415,mg,83 %
"Vitamin B12 [Cobalamin]",0.32,mcg,13 %
"Vitamin B12, added",0,mcg,
"Folate, DFE [Vitamin B9]",30.85,mcg,8 %
"Folate, food",31.4,mcg,
"Folic acid",0,mcg,
"Vitamin C [Ascorbic acid]",11.9,mg,13 %
"Vitamin D",0,mcg,0 %
"Vitamin D3",0,mcg,
"Vitamin E (alpha-tocopherol)",1.32,mg,9 %
"Vitamin E, added",0,mg,
"Tocopherol, alpha",1.32,mg,
"Tocopherol, beta",0,mg,
"Tocopherol, delta",0,mg,
"Tocopherol, gamma",0.21,mg,
"Tocotrienol, alpha",0.04,mg,
"Tocotrienol, beta",0.01,mg,
"Tocotrienol, delta",0,mg,
"Tocotrienol, gamma",0.02,mg,
"Vitamin K",31.8,mcg,26 %
"Vitamin K1 [Phylloquinone]",19.1,mcg,
"Vitamin K2 [Menaquinone]",12.7,mcg,
"Dihydrophylloquinone",0,mcg,
"Betaine",13.3,mg,
"Choline",135.3,mg,25 %
"Calcium",19.51,mg,2 %
"Copper",0.12,mg,13 %
"Fluoride",0.1,mcg,
"Iron",1.29,mg,7 %
"Magnesium",72.51,mg,17 %
"Manganese",0.167,mg,7 %
"Phosphorus",359.87,mg,29 %
"Potassium",864.92,mg,18 %
"Selenium",35.7,mcg,65 %
"Sodium",493.3,mg,21 %
"Zinc",1.28,mg,12 %
"Protein",35.73,g,71 %
"Alanine",2.041,g,
"Arginine",2.356,g,
"Aspartic acid",3.267,g,
"Cystine",0.36,g,
"Glutamic acid",5.2,g,
"Glycine",1.541,g,
"Histidine",1.285,g,112 %
"Hydroxyproline",0,g,
"Isoleucine",1.706,g,110 %
"Leucine",2.87,g,84 %
"Lysine",3.304,g,106 %
"Methionine",0.895,g,
"Phenylalanine",1.407,g,
"Proline",1.153,g,
"Serine",1.34,g,
"Threonine",1.56,g,96 %
"Tryptophan",0.428,g,105 %
"Tyrosine",1.237,g,
"Valine",1.803,g,92 %
"Phenylalanine + Tyrosine",2.644,g,98 %
"Methionine + Cysteine",0.895,g,58 %
"Carbohydrate",23.18,g,8 %
"Fiber",1.98,g,7 %
"Sugars",10.78,g,
"Fructose",0.12,g,
"Galactose",0.01,g,
"Glucose",0.09,g,
"Lactose",0,g,
"Maltose",0,g,
"Sucrose",0.03,g,
"Net carbs",21.2,g,
"0.04 g",0.51 g,undefined,12.68
"Fat",6.531,g,8 %
"Saturated fatty acids",1.196,g,6 %
"Butanoic acid",0,g,
"Decanoic acid",0.026,g,
"Docosanoic acid",0.005,g,
"Dodecanoic acid",0.007,g,
"Eicosanoic acid",0.002,g,
"Heptadecanoic acid",0.005,g,
"Hexadecanoic acid",0.619,g,
"Hexanoic acid",0,g,
"Octadecanoic acid",0.201,g,
"Octanoic acid",0,g,
"Pentadecanoic acid",0.005,g,
"Tetracosanoic acid",0,g,
"Tetradecanoic acid",0.019,g,
"Tridecanoic acid",0,g,
"Monounsaturated fatty acids",2.614,g,
"Cis-hexadecenoic acid",0.125,g,
"Cis-octadecenoic acid",0.914,g,
"Docosenoic acid",0,g,
"Docosenoic cis acid",0,g,
"Docosenoic trans acid",0,g,
"Eicosenoic acid",0.015,g,
"Heptadecenoic acid",0.003,g,
"Hexadecenoic acid",0.126,g,
"Octadecenoic acid",0.928,g,
"Pentadecenoic acid",0,g,
"Tetracosenoic cis acid",0,g,
"Tetradecenoic acid",0.005,g,
"Trans-hexadecenoic acid",0,g,
"Trans-octadecenoic acid",0.009,g,
"Polyunsaturated fatty acids",0.987,g,
"α-linolenic acid n-3 (ALA)",0.02,g,
"γ-linolenic acid n-6 (GLA)",0,g,
"Cis,cis-eicosadienoic n-6 acid",0.009,g,
"Linoleic acid n-6 (LA)",0.48,g,
"Docosahexaenoic n-3 acid (DHA)",0.006,g,
"Docosapentaenoic n-3 acid (DPA)",0.009,g,
"Docosatetraenoic acid",0.02,g,
"Eicosadienoic acid",0.019,g,
"Eicosadienoic n-3 acid",0,g,
"Eicosadienoic n-6 acid",0.018,g,
"Eicosapentaenoic n-3 acid (EPA)",0.005,g,
"Eicosatetraenoic acid",0.073,g,
"Octadecadienoic CLAs acid",0.002,g,
"Octadecadienoic acid",0.589,g,
"Octadecatetraenoic acid",0,g,
"Octadecatrienoic acid",0.029,g,
"Trans-octadecadienoic acid",0.002,g,
"Trans-octadecatrienoic acid",0,g,
"Fatty acids, total trans",0.011,g,
"Fatty acids, total trans-monoenoic",0.009,g,
"Fatty acids, total trans-polyenoic",0.002,g,
"Cholesterol",110.37,mg,37 %
"Phytosterols",2.44,mg,
"Alcohol, ethyl",0,g,
"Ash",2.65,g,
"Caffeine",0,mg,
"Theobromine",0,mg,
"Water",161.07,g,
