Nutrient,Amount,Unit,DV
Calories,89,,
"Vitamin A, RAE",266.95,mcg,30 %
"Carotene, alpha",988.59,mcg,
"Carotene, beta",2578.25,mcg,
"Cryptoxanthin, beta",68.07,mcg,
"Lutein + zeaxanthin",85.78,mcg,
"Lycopene",0.55,mcg,
"Retinol",8.1,mcg,
"Thiamin [Vitamin B1]",0.056,mg,5 %
"Riboflavin [Vitamin B2]",0.1,mg,8 %
"Niacin [Vitamin B3]",2.439,mg,15 %
"Pantothenic acid [Vitamin B5]",0.505,mg,10 %
"Vitamin B6",0.227,mg,13 %
"Vitamin B12 [Cobalamin]",0.44,mcg,18 %
"Vitamin B12, added",0,mcg,
"Folate, DFE [Vitamin B9]",16.92,mcg,4 %
"Folate, food",16.92,mcg,
"Folic acid",0,mcg,
"Vitamin C [Ascorbic acid]",20.1,mg,22 %
"Vitamin D",0.15,mcg,1 %
"Vitamin E (alpha-tocopherol)",0.49,mg,3 %
"Vitamin E, added",0,mg,
"Tocopherol, alpha",0.49,mg,
"Tocopherol, beta",0.01,mg,
"Tocopherol, delta",0.01,mg,
"Tocopherol, gamma",0.09,mg,
"Tocotrienol, alpha",0.01,mg,
"Tocotrienol, beta",0,mg,
"Tocotrienol, delta",0,mg,
"Tocotrienol, gamma",0.01,mg,
"Vitamin K",8.4,mcg,7 %
"Vitamin K1 [Phylloquinone]",8.4,mcg,
"Dihydrophylloquinone",0,mcg,
"Betaine",2.7,mg,
"Choline",23.5,mg,4 %
"Calcium",32.35,mg,2 %
"Copper",0.05,mg,6 %
"Fluoride",1,mcg,
"Iron",0.86,mg,5 %
"Magnesium",16.57,mg,4 %
"Manganese",0.109,mg,5 %
"Phosphorus",89.51,mg,7 %
"Potassium",222.78,mg,5 %
"Selenium",7.15,mcg,13 %
"Sodium",202.81,mg,9 %
"Zinc",1.06,mg,10 %
"Protein",7.83,g,16 %
"Alanine",0.47,g,
"Arginine",0.552,g,
"Aspartic acid",0.776,g,
"Cystine",0.101,g,
"Glutamic acid",1.276,g,
"Glycine",0.4,g,
"Histidine",0.219,g,19 %
"Hydroxyproline",0.074,g,
"Isoleucine",0.337,g,22 %
"Leucine",0.611,g,18 %
"Lysine",0.658,g,21 %
"Methionine",0.21,g,
"Phenylalanine",0.298,g,
"Proline",0.334,g,
"Serine",0.319,g,
"Threonine",0.38,g,23 %
"Tryptophan",0.084,g,21 %
"Tyrosine",0.26,g,
"Valine",0.35,g,18 %
"Phenylalanine + Tyrosine",0.558,g,21 %
"Methionine + Cysteine",0.21,g,14 %
"Carbohydrate",8.21,g,3 %
"Fiber",2.03,g,7 %
"Starch",0.41,g,
"Sugars",3.89,g,
"Fructose",0.73,g,
"Galactose",0,g,
"Glucose",0.76,g,
"Lactose",0,g,
"Maltose",0,g,
"Sucrose",1.12,g,
"Net carbs",6.18,g,
"0.05 g",0.81 g,undefined,16.20
"Fat",3.21,g,4 %
"Saturated fatty acids",0.828,g,4 %
"Butanoic acid",0.001,g,
"Decanoic acid",0.001,g,
"Docosanoic acid",0.001,g,
"Dodecanoic acid",0.004,g,
"Eicosanoic acid",0.003,g,
"Heptadecanoic acid",0.007,g,
"Hexadecanoic acid",0.569,g,
"Hexanoic acid",0,g,
"Octadecanoic acid",0.211,g,
"Octanoic acid",0.001,g,
"Pentadecanoic acid",0.004,g,
"Tetracosanoic acid",0,g,
"Tetradecanoic acid",0.025,g,
"Tridecanoic acid",0,g,
"Monounsaturated fatty acids",1.054,g,
"Cis-hexadecenoic acid",0.098,g,
"Cis-octadecenoic acid",0.898,g,
"Docosenoic acid",0,g,
"Docosenoic cis acid",0,g,
"Docosenoic trans acid",0,g,
"Eicosenoic acid",0.011,g,
"Heptadecenoic acid",0.005,g,
"Hexadecenoic acid",0.102,g,
"Octadecenoic acid",0.93,g,
"Pentadecenoic acid",0,g,
"Tetracosenoic cis acid",0.002,g,
"Tetradecenoic acid",0.004,g,
"Trans-hexadecenoic acid",0.002,g,
"Trans-octadecenoic acid",0.027,g,
"Polyunsaturated fatty acids",0.991,g,
"α-linolenic acid n-3 (ALA)",0.04,g,
"γ-linolenic acid n-6 (GLA)",0,g,
"Cis,cis-eicosadienoic n-6 acid",0.006,g,
"Linoleic acid n-6 (LA)",0.8,g,
"Docosahexaenoic n-3 acid (DHA)",0.003,g,
"Docosapentaenoic n-3 acid (DPA)",0.004,g,
"Docosatetraenoic acid",0.007,g,
"Eicosadienoic acid",0.004,g,
"Eicosadienoic n-3 acid",0.001,g,
"Eicosadienoic n-6 acid",0.004,g,
"Eicosapentaenoic n-3 acid (EPA)",0.002,g,
"Eicosatetraenoic acid",0.04,g,
"Octadecadienoic CLAs acid",0.005,g,
"Octadecadienoic acid",0.866,g,
"Octadecatetraenoic acid",0,g,
"Octadecatrienoic acid",0.059,g,
"Trans-octadecadienoic acid",0.012,g,
"Trans-octadecatrienoic acid",0,g,
"Fatty acids, total trans",0.041,g,
"Fatty acids, total trans-monoenoic",0.029,g,
"Fatty acids, total trans-polyenoic",0.012,g,
"Cholesterol",27.24,mg,9 %
"Phytosterols",1.81,mg,
"Alcohol, ethyl",0,g,
"Ash",0.81,g,
"Caffeine",0,mg,
"Theobromine",0,mg,
"Water",133.18,g,
