Nutrient,Amount,Unit,DV
Calories,615,,
"Vitamin A, RAE",680.81,mcg,76 %
"Carotene, alpha",116.48,mcg,
"Carotene, beta",7595.18,mcg,
"Cryptoxanthin, beta",612.33,mcg,
"Lutein + zeaxanthin",12484.72,mcg,
"Lycopene",0.87,mcg,
"Retinol",17,mcg,
"Thiamin [Vitamin B1]",0.434,mg,36 %
"Riboflavin [Vitamin B2]",0.778,mg,60 %
"Niacin [Vitamin B3]",11.976,mg,75 %
"Pantothenic acid [Vitamin B5]",2.419,mg,48 %
"Vitamin B6",1.082,mg,64 %
"Vitamin B12 [Cobalamin]",4.21,mcg,175 %
"Vitamin B12, added",0,mcg,
"Folate, DFE [Vitamin B9]",310.91,mcg,78 %
"Folate, food",310.91,mcg,
"Folic acid",0,mcg,
"Vitamin C [Ascorbic acid]",246.4,mg,274 %
"Vitamin D",12.32,mcg,62 %
"Vitamin D2",0,mcg,
"Vitamin D3",12.32,mcg,
"Vitamin E (alpha-tocopherol)",7.97,mg,53 %
"Vitamin E, added",0,mg,
"Tocopherol, alpha",7.97,mg,
"Tocopherol, beta",0.1,mg,
"Tocopherol, delta",0.16,mg,
"Tocopherol, gamma",6.59,mg,
"Tocotrienol, alpha",0.13,mg,
"Tocotrienol, beta",0,mg,
"Tocotrienol, delta",0,mg,
"Tocotrienol, gamma",0.15,mg,
"Vitamin K",795.2,mcg,663 %
"Vitamin K1 [Phylloquinone]",794.6,mcg,
"Vitamin K2 [Menaquinone]",0.6,mcg,
"Dihydrophylloquinone",0,mcg,
"Betaine",279.5,mg,
"Choline",128.2,mg,23 %
"Calcium",656.91,mg,51 %
"Copper",0.8,mg,89 %
"Fluoride",0,mcg,
"Iron",7.62,mg,42 %
"Magnesium",265.96,mg,63 %
"Manganese",2.821,mg,123 %
"Phosphorus",803.24,mg,64 %
"Potassium",2356.18,mg,50 %
"Selenium",41.64,mcg,76 %
"Sodium",1548.23,mg,67 %
"Zinc",4.41,mg,40 %
"Protein",39.41,g,79 %
"Alanine",2.102,g,
"Arginine",2.868,g,
"Aspartic acid",4.356,g,
"Cystine",0.402,g,
"Glutamic acid",5.805,g,
"Glycine",2.102,g,
"Histidine",0.942,g,82 %
"Hydroxyproline",0,g,
"Isoleucine",1.738,g,112 %
"Leucine",2.714,g,79 %
"Lysine",2.63,g,85 %
"Methionine",0.832,g,
"Phenylalanine",1.697,g,
"Proline",1.788,g,
"Serine",1.703,g,
"Threonine",1.693,g,104 %
"Tryptophan",0.463,g,113 %
"Tyrosine",1.25,g,
"Valine",1.953,g,100 %
"Phenylalanine + Tyrosine",2.947,g,109 %
"Methionine + Cysteine",0.832,g,54 %
"Carbohydrate",59.68,g,22 %
"Fiber",20.04,g,72 %
"Starch",12.04,g,
"Sugars",16.09,g,
"Fructose",3.63,g,
"Galactose",0.12,g,
"Glucose",3.18,g,
"Lactose",0,g,
"Maltose",0.07,g,
"Sucrose",0.4,g,
"Net carbs",39.64,g,
"1.17 g",3.03 g,undefined,2.59
"Fat",28.471,g,37 %
"Saturated fatty acids",4.373,g,22 %
"Butanoic acid",0.003,g,
"Decanoic acid",0.008,g,
"Docosanoic acid",0.022,g,
"Dodecanoic acid",0.012,g,
"Eicosanoic acid",0.046,g,
"Heptadecanoic acid",0.02,g,
"Hexadecanoic acid",3.033,g,
"Hexanoic acid",0.001,g,
"Octadecanoic acid",0.572,g,
"Octanoic acid",0.002,g,
"Pentadecanoic acid",0.021,g,
"Tetracosanoic acid",0.009,g,
"Tetradecanoic acid",0.166,g,
"Tridecanoic acid",0.001,g,
"Monounsaturated fatty acids",12.877,g,
"Cis-hexadecenoic acid",0.123,g,
"Cis-octadecenoic acid",2.888,g,
"Docosenoic acid",0.066,g,
"Docosenoic cis acid",0.046,g,
"Docosenoic trans acid",0.001,g,
"Eicosenoic acid",0.407,g,
"Heptadecenoic acid",0.016,g,
"Hexadecenoic acid",0.61,g,
"Octadecenoic acid",9.507,g,
"Pentadecenoic acid",0,g,
"Tetracosenoic cis acid",0.015,g,
"Tetradecenoic acid",0.002,g,
"Trans-hexadecenoic acid",0.006,g,
"Trans-octadecenoic acid",0.012,g,
"Polyunsaturated fatty acids",7.683,g,
"α-linolenic acid n-3 (ALA)",0.16,g,
"γ-linolenic acid n-6 (GLA)",0.01,g,
"Cis,cis-eicosadienoic n-6 acid",0.015,g,
"Linoleic acid n-6 (LA)",3,g,
"Docosahexaenoic n-3 acid (DHA)",0.643,g,
"Docosapentaenoic n-3 acid (DPA)",0.076,g,
"Docosatetraenoic acid",0.004,g,
"Eicosadienoic acid",0.022,g,
"Eicosadienoic n-3 acid",0.006,g,
"Eicosadienoic n-6 acid",0.005,g,
"Eicosapentaenoic n-3 acid (EPA)",0.284,g,
"Eicosatetraenoic acid",0.044,g,
"Octadecadienoic CLAs acid",0.005,g,
"Octadecadienoic acid",5.556,g,
"Octadecatetraenoic acid",0.119,g,
"Octadecatrienoic acid",0.556,g,
"Trans-octadecadienoic acid",0.014,g,
"Uncosapentaenoic acid",0,g,
"Fatty acids, total trans",0.032,g,
"Fatty acids, total trans-monoenoic",0.018,g,
"Fatty acids, total trans-polyenoic",0.014,g,
"Beta-sitosterol",51.68,mg,
"Campesterol",3.4,mg,
"Cholesterol",70.55,mg,24 %
"Phytosterols",30.15,mg,
"Stigmasterol",1.36,mg,
"Alcohol, ethyl",0,g,
"Ash",9.2,g,
"Caffeine",0,mg,
"Theobromine",0,mg,
"Water",571.5,g,
