Nutrient,Amount,Unit,DV
Calories,371,,
"Vitamin A, RAE",393.73,mcg,44 %
"Carotene, alpha",1337.01,mcg,
"Carotene, beta",3919.23,mcg,
"Cryptoxanthin, beta",15.16,mcg,
"Lutein + zeaxanthin",1619.7,mcg,
"Lycopene",0.49,mcg,
"Retinol",10.58,mcg,
"Thiamin [Vitamin B1]",0.26,mg,22 %
"Riboflavin [Vitamin B2]",0.471,mg,36 %
"Niacin [Vitamin B3]",9.626,mg,60 %
"Pantothenic acid [Vitamin B5]",0.585,mg,12 %
"Vitamin B6",1.009,mg,59 %
"Vitamin B12 [Cobalamin]",0.92,mcg,38 %
"Vitamin B12, added",0,mcg,
"Folate, DFE [Vitamin B9]",109.37,mcg,27 %
"Folate, food",110.47,mcg,
"Folic acid",0,mcg,
"Vitamin C [Ascorbic acid]",72.4,mg,80 %
"Vitamin D",0,mcg,0 %
"Vitamin D3",0,mcg,
"Vitamin E (alpha-tocopherol)",2.12,mg,14 %
"Vitamin E, added",0,mg,
"Tocopherol, alpha",2.12,mg,
"Tocopherol, beta",0,mg,
"Tocopherol, delta",0,mg,
"Tocopherol, gamma",0.47,mg,
"Tocotrienol, alpha",0.03,mg,
"Tocotrienol, beta",0.06,mg,
"Tocotrienol, delta",0,mg,
"Tocotrienol, gamma",0.05,mg,
"Vitamin K",115.5,mcg,96 %
"Vitamin K1 [Phylloquinone]",115.5,mcg,
"Vitamin K2 [Menaquinone]",0,mcg,
"Dihydrophylloquinone",0,mcg,
"Betaine",18,mg,
"Choline",110.7,mg,20 %
"Calcium",156.08,mg,12 %
"Copper",0.23,mg,26 %
"Fluoride",2.5,mcg,
"Iron",5.11,mg,28 %
"Magnesium",110.48,mg,26 %
"Manganese",0.765,mg,33 %
"Phosphorus",390.77,mg,31 %
"Potassium",949.18,mg,20 %
"Selenium",38.83,mcg,71 %
"Sodium",1193.37,mg,52 %
"Zinc",3.33,mg,30 %
"Protein",41,g,82 %
"Alanine",2.016,g,
"Arginine",2.421,g,
"Aspartic acid",3.385,g,
"Cystine",0.411,g,
"Glutamic acid",5.735,g,
"Glycine",1.537,g,
"Histidine",0.985,g,86 %
"Hydroxyproline",0,g,
"Isoleucine",1.619,g,104 %
"Leucine",2.795,g,82 %
"Lysine",3.065,g,99 %
"Methionine",0.907,g,
"Phenylalanine",1.353,g,
"Proline",1.425,g,
"Serine",1.429,g,
"Threonine",1.625,g,100 %
"Tryptophan",0.386,g,95 %
"Tyrosine",1.228,g,
"Valine",1.675,g,85 %
"Phenylalanine + Tyrosine",2.581,g,96 %
"Methionine + Cysteine",0.907,g,58 %
"Carbohydrate",40.91,g,15 %
"Fiber",12.25,g,44 %
"Starch",0.54,g,
"Sugars",5.63,g,
"Fructose",1.79,g,
"Galactose",0.1,g,
"Glucose",1.98,g,
"Lactose",0,g,
"Maltose",0,g,
"Sucrose",1.82,g,
"Net carbs",28.66,g,
"0.08 g",1.16 g,undefined,15.25
"Fat",7.844,g,10 %
"Saturated fatty acids",1.859,g,9 %
"Butanoic acid",0.002,g,
"Decanoic acid",0.006,g,
"Docosanoic acid",0.013,g,
"Dodecanoic acid",0.011,g,
"Eicosanoic acid",0.005,g,
"Heptadecanoic acid",0.007,g,
"Hexadecanoic acid",1.318,g,
"Hexanoic acid",0,g,
"Octadecanoic acid",0.404,g,
"Octanoic acid",0.004,g,
"Pentadecanoic acid",0.005,g,
"Tetracosanoic acid",0.003,g,
"Tetradecanoic acid",0.077,g,
"Tridecanoic acid",0,g,
"Monounsaturated fatty acids",2.343,g,
"Cis-hexadecenoic acid",0.318,g,
"Cis-octadecenoic acid",1.89,g,
"Docosenoic acid",0.002,g,
"Docosenoic cis acid",0.002,g,
"Docosenoic trans acid",0,g,
"Eicosenoic acid",0.027,g,
"Heptadecenoic acid",0.005,g,
"Hexadecenoic acid",0.327,g,
"Octadecenoic acid",1.971,g,
"Pentadecenoic acid",0,g,
"Tetracosenoic cis acid",0.002,g,
"Tetradecenoic acid",0.011,g,
"Trans-hexadecenoic acid",0.003,g,
"Trans-octadecenoic acid",0.018,g,
"Polyunsaturated fatty acids",1.698,g,
"α-linolenic acid n-3 (ALA)",0.05,g,
"γ-linolenic acid n-6 (GLA)",0.01,g,
"Cis,cis-eicosadienoic n-6 acid",0.012,g,
"Linoleic acid n-6 (LA)",1.11,g,
"Docosahexaenoic n-3 acid (DHA)",0.011,g,
"Docosapentaenoic n-3 acid (DPA)",0.012,g,
"Docosatetraenoic acid",0.032,g,
"Eicosadienoic acid",0.028,g,
"Eicosadienoic n-3 acid",0,g,
"Eicosadienoic n-6 acid",0.027,g,
"Eicosapentaenoic n-3 acid (EPA)",0.003,g,
"Eicosatetraenoic acid",0.136,g,
"Octadecadienoic CLAs acid",0.009,g,
"Octadecadienoic acid",1.274,g,
"Octadecatetraenoic acid",0.002,g,
"Octadecatrienoic acid",0.185,g,
"Trans-octadecadienoic acid",0.009,g,
"Trans-octadecatrienoic acid",0,g,
"Fatty acids, total trans",0.03,g,
"Fatty acids, total trans-monoenoic",0.021,g,
"Fatty acids, total trans-polyenoic",0.009,g,
"Cholesterol",142.13,mg,47 %
"Phytosterols",10.74,mg,
"Alcohol, ethyl",0,g,
"Ash",3.73,g,
"Caffeine",0,mg,
"Theobromine",0,mg,
"Water",481.72,g,
