Nutrient,Amount,Unit,DV
Calories,31,,
"Vitamin A, RAE",4.39,mcg,0 %
"Carotene, alpha",9.62,mcg,
"Carotene, beta",39.57,mcg,
"Cryptoxanthin, beta",22.75,mcg,
"Lutein + zeaxanthin",20.12,mcg,
"Lycopene",0,mcg,
"Retinol",0,mcg,
"Thiamin [Vitamin B1]",0.031,mg,3 %
"Riboflavin [Vitamin B2]",0.038,mg,3 %
"Niacin [Vitamin B3]",0.282,mg,2 %
"Pantothenic acid [Vitamin B5]",0.257,mg,5 %
"Vitamin B6",0.075,mg,4 %
"Vitamin B12 [Cobalamin]",0,mcg,0 %
"Vitamin B12, added",0,mcg,
"Folate, DFE [Vitamin B9]",6.91,mcg,2 %
"Folate, food",6.12,mcg,
"Folic acid",0,mcg,
"Vitamin C [Ascorbic acid]",3.2,mg,4 %
"Vitamin D",0,mcg,0 %
"Vitamin E (alpha-tocopherol)",0.05,mg,0 %
"Vitamin E, added",0,mg,
"Tocopherol, alpha",0.05,mg,
"Tocopherol, beta",0.01,mg,
"Tocopherol, delta",0,mg,
"Tocopherol, gamma",0.03,mg,
"Tocotrienol, alpha",0.04,mg,
"Tocotrienol, beta",0,mg,
"Tocotrienol, delta",0,mg,
"Tocotrienol, gamma",0,mg,
"Vitamin K",14.6,mcg,12 %
"Vitamin K1 [Phylloquinone]",14.5,mcg,
"Dihydrophylloquinone",0,mcg,
"Betaine",0.1,mg,
"Biotin [Vitamin B7]",0,mcg,0 %
"Choline",7.4,mg,1 %
"Calcium",20.21,mg,2 %
"Copper",0.05,mg,6 %
"Fluoride",1.1,mcg,
"Iodine",0,mcg,0 %
"Iron",0.45,mg,2 %
"Magnesium",14.25,mg,3 %
"Manganese",0.242,mg,11 %
"Phosphorus",30.4,mg,2 %
"Potassium",151.05,mg,3 %
"Selenium",0.84,mcg,2 %
"Sodium",720.83,mg,31 %
"Zinc",0.22,mg,2 %
"Protein",1.15,g,2 %
"Alanine",0.045,g,
"Arginine",0.071,g,
"Aspartic acid",0.086,g,
"Cystine",0.01,g,
"Cysteine",0,g,
"Glutamic acid",0.285,g,
"Glycine",0.044,g,
"Histidine",0.021,g,2 %
"Hydroxyproline",0,g,
"Isoleucine",0.042,g,3 %
"Leucine",0.061,g,2 %
"Lysine",0.06,g,2 %
"Methionine",0.013,g,
"Phenylalanine",0.042,g,
"Proline",0.046,g,
"Serine",0.041,g,
"Threonine",0.037,g,2 %
"Tryptophan",0.013,g,3 %
"Tyrosine",0.026,g,
"Valine",0.047,g,2 %
"Phenylalanine + Tyrosine",0.068,g,3 %
"Methionine + Cysteine",0.013,g,1 %
"Carbohydrate",7.44,g,3 %
"Fiber",0.57,g,2 %
"Starch",0.73,g,
"Sugars",1.55,g,
"Fructose",0.76,g,
"Galactose",0,g,
"Glucose",0.67,g,
"Lactose",0,g,
"Maltose",0.01,g,
"Sucrose",0.03,g,
"Net carbs",6.87,g,
"Fat",1.252,g,2 %
"Saturated fatty acids",0.202,g,1 %
"Butanoic acid",0,g,
"Decanoic acid",0,g,
"Docosanoic acid",0,g,
"Dodecanoic acid",0,g,
"Eicosanoic acid",0,g,
"Heptadecanoic acid",0,g,
"Hexadecanoic acid",0.125,g,
"Hexanoic acid",0,g,
"Octadecanoic acid",0.058,g,
"Octanoic acid",0,g,
"Pentadecanoic acid",0,g,
"Tetracosanoic acid",0,g,
"Tetradecanoic acid",0.004,g,
"Monounsaturated fatty acids",0.453,g,
"Docosenoic acid",0,g,
"Eicosenoic acid",0.002,g,
"Heptadecenoic acid",0,g,
"Hexadecenoic acid",0.002,g,
"Octadecenoic acid",0.446,g,
"Pentadecenoic acid",0,g,
"Tetradecenoic acid",0,g,
"Polyunsaturated fatty acids",0.508,g,
"Cis,cis-eicosadienoic n-6 acid",0,g,
"Docosahexaenoic n-3 acid (DHA)",0,g,
"Docosapentaenoic n-3 acid (DPA)",0,g,
"Eicosadienoic acid",0,g,
"Eicosapentaenoic n-3 acid (EPA)",0,g,
"Eicosatetraenoic acid",0,g,
"Octadecadienoic acid",0.49,g,
"Octadecatetraenoic acid",0,g,
"Octadecatrienoic acid",0.007,g,
"Fatty acids, total trans",0,g,
"Cholesterol",0,mg,0 %
"Phytosterols",21.98,mg,
"Alcohol, ethyl",0,g,
"Ash",0.33,g,
"Caffeine",0,mg,
"Theobromine",0,mg,
"Water",207.8,g,
