Nutrient,Amount,Unit,DV
Calories,1038,,
"Vitamin A, RAE",0,mcg,0 %
"Carotene, alpha",0,mcg,
"Carotene, beta",6.72,mcg,
"Retinol",0,mcg,
"Thiamin [Vitamin B1]",0.327,mg,27 %
"Riboflavin [Vitamin B2]",1.215,mg,93 %
"Niacin [Vitamin B3]",5.943,mg,37 %
"Pantothenic acid [Vitamin B5]",0.534,mg,11 %
"Vitamin B6",0.195,mg,11 %
"Vitamin B12 [Cobalamin]",0,mcg,0 %
"Folate, DFE [Vitamin B9]",82.32,mcg,21 %
"Vitamin C [Ascorbic acid]",0,mg,0 %
"Vitamin D",0,mcg,0 %
"Vitamin E (alpha-tocopherol)",39.96,mg,266 %
"Tocopherol, alpha",39.96,mg,
"Vitamin K",0,mcg,0 %
"Betaine",0,mg,
"Biotin [Vitamin B7]",0,mcg,0 %
"Choline",87.6,mg,16 %
"Calcium",404.13,mg,31 %
"Copper",1.68,mg,187 %
"Fluoride",0,mcg,
"Iodine",0,mcg,0 %
"Iron",5.55,mg,31 %
"Magnesium",453.24,mg,108 %
"Manganese",3.12,mg,136 %
"Phosphorus",808.98,mg,65 %
"Potassium",1129.32,mg,24 %
"Selenium",5.4,mcg,10 %
"Sodium",34.47,mg,1 %
"Zinc",5.07,mg,46 %
"Protein",36,g,72 %
"Alanine",1.692,g,
"Arginine",4.176,g,
"Aspartic acid",4.62,g,
"Cystine",0.48,g,
"Cysteine",0.48,g,
"Glutamic acid",8.748,g,
"Glycine",2.484,g,
"Histidine",0.996,g,87 %
"Hydroxyproline",0,g,
"Isoleucine",1.164,g,75 %
"Leucine",2.484,g,72 %
"Lysine",1.02,g,33 %
"Methionine",0.324,g,
"Phenylalanine",1.944,g,
"Proline",1.644,g,
"Serine",1.704,g,
"Threonine",1.14,g,70 %
"Tryptophan",0.324,g,79 %
"Tyrosine",0.9,g,
"Valine",0.156,g,8 %
"Phenylalanine + Tyrosine",2.844,g,106 %
"Methionine + Cysteine",1.284,g,83 %
"Carbohydrate",183.21,g,67 %
"Fiber",16.68,g,60 %
"Sugars",9.69,g,
"Net carbs",166.53,g,
"Fat",88.245,g,113 %
"Saturated fatty acids",6.639,g,33 %
"Monounsaturated fatty acids",56.139,g,
"Polyunsaturated fatty acids",20.784,g,
"Docosahexaenoic n-3 acid (DHA)",0,g,
"Docosapentaenoic n-3 acid (DPA)",0,g,
"Eicosapentaenoic n-3 acid (EPA)",0,g,
"Fatty acids, total trans",0,g,
"Cholesterol",0,mg,0 %
"Alcohol, ethyl",5.1,g,
"Caffeine",0,mg,
"Theobromine",0,mg,
"Water",75.44,g,
