Nutrient,Amount,Unit,DV
Calories,276,,
"Vitamin A, RAE",118.04,mcg,13 %
"Carotene, alpha",45.41,mcg,
"Carotene, beta",1385.04,mcg,
"Cryptoxanthin, beta",2.37,mcg,
"Lutein + zeaxanthin",2541.86,mcg,
"Lycopene",0.08,mcg,
"Retinol",0,mcg,
"Thiamin [Vitamin B1]",0.225,mg,19 %
"Riboflavin [Vitamin B2]",0.376,mg,29 %
"Niacin [Vitamin B3]",8.517,mg,53 %
"Pantothenic acid [Vitamin B5]",1.446,mg,29 %
"Vitamin B6",1.115,mg,66 %
"Vitamin B12 [Cobalamin]",1.06,mcg,44 %
"Vitamin B12, added",0,mcg,
"Folate, DFE [Vitamin B9]",169.52,mcg,42 %
"Folate, food",169.32,mcg,
"Folic acid",0,mcg,
"Vitamin C [Ascorbic acid]",129.9,mg,144 %
"Vitamin D",0,mcg,0 %
"Vitamin D3",0,mcg,
"Vitamin E (alpha-tocopherol)",3.5,mg,23 %
"Vitamin E, added",0,mg,
"Tocopherol, alpha",3.5,mg,
"Tocopherol, beta",0,mg,
"Tocopherol, delta",0,mg,
"Tocopherol, gamma",0.65,mg,
"Tocotrienol, alpha",0,mg,
"Tocotrienol, beta",0.01,mg,
"Tocotrienol, delta",0,mg,
"Tocotrienol, gamma",0,mg,
"Vitamin K",187.6,mcg,156 %
"Vitamin K1 [Phylloquinone]",185.9,mcg,
"Dihydrophylloquinone",0,mcg,
"Betaine",17.4,mg,
"Biotin [Vitamin B7]",0,mcg,0 %
"Choline",142.8,mg,26 %
"Calcium",180.69,mg,14 %
"Copper",0.23,mg,26 %
"Fluoride",0.1,mcg,
"Iodine",0,mcg,0 %
"Iron",4.02,mg,22 %
"Magnesium",76.41,mg,18 %
"Manganese",1.005,mg,44 %
"Phosphorus",376.04,mg,30 %
"Potassium",969.28,mg,21 %
"Selenium",42.69,mcg,78 %
"Sodium",1233.06,mg,54 %
"Zinc",5.77,mg,52 %
"Protein",32.64,g,65 %
"Alanine",1.846,g,
"Arginine",2.061,g,
"Aspartic acid",2.861,g,
"Cystine",0.377,g,
"Cysteine",0,g,
"Glutamic acid",4.814,g,
"Glycine",1.785,g,
"Histidine",0.937,g,82 %
"Hydroxyproline",0.264,g,
"Isoleucine",1.431,g,92 %
"Leucine",2.361,g,69 %
"Lysine",2.491,g,80 %
"Methionine",0.743,g,
"Phenylalanine",1.223,g,
"Proline",1.515,g,
"Serine",1.261,g,
"Threonine",1.245,g,76 %
"Tryptophan",0.236,g,58 %
"Tyrosine",0.963,g,
"Valine",1.59,g,81 %
"Phenylalanine + Tyrosine",2.186,g,81 %
"Methionine + Cysteine",0.743,g,48 %
"Carbohydrate",18.16,g,7 %
"Fiber",7.24,g,26 %
"Sugars",3.18,g,
"Fructose",1.89,g,
"Galactose",0.01,g,
"Glucose",1.71,g,
"Lactose",0,g,
"Maltose",0,g,
"Sucrose",0.02,g,
"Net carbs",10.92,g,
"0.02 g",,undefined,0.00
"Fat",8.737,g,11 %
"Saturated fatty acids",2.158,g,11 %
"Butanoic acid",0,g,
"Decanoic acid",0.005,g,
"Docosanoic acid",0,g,
"Dodecanoic acid",0,g,
"Eicosanoic acid",0,g,
"Heptadecanoic acid",0,g,
"Hexadecanoic acid",1.113,g,
"Hexanoic acid",0,g,
"Octadecanoic acid",0.575,g,
"Octanoic acid",0,g,
"Pentadecanoic acid",0,g,
"Tetracosanoic acid",0,g,
"Tetradecanoic acid",0.101,g,
"Tridecanoic acid",0,g,
"Monounsaturated fatty acids",4.078,g,
"Cis-octadecenoic acid",0.004,g,
"Docosenoic acid",0,g,
"Eicosenoic acid",0.005,g,
"Heptadecenoic acid",0,g,
"Hexadecenoic acid",0.126,g,
"Octadecenoic acid",2.121,g,
"Pentadecenoic acid",0,g,
"Tetracosenoic cis acid",0,g,
"Tetradecenoic acid",0,g,
"Trans-octadecenoic acid",0,g,
"Polyunsaturated fatty acids",1.417,g,
"α-linolenic acid n-3 (ALA)",0,g,
"γ-linolenic acid n-6 (GLA)",0,g,
"Cis,cis-eicosadienoic n-6 acid",0,g,
"Docosahexaenoic n-3 acid (DHA)",0.001,g,
"Docosapentaenoic n-3 acid (DPA)",0.012,g,
"Eicosadienoic acid",0.001,g,
"Eicosapentaenoic n-3 acid (EPA)",0.002,g,
"Eicosatetraenoic acid",0.025,g,
"Octadecadienoic acid",0.84,g,
"Octadecatetraenoic acid",0,g,
"Octadecatrienoic acid",0.254,g,
"Fatty acids, total trans",0,g,
"Fatty acids, total trans-monoenoic",0,g,
"Cholesterol",66.67,mg,22 %
"Phytosterols",13.62,mg,
"Alcohol, ethyl",0,g,
"Ash",4.25,g,
"Caffeine",0,mg,
"Theobromine",0,mg,
"Water",426.29,g,
