Nutrient,Amount,Unit,DV
Calories,105,,
"Vitamin A, RAE",4.6,mcg,1 %
"Carotene, alpha",1.5,mcg,
"Carotene, beta",60,mcg,
"Cryptoxanthin, beta",0,mcg,
"Lutein + zeaxanthin",108,mcg,
"Lycopene",0,mcg,
"Retinol",0,mcg,
"Thiamin [Vitamin B1]",0.105,mg,9 %
"Riboflavin [Vitamin B2]",0.106,mg,8 %
"Niacin [Vitamin B3]",0.289,mg,2 %
"Pantothenic acid [Vitamin B5]",0.081,mg,2 %
"Vitamin B6",0.131,mg,8 %
"Vitamin B12 [Cobalamin]",0,mcg,0 %
"Vitamin B12, added",0,mcg,
"Folate, DFE [Vitamin B9]",3.5,mcg,1 %
"Folate, food",3,mcg,
"Folic acid",0,mcg,
"Vitamin C [Ascorbic acid]",6.3,mg,7 %
"Vitamin D",0,mcg,0 %
"Vitamin E (alpha-tocopherol)",0.29,mg,2 %
"Vitamin E, added",0,mg,
"Tocopherol, alpha",0.29,mg,
"Tocopherol, beta",0,mg,
"Tocopherol, delta",0,mg,
"Tocopherol, gamma",0.11,mg,
"Tocotrienol, alpha",0,mg,
"Tocotrienol, beta",0,mg,
"Tocotrienol, delta",0,mg,
"Tocotrienol, gamma",0,mg,
"Vitamin K",21.9,mcg,18 %
"Vitamin K1 [Phylloquinone]",21.9,mcg,
"Dihydrophylloquinone",0,mcg,
"Betaine",0.1,mg,
"Biotin [Vitamin B7]",0,mcg,0 %
"Choline",8.7,mg,2 %
"Calcium",15.73,mg,1 %
"Copper",0.19,mg,21 %
"Fluoride",11.7,mcg,
"Iodine",0,mcg,0 %
"Iron",0.54,mg,3 %
"Magnesium",10.9,mg,3 %
"Manganese",0.107,mg,5 %
"Phosphorus",30.7,mg,2 %
"Potassium",292.36,mg,6 %
"Selenium",0.15,mcg,0 %
"Sodium",49.93,mg,2 %
"Zinc",0.11,mg,1 %
"Protein",1.1,g,2 %
"Alanine",0.034,g,
"Arginine",0.196,g,
"Aspartic acid",0.063,g,
"Cystine",0.015,g,
"Cysteine",0,g,
"Glutamic acid",0.124,g,
"Glycine",0.025,g,
"Histidine",0.033,g,3 %
"Hydroxyproline",0,g,
"Isoleucine",0.017,g,1 %
"Leucine",0.034,g,1 %
"Lysine",0.042,g,1 %
"Methionine",0.013,g,
"Phenylalanine",0.03,g,
"Proline",0.121,g,
"Serine",0.035,g,
"Threonine",0.033,g,2 %
"Tryptophan",0.017,g,4 %
"Tyrosine",0.015,g,
"Valine",0.034,g,2 %
"Phenylalanine + Tyrosine",0.045,g,2 %
"Methionine + Cysteine",0.028,g,2 %
"Carbohydrate",27.57,g,10 %
"Fiber",1.37,g,5 %
"Starch",0,g,
"Sugars",23.3,g,
"Fructose",12.2,g,
"Galactose",0,g,
"Glucose",10.8,g,
"Lactose",0,g,
"Maltose",0,g,
"Sucrose",0.23,g,
"Net carbs",26.2,g,
"Fat",0.244,g,0 %
"Saturated fatty acids",0.081,g,0 %
"Butanoic acid",0,g,
"Decanoic acid",0,g,
"Dodecanoic acid",0,g,
"Hexadecanoic acid",0.069,g,
"Hexanoic acid",0,g,
"Octadecanoic acid",0.009,g,
"Octanoic acid",0,g,
"Tetradecanoic acid",0.002,g,
"Monounsaturated fatty acids",0.011,g,
"Docosenoic acid",0,g,
"Eicosenoic acid",0,g,
"Hexadecenoic acid",0,g,
"Octadecenoic acid",0.011,g,
"Polyunsaturated fatty acids",0.073,g,
"Docosahexaenoic n-3 acid (DHA)",0,g,
"Docosapentaenoic n-3 acid (DPA)",0,g,
"Eicosapentaenoic n-3 acid (EPA)",0,g,
"Eicosatetraenoic acid",0,g,
"Octadecadienoic acid",0.056,g,
"Octadecatetraenoic acid",0,g,
"Octadecatrienoic acid",0.017,g,
"Fatty acids, total trans",0,g,
"Cholesterol",0,mg,0 %
"Phytosterols",6,mg,
"Alcohol, ethyl",0,g,
"Ash",0.72,g,
"Caffeine",0,mg,
"Theobromine",0,mg,
"Water",125.35,g,
