Nutrient,Amount,Unit,DV
Calories,310,,
"Vitamin A, RAE",564.36,mcg,63 %
"Carotene, alpha",9.27,mcg,
"Carotene, beta",6420.59,mcg,
"Cryptoxanthin, beta",25.7,mcg,
"Lutein + zeaxanthin",11502.45,mcg,
"Lycopene",1.65,mcg,
"Retinol",28.35,mcg,
"Thiamin [Vitamin B1]",0.271,mg,23 %
"Riboflavin [Vitamin B2]",0.658,mg,51 %
"Niacin [Vitamin B3]",5.916,mg,37 %
"Pantothenic acid [Vitamin B5]",1.368,mg,27 %
"Vitamin B6",0.833,mg,49 %
"Vitamin B12 [Cobalamin]",0.89,mcg,37 %
"Vitamin B12, added",0,mcg,
"Folate, DFE [Vitamin B9]",154.26,mcg,39 %
"Folate, food",154.92,mcg,
"Folic acid",0,mcg,
"Vitamin C [Ascorbic acid]",11.5,mg,13 %
"Vitamin D",0.09,mcg,0 %
"Vitamin D3",0.09,mcg,
"Vitamin E (alpha-tocopherol)",3.01,mg,20 %
"Vitamin E, added",0,mg,
"Tocopherol, alpha",3.01,mg,
"Tocopherol, beta",0.01,mg,
"Tocopherol, delta",0.03,mg,
"Tocopherol, gamma",0.28,mg,
"Tocotrienol, alpha",0.06,mg,
"Tocotrienol, beta",0,mg,
"Tocotrienol, delta",0,mg,
"Tocotrienol, gamma",0,mg,
"Vitamin K",359.1,mcg,299 %
"Vitamin K1 [Phylloquinone]",359.1,mcg,
"Vitamin K2 [Menaquinone]",0,mcg,
"Dihydrophylloquinone",0,mcg,
"Betaine",113.7,mg,
"Choline",85.7,mg,16 %
"Calcium",271.36,mg,21 %
"Copper",0.27,mg,30 %
"Fluoride",0.3,mcg,
"Iron",3.43,mg,19 %
"Magnesium",111.44,mg,27 %
"Manganese",0.777,mg,34 %
"Phosphorus",324.25,mg,26 %
"Potassium",1020.58,mg,22 %
"Selenium",19.14,mcg,35 %
"Sodium",999.4,mg,43 %
"Zinc",2.87,mg,26 %
"Protein",23.78,g,48 %
"Alanine",1.265,g,
"Arginine",1.691,g,
"Aspartic acid",2.115,g,
"Cystine",0.224,g,
"Glutamic acid",3.56,g,
"Glycine",1.008,g,
"Histidine",0.627,g,55 %
"Hydroxyproline",0.085,g,
"Isoleucine",1.034,g,67 %
"Leucine",1.766,g,51 %
"Lysine",1.91,g,62 %
"Methionine",0.54,g,
"Phenylalanine",0.987,g,
"Proline",1.139,g,
"Serine",1.101,g,
"Threonine",1.019,g,62 %
"Tryptophan",0.277,g,68 %
"Tyrosine",0.912,g,
"Valine",1.178,g,60 %
"Phenylalanine + Tyrosine",1.899,g,70 %
"Methionine + Cysteine",0.54,g,35 %
"Carbohydrate",16.03,g,6 %
"Fiber",4.14,g,15 %
"Starch",0,g,
"Sugars",3.47,g,
"Fructose",0.63,g,
"Galactose",0.01,g,
"Glucose",0.88,g,
"Lactose",0,g,
"Maltose",0,g,
"Sucrose",0.6,g,
"Net carbs",11.89,g,
"0.09 g",1.20 g,undefined,14.12
"Fat",18.061,g,23 %
"Saturated fatty acids",5.939,g,30 %
"Butanoic acid",0.162,g,
"Decanoic acid",0.413,g,
"Docosanoic acid",0.002,g,
"Dodecanoic acid",0.242,g,
"Eicosanoic acid",0.006,g,
"Heptadecanoic acid",0.006,g,
"Hexadecanoic acid",2.781,g,
"Hexanoic acid",0.12,g,
"Octadecanoic acid",0.737,g,
"Octanoic acid",0.114,g,
"Pentadecanoic acid",0,g,
"Tetracosanoic acid",0,g,
"Tetradecanoic acid",0.619,g,
"Tridecanoic acid",0,g,
"Monounsaturated fatty acids",8.022,g,
"Cis-hexadecenoic acid",0,g,
"Cis-octadecenoic acid",2.723,g,
"Docosenoic acid",0,g,
"Docosenoic cis acid",0,g,
"Docosenoic trans acid",0,g,
"Eicosenoic acid",0.023,g,
"Heptadecenoic acid",0,g,
"Hexadecenoic acid",0.574,g,
"Octadecenoic acid",3.672,g,
"Pentadecenoic acid",0,g,
"Tetracosenoic cis acid",0,g,
"Tetradecenoic acid",0.015,g,
"Trans-hexadecenoic acid",0,g,
"Trans-octadecenoic acid",0.038,g,
"Polyunsaturated fatty acids",2.17,g,
"α-linolenic acid n-3 (ALA)",0.05,g,
"γ-linolenic acid n-6 (GLA)",0.01,g,
"Cis,cis-eicosadienoic n-6 acid",0.01,g,
"Linoleic acid n-6 (LA)",1.18,g,
"Docosahexaenoic n-3 acid (DHA)",0.021,g,
"Docosapentaenoic n-3 acid (DPA)",0.007,g,
"Docosatetraenoic acid",0,g,
"Eicosadienoic acid",0,g,
"Eicosadienoic n-3 acid",0,g,
"Eicosadienoic n-6 acid",0,g,
"Eicosapentaenoic n-3 acid (EPA)",0.007,g,
"Eicosatetraenoic acid",0.068,g,
"Octadecadienoic CLAs acid",0,g,
"Octadecadienoic acid",1.311,g,
"Octadecatetraenoic acid",0,g,
"Octadecatrienoic acid",0.204,g,
"Trans,trans-octadecadienoic acid",0.02,g,
"Trans-octadecadienoic acid",0,g,
"Trans-octadecatrienoic acid",0,g,
"Fatty acids, total trans",0.059,g,
"Fatty acids, total trans-monoenoic",0.038,g,
"Fatty acids, total trans-polyenoic",0.02,g,
"Cholesterol",98.21,mg,33 %
"Phytosterols",6.05,mg,
"Alcohol, ethyl",0,g,
"Ash",5.05,g,
"Caffeine",0,mg,
"Theobromine",0,mg,
"Water",273.36,g,
