Nutrient,Amount,Unit,DV
Calories,230,,
"Vitamin A, RAE",27.9,mcg,3 %
"Carotene, alpha",1.05,mcg,
"Carotene, beta",11.7,mcg,
"Cryptoxanthin, beta",0,mcg,
"Lutein + zeaxanthin",0,mcg,
"Lycopene",0,mcg,
"Retinol",27,mcg,
"Thiamin [Vitamin B1]",0.089,mg,7 %
"Riboflavin [Vitamin B2]",0.07,mg,5 %
"Niacin [Vitamin B3]",0.502,mg,3 %
"Pantothenic acid [Vitamin B5]",0.152,mg,3 %
"Vitamin B6",0.046,mg,3 %
"Vitamin B12 [Cobalamin]",0.03,mcg,1 %
"Vitamin B12, added",0,mcg,
"Folate, DFE [Vitamin B9]",8.9,mcg,2 %
"Folate, food",0,mcg,
"Folic acid",0,mcg,
"Vitamin C [Ascorbic acid]",0.6,mg,1 %
"Vitamin D",0.3,mcg,2 %
"Vitamin E (alpha-tocopherol)",1.08,mg,7 %
"Vitamin E, added",0,mg,
"Tocopherol, alpha",1.08,mg,
"Vitamin K",1.9,mcg,2 %
"Vitamin K1 [Phylloquinone]",0,mcg,
"Betaine",0,mg,
"Biotin [Vitamin B7]",0,mcg,0 %
"Choline",3.4,mg,1 %
"Calcium",138.81,mg,11 %
"Copper",0.59,mg,66 %
"Fluoride",0,mcg,
"Iodine",0,mcg,0 %
"Iron",3.44,mg,19 %
"Magnesium",106.45,mg,25 %
"Manganese",1.093,mg,48 %
"Phosphorus",247.53,mg,20 %
"Potassium",471.27,mg,10 %
"Selenium",5.4,mcg,10 %
"Sodium",418.52,mg,18 %
"Zinc",1.4,mg,13 %
"Protein",4.45,g,9 %
"Alanine",0.232,g,
"Arginine",0.304,g,
"Aspartic acid",0.474,g,
"Cystine",0.08,g,
"Cysteine",0.08,g,
"Glutamic acid",0.866,g,
"Glycine",0.227,g,
"Histidine",0.098,g,9 %
"Hydroxyproline",0,g,
"Isoleucine",0.188,g,12 %
"Leucine",0.319,g,9 %
"Lysine",0.221,g,7 %
"Methionine",0.063,g,
"Phenylalanine",0.238,g,
"Proline",0.227,g,
"Serine",0.208,g,
"Threonine",0.177,g,11 %
"Tryptophan",0.068,g,17 %
"Tyrosine",0.168,g,
"Valine",0.277,g,14 %
"Phenylalanine + Tyrosine",0.406,g,15 %
"Methionine + Cysteine",0.223,g,14 %
"Carbohydrate",42.7,g,16 %
"Fiber",6.56,g,23 %
"Sugars",25.7,g,
"Fructose",0,g,
"Galactose",0,g,
"Glucose",0,g,
"Lactose",0,g,
"Maltose",0,g,
"Sucrose",11.98,g,
"Net carbs",36.14,g,
"Fat",7.19,g,9 %
"Saturated fatty acids",3.742,g,19 %
"Butanoic acid",0,g,
"Decanoic acid",0,g,
"Dodecanoic acid",0,g,
"Hexadecanoic acid",0,g,
"Hexanoic acid",0,g,
"Octadecanoic acid",0,g,
"Octanoic acid",0,g,
"Tetradecanoic acid",0,g,
"Monounsaturated fatty acids",2.291,g,
"Docosenoic acid",0,g,
"Eicosenoic acid",0,g,
"Hexadecenoic acid",0,g,
"Octadecenoic acid",0,g,
"Polyunsaturated fatty acids",0.55,g,
"Docosahexaenoic n-3 acid (DHA)",0,g,
"Docosapentaenoic n-3 acid (DPA)",0,g,
"Eicosapentaenoic n-3 acid (EPA)",0,g,
"Eicosatetraenoic acid",0,g,
"Octadecadienoic acid",0,g,
"Octadecatetraenoic acid",0,g,
"Octadecatrienoic acid",0,g,
"Fatty acids, total trans",0.017,g,
"Cholesterol",1.2,mg,0 %
"Alcohol, ethyl",0.8,g,
"Ash",0,g,
"Caffeine",29.45,mg,
"Theobromine",279.65,mg,
"Water",84.79,g,
