Nutrient,Amount,Unit,DV
Calories,73,,
"Vitamin A, RAE",147.62,mcg,16 %
"Carotene, alpha",0.03,mcg,
"Carotene, beta",1596.22,mcg,
"Cryptoxanthin, beta",0.06,mcg,
"Lutein + zeaxanthin",2870.24,mcg,
"Lycopene",0.05,mcg,
"Retinol",14.66,mcg,
"Thiamin [Vitamin B1]",0.03,mg,2 %
"Riboflavin [Vitamin B2]",0.141,mg,11 %
"Niacin [Vitamin B3]",0.182,mg,1 %
"Pantothenic acid [Vitamin B5]",0.057,mg,1 %
"Vitamin B6",0.069,mg,4 %
"Vitamin B12 [Cobalamin]",0.25,mcg,10 %
"Vitamin B12, added",0,mcg,
"Folate, DFE [Vitamin B9]",36.48,mcg,9 %
"Folate, food",36.48,mcg,
"Folic acid",0,mcg,
"Vitamin C [Ascorbic acid]",4.2,mg,5 %
"Vitamin D",0.02,mcg,0 %
"Vitamin D3",0.02,mcg,
"Vitamin E (alpha-tocopherol)",0.69,mg,5 %
"Vitamin E, added",0,mg,
"Tocopherol, alpha",0.69,mg,
"Tocopherol, beta",0,mg,
"Tocopherol, delta",0,mg,
"Tocopherol, gamma",0.05,mg,
"Tocotrienol, alpha",0,mg,
"Tocotrienol, beta",0,mg,
"Tocotrienol, delta",0,mg,
"Tocotrienol, gamma",0,mg,
"Vitamin K",85.1,mcg,71 %
"Vitamin K1 [Phylloquinone]",84.9,mcg,
"Vitamin K2 [Menaquinone]",0.2,mcg,
"Dihydrophylloquinone",0,mcg,
"Betaine",26.6,mg,
"Choline",9.8,mg,2 %
"Calcium",142.57,mg,11 %
"Copper",0.03,mg,3 %
"Fluoride",0.1,mcg,
"Iron",0.8,mg,4 %
"Magnesium",22.25,mg,5 %
"Manganese",0.197,mg,9 %
"Phosphorus",77.32,mg,6 %
"Potassium",129.6,mg,3 %
"Selenium",5.42,mcg,10 %
"Sodium",417.52,mg,18 %
"Zinc",0.48,mg,4 %
"Protein",8.7,g,17 %
"Alanine",0.098,g,
"Arginine",0.185,g,
"Aspartic acid",0.217,g,
"Cystine",0.016,g,
"Glutamic acid",0.448,g,
"Glycine",0.081,g,
"Histidine",0.051,g,4 %
"Hydroxyproline",0,g,
"Isoleucine",0.102,g,7 %
"Leucine",0.186,g,5 %
"Lysine",0.174,g,6 %
"Methionine",0.044,g,
"Phenylalanine",0.121,g,
"Proline",0.202,g,
"Serine",0.119,g,
"Threonine",0.111,g,7 %
"Tryptophan",0.041,g,10 %
"Tyrosine",0.124,g,
"Valine",0.133,g,7 %
"Phenylalanine + Tyrosine",0.245,g,9 %
"Methionine + Cysteine",0.044,g,3 %
"Carbohydrate",5.39,g,2 %
"Fiber",1.31,g,5 %
"Starch",0,g,
"Sugars",1.91,g,
"Fructose",0.04,g,
"Galactose",0.04,g,
"Glucose",0.05,g,
"Lactose",0.08,g,
"Maltose",0,g,
"Sucrose",0.07,g,
"Net carbs",4.08,g,
"0.00 g",0.03 g,undefined,31.00
"Fat",1.8,g,2 %
"Saturated fatty acids",0.991,g,5 %
"Butanoic acid",0.022,g,
"Decanoic acid",0.032,g,
"Docosanoic acid",0,g,
"Dodecanoic acid",0.034,g,
"Eicosanoic acid",0.002,g,
"Heptadecanoic acid",0.007,g,
"Hexadecanoic acid",0.316,g,
"Hexanoic acid",0.019,g,
"Octadecanoic acid",0.123,g,
"Octanoic acid",0.013,g,
"Pentadecanoic acid",0.011,g,
"Tetracosanoic acid",0,g,
"Tetradecanoic acid",0.108,g,
"Tridecanoic acid",0,g,
"Monounsaturated fatty acids",0.303,g,
"Cis-hexadecenoic acid",0.014,g,
"Cis-octadecenoic acid",0.23,g,
"Docosenoic acid",0,g,
"Docosenoic cis acid",0,g,
"Docosenoic trans acid",0,g,
"Eicosenoic acid",0.002,g,
"Heptadecenoic acid",0.002,g,
"Hexadecenoic acid",0.017,g,
"Octadecenoic acid",0.271,g,
"Pentadecenoic acid",0,g,
"Tetracosenoic cis acid",0,g,
"Tetradecenoic acid",0.01,g,
"Trans-hexadecenoic acid",0.003,g,
"Trans-octadecenoic acid",0.029,g,
"Polyunsaturated fatty acids",0.075,g,
"α-linolenic acid n-3 (ALA)",0,g,
"γ-linolenic acid n-6 (GLA)",0,g,
"Cis,cis-eicosadienoic n-6 acid",0,g,
"Linoleic acid n-6 (LA)",0.03,g,
"Docosahexaenoic n-3 acid (DHA)",0,g,
"Docosapentaenoic n-3 acid (DPA)",0.001,g,
"Docosatetraenoic acid",0,g,
"Eicosadienoic acid",0.001,g,
"Eicosadienoic n-3 acid",0,g,
"Eicosadienoic n-6 acid",0.001,g,
"Eicosapentaenoic n-3 acid (EPA)",0,g,
"Eicosatetraenoic acid",0.002,g,
"Octadecadienoic CLAs acid",0.006,g,
"Octadecadienoic acid",0.045,g,
"Octadecatetraenoic acid",0,g,
"Octadecatrienoic acid",0.023,g,
"Trans-octadecadienoic acid",0.008,g,
"Trans-octadecatrienoic acid",0,g,
"Fatty acids, total trans",0.04,g,
"Fatty acids, total trans-monoenoic",0.032,g,
"Fatty acids, total trans-polyenoic",0.008,g,
"Cholesterol",5.67,mg,2 %
"Phytosterols",0.44,mg,
"Alcohol, ethyl",0,g,
"Ash",0.86,g,
"Caffeine",0,mg,
"Theobromine",0,mg,
"Water",43.87,g,
