Nutrient,Amount,Unit,DV
Calories,256,,
"Vitamin A, RAE",184.43,mcg,20 %
"Carotene, alpha",38.38,mcg,
"Carotene, beta",1679.86,mcg,
"Cryptoxanthin, beta",401.79,mcg,
"Lutein + zeaxanthin",133.47,mcg,
"Lycopene",9779.92,mcg,
"Retinol",25.91,mcg,
"Thiamin [Vitamin B1]",0.166,mg,14 %
"Riboflavin [Vitamin B2]",0.354,mg,27 %
"Niacin [Vitamin B3]",8.317,mg,52 %
"Pantothenic acid [Vitamin B5]",1.513,mg,30 %
"Vitamin B6",0.772,mg,45 %
"Vitamin B12 [Cobalamin]",1.41,mcg,59 %
"Vitamin B12, added",0,mcg,
"Folate, DFE [Vitamin B9]",50.52,mcg,13 %
"Folate, food",46.28,mcg,
"Folic acid",0,mcg,
"Vitamin C [Ascorbic acid]",101.5,mg,113 %
"Vitamin D",0.47,mcg,2 %
"Vitamin E (alpha-tocopherol)",3.3,mg,22 %
"Vitamin E, added",0,mg,
"Tocopherol, alpha",3.3,mg,
"Tocopherol, beta",0.04,mg,
"Tocopherol, delta",0.03,mg,
"Tocopherol, gamma",0.49,mg,
"Tocotrienol, alpha",0.06,mg,
"Tocotrienol, beta",0,mg,
"Tocotrienol, delta",0,mg,
"Tocotrienol, gamma",0.07,mg,
"Vitamin K",9.9,mcg,8 %
"Vitamin K1 [Phylloquinone]",8.9,mcg,
"Dihydrophylloquinone",0,mcg,
"Betaine",8.6,mg,
"Biotin [Vitamin B7]",0,mcg,0 %
"Choline",83.2,mg,15 %
"Calcium",62.17,mg,5 %
"Copper",0.29,mg,32 %
"Fluoride",0.3,mcg,
"Iodine",0,mcg,0 %
"Iron",3.11,mg,17 %
"Magnesium",56.1,mg,13 %
"Manganese",0.307,mg,13 %
"Phosphorus",293.83,mg,24 %
"Potassium",822.97,mg,18 %
"Selenium",26.83,mcg,49 %
"Sodium",304.43,mg,13 %
"Zinc",3.51,mg,32 %
"Protein",25.03,g,50 %
"Alanine",1.45,g,
"Arginine",1.706,g,
"Aspartic acid",2.613,g,
"Cystine",0.267,g,
"Cysteine",0,g,
"Glutamic acid",4.494,g,
"Glycine",1.276,g,
"Histidine",0.696,g,61 %
"Hydroxyproline",0.236,g,
"Isoleucine",1.045,g,67 %
"Leucine",1.909,g,56 %
"Lysine",2.065,g,67 %
"Methionine",0.666,g,
"Phenylalanine",0.955,g,
"Proline",1.043,g,
"Serine",1.029,g,
"Threonine",1.098,g,67 %
"Tryptophan",0.275,g,67 %
"Tyrosine",0.818,g,
"Valine",1.092,g,56 %
"Phenylalanine + Tyrosine",1.773,g,66 %
"Methionine + Cysteine",0.666,g,43 %
"Carbohydrate",14.5,g,5 %
"Fiber",3.98,g,14 %
"Starch",0.07,g,
"Sugars",8.3,g,
"Fructose",3.68,g,
"Galactose",0,g,
"Glucose",3.38,g,
"Lactose",0,g,
"Maltose",0.1,g,
"Sucrose",0.1,g,
"Net carbs",10.52,g,
"0.17 g",2.61 g,undefined,15.44
"Fat",12.077,g,15 %
"Saturated fatty acids",2.891,g,14 %
"Butanoic acid",0.004,g,
"Decanoic acid",0.005,g,
"Docosanoic acid",0.002,g,
"Dodecanoic acid",0.012,g,
"Eicosanoic acid",0.008,g,
"Heptadecanoic acid",0.024,g,
"Hexadecanoic acid",1.833,g,
"Hexanoic acid",0,g,
"Octadecanoic acid",0.683,g,
"Octanoic acid",0.002,g,
"Pentadecanoic acid",0.012,g,
"Tetracosanoic acid",0.001,g,
"Tetradecanoic acid",0.082,g,
"Tridecanoic acid",0,g,
"Monounsaturated fatty acids",4.655,g,
"Cis-hexadecenoic acid",0.312,g,
"Cis-octadecenoic acid",2.893,g,
"Docosenoic acid",0.077,g,
"Docosenoic cis acid",0.001,g,
"Docosenoic trans acid",0,g,
"Eicosenoic acid",0.055,g,
"Heptadecenoic acid",0.016,g,
"Hexadecenoic acid",0.324,g,
"Octadecenoic acid",3.059,g,
"Pentadecenoic acid",0,g,
"Tetracosenoic cis acid",0.007,g,
"Tetradecenoic acid",0.014,g,
"Trans-hexadecenoic acid",0.007,g,
"Trans-octadecenoic acid",0.087,g,
"Polyunsaturated fatty acids",3.456,g,
"α-linolenic acid n-3 (ALA)",0.14,g,
"γ-linolenic acid n-6 (GLA)",0.01,g,
"Cis,cis-eicosadienoic n-6 acid",0.018,g,
"Linoleic acid n-6 (LA)",2.57,g,
"Docosahexaenoic n-3 acid (DHA)",0.009,g,
"Docosapentaenoic n-3 acid (DPA)",0.012,g,
"Docosatetraenoic acid",0.024,g,
"Eicosadienoic acid",0.013,g,
"Eicosadienoic n-3 acid",0.002,g,
"Eicosadienoic n-6 acid",0.012,g,
"Eicosapentaenoic n-3 acid (EPA)",0.006,g,
"Eicosatetraenoic acid",0.127,g,
"Octadecadienoic CLAs acid",0.015,g,
"Octadecadienoic acid",2.854,g,
"Octadecatetraenoic acid",0.001,g,
"Octadecatrienoic acid",0.224,g,
"Trans-octadecadienoic acid",0.038,g,
"Trans-octadecatrienoic acid",0,g,
"Fatty acids, total trans",0.132,g,
"Fatty acids, total trans-monoenoic",0.093,g,
"Fatty acids, total trans-polyenoic",0.038,g,
"Cholesterol",87.16,mg,29 %
"Phytosterols",1.47,mg,
"Alcohol, ethyl",0,g,
"Ash",2.81,g,
"Caffeine",0,mg,
"Theobromine",0,mg,
"Water",242.19,g,
