Nutrient,Amount,Unit,DV
Calories,499,,
"Vitamin A, RAE",465.31,mcg,52 %
"Carotene, alpha",0.42,mcg,
"Carotene, beta",5322.63,mcg,
"Cryptoxanthin, beta",3.13,mcg,
"Lutein + zeaxanthin",9664.14,mcg,
"Lycopene",1.42,mcg,
"Retinol",21.97,mcg,
"Thiamin [Vitamin B1]",0.474,mg,40 %
"Riboflavin [Vitamin B2]",0.62,mg,48 %
"Niacin [Vitamin B3]",9.214,mg,58 %
"Pantothenic acid [Vitamin B5]",1.965,mg,39 %
"Vitamin B6",0.739,mg,43 %
"Vitamin B12 [Cobalamin]",1.28,mcg,53 %
"Vitamin B12, added",0,mcg,
"Folate, DFE [Vitamin B9]",164.85,mcg,41 %
"Folate, food",165.67,mcg,
"Folic acid",0,mcg,
"Vitamin C [Ascorbic acid]",7.8,mg,9 %
"Vitamin D",0.45,mcg,2 %
"Vitamin D2",0.06,mcg,
"Vitamin D3",0,mcg,
"Vitamin E (alpha-tocopherol)",2.67,mg,18 %
"Vitamin E, added",0,mg,
"Tocopherol, alpha",2.67,mg,
"Tocopherol, beta",0.11,mg,
"Tocopherol, delta",0.02,mg,
"Tocopherol, gamma",1.06,mg,
"Tocotrienol, alpha",0.18,mg,
"Tocotrienol, beta",0,mg,
"Tocotrienol, delta",0,mg,
"Tocotrienol, gamma",0.05,mg,
"Vitamin K",288.7,mcg,241 %
"Vitamin K1 [Phylloquinone]",288.4,mcg,
"Vitamin K2 [Menaquinone]",0,mcg,
"Dihydrophylloquinone",0.3,mcg,
"Betaine",129.8,mg,
"Choline",92.6,mg,17 %
"Calcium",265.43,mg,20 %
"Copper",0.52,mg,58 %
"Fluoride",6.4,mcg,
"Iron",5.16,mg,29 %
"Magnesium",149.79,mg,36 %
"Manganese",2.388,mg,104 %
"Phosphorus",476.54,mg,38 %
"Potassium",820.26,mg,17 %
"Selenium",57.51,mcg,105 %
"Sodium",1290.88,mg,56 %
"Zinc",4.5,mg,41 %
"Protein",40.76,g,82 %
"Alanine",1.671,g,
"Arginine",2.152,g,
"Aspartic acid",2.697,g,
"Cystine",0.354,g,
"Glutamic acid",5.865,g,
"Glycine",1.508,g,
"Histidine",0.82,g,72 %
"Hydroxyproline",0.196,g,
"Isoleucine",1.256,g,81 %
"Leucine",2.32,g,68 %
"Lysine",2.222,g,72 %
"Methionine",0.739,g,
"Phenylalanine",1.315,g,
"Proline",2.119,g,
"Serine",1.338,g,
"Threonine",1.306,g,80 %
"Tryptophan",0.404,g,99 %
"Tyrosine",1.067,g,
"Valine",1.456,g,74 %
"Phenylalanine + Tyrosine",2.382,g,88 %
"Methionine + Cysteine",0.739,g,48 %
"Carbohydrate",48.29,g,18 %
"Fiber",9.73,g,35 %
"Starch",24.55,g,
"Sugars",6.17,g,
"Fructose",0.57,g,
"Galactose",0,g,
"Glucose",1.18,g,
"Lactose",0.29,g,
"Maltose",0,g,
"Sucrose",0.59,g,
"Net carbs",38.56,g,
"0.14 g",2.17 g,undefined,15.00
"Fat",18.195,g,23 %
"Saturated fatty acids",4.911,g,25 %
"Butanoic acid",0.004,g,
"Decanoic acid",0.006,g,
"Docosanoic acid",0.002,g,
"Dodecanoic acid",0.011,g,
"Eicosanoic acid",0.007,g,
"Heptadecanoic acid",0.02,g,
"Hexadecanoic acid",1.72,g,
"Hexanoic acid",0,g,
"Octadecanoic acid",0.587,g,
"Octanoic acid",0.003,g,
"Pentadecanoic acid",0.01,g,
"Tetracosanoic acid",0.001,g,
"Tetradecanoic acid",0.072,g,
"Tridecanoic acid",0,g,
"Monounsaturated fatty acids",6.981,g,
"Cis-hexadecenoic acid",0.26,g,
"Cis-octadecenoic acid",2.397,g,
"Docosenoic acid",0.001,g,
"Docosenoic cis acid",0.001,g,
"Docosenoic trans acid",0,g,
"Eicosenoic acid",0.033,g,
"Heptadecenoic acid",0.014,g,
"Hexadecenoic acid",0.285,g,
"Octadecenoic acid",2.628,g,
"Pentadecenoic acid",0,g,
"Tetracosenoic cis acid",0.006,g,
"Tetradecenoic acid",0.012,g,
"Trans-hexadecenoic acid",0.006,g,
"Trans-octadecenoic acid",0.073,g,
"Polyunsaturated fatty acids",3.772,g,
"α-linolenic acid n-3 (ALA)",0.12,g,
"γ-linolenic acid n-6 (GLA)",0.01,g,
"Cis,cis-eicosadienoic n-6 acid",0.015,g,
"Linoleic acid n-6 (LA)",2.14,g,
"Docosahexaenoic n-3 acid (DHA)",0.008,g,
"Docosapentaenoic n-3 acid (DPA)",0.01,g,
"Docosatetraenoic acid",0.02,g,
"Eicosadienoic acid",0.011,g,
"Eicosadienoic n-3 acid",0.002,g,
"Eicosadienoic n-6 acid",0.01,g,
"Eicosapentaenoic n-3 acid (EPA)",0.005,g,
"Eicosatetraenoic acid",0.106,g,
"Octadecadienoic CLAs acid",0.013,g,
"Octadecadienoic acid",2.771,g,
"Octadecatetraenoic acid",0.001,g,
"Octadecatrienoic acid",0.224,g,
"Trans-octadecadienoic acid",0.031,g,
"Trans-octadecatrienoic acid",0,g,
"Uncosapentaenoic acid",0,g,
"Fatty acids, total trans",0.11,g,
"Fatty acids, total trans-monoenoic",0.078,g,
"Fatty acids, total trans-polyenoic",0.031,g,
"Beta-sitosterol",0,mg,
"Campesterol",0.57,mg,
"Cholesterol",78.12,mg,26 %
"Phytosterols",4.44,mg,
"Stigmasterol",0,mg,
"Alcohol, ethyl",0,g,
"Ash",4.69,g,
"Caffeine",0,mg,
"Theobromine",0,mg,
"Water",250.2,g,
