Nutrient,Amount,Unit,DV
Calories,216,,
"Vitamin A, RAE",1612.15,mcg,179 %
"Carotene, alpha",15.93,mcg,
"Carotene, beta",19299.36,mcg,
"Cryptoxanthin, beta",0,mcg,
"Lutein + zeaxanthin",0,mcg,
"Lycopene",0,mcg,
"Retinol",0,mcg,
"Thiamin [Vitamin B1]",0.207,mg,17 %
"Riboflavin [Vitamin B2]",0.155,mg,12 %
"Niacin [Vitamin B3]",1.313,mg,8 %
"Pantothenic acid [Vitamin B5]",1.845,mg,37 %
"Vitamin B6",0.562,mg,33 %
"Vitamin B12 [Cobalamin]",0,mcg,0 %
"Vitamin B12, added",0,mcg,
"Folate, DFE [Vitamin B9]",34.88,mcg,9 %
"Folate, food",24.95,mcg,
"Folic acid",0,mcg,
"Vitamin C [Ascorbic acid]",7.4,mg,8 %
"Vitamin D",0,mcg,0 %
"Vitamin E (alpha-tocopherol)",0.61,mg,4 %
"Vitamin E, added",0,mg,
"Tocopherol, alpha",0.61,mg,
"Tocopherol, beta",0.02,mg,
"Tocopherol, delta",0,mg,
"Tocopherol, gamma",0,mg,
"Tocotrienol, alpha",0.02,mg,
"Tocotrienol, beta",0,mg,
"Tocotrienol, delta",0,mg,
"Tocotrienol, gamma",0,mg,
"Vitamin K",4.8,mcg,4 %
"Vitamin K1 [Phylloquinone]",4.1,mcg,
"Dihydrophylloquinone",0,mcg,
"Betaine",0.1,mg,
"Biotin [Vitamin B7]",0,mcg,0 %
"Choline",29.8,mg,5 %
"Calcium",111.33,mg,9 %
"Copper",0.39,mg,43 %
"Fluoride",0.1,mcg,
"Iodine",0,mcg,0 %
"Iron",2.35,mg,13 %
"Magnesium",66.36,mg,16 %
"Manganese",0.92,mg,40 %
"Phosphorus",121.63,mg,10 %
"Potassium",831.95,mg,18 %
"Selenium",2.15,mcg,4 %
"Sodium",877.69,mg,38 %
"Zinc",0.88,mg,8 %
"Protein",4.18,g,8 %
"Alanine",0.19,g,
"Arginine",0.217,g,
"Aspartic acid",0.916,g,
"Cystine",0.058,g,
"Cysteine",0,g,
"Glutamic acid",0.457,g,
"Glycine",0.158,g,
"Histidine",0.078,g,7 %
"Hydroxyproline",0,g,
"Isoleucine",0.136,g,9 %
"Leucine",0.228,g,7 %
"Lysine",0.172,g,6 %
"Methionine",0.07,g,
"Phenylalanine",0.217,g,
"Proline",0.159,g,
"Serine",0.213,g,
"Threonine",0.197,g,12 %
"Tryptophan",0.073,g,18 %
"Tyrosine",0.089,g,
"Valine",0.212,g,11 %
"Phenylalanine + Tyrosine",0.306,g,11 %
"Methionine + Cysteine",0.128,g,8 %
"Carbohydrate",50.14,g,18 %
"Fiber",8.41,g,30 %
"Starch",28.69,g,
"Sugars",9.64,g,
"Fructose",1.59,g,
"Galactose",0,g,
"Glucose",2.18,g,
"Lactose",0,g,
"Maltose",0,g,
"Sucrose",5.72,g,
"Net carbs",41.73,g,
"Fat",0.553,g,1 %
"Saturated fatty acids",0.247,g,1 %
"Butanoic acid",0,g,
"Decanoic acid",0,g,
"Docosanoic acid",0,g,
"Dodecanoic acid",0,g,
"Eicosanoic acid",0,g,
"Heptadecanoic acid",0,g,
"Hexadecanoic acid",0.041,g,
"Hexanoic acid",0,g,
"Octadecanoic acid",0.002,g,
"Octanoic acid",0,g,
"Pentadecanoic acid",0,g,
"Tetracosanoic acid",0,g,
"Tetradecanoic acid",0,g,
"Monounsaturated fatty acids",0.088,g,
"Docosenoic acid",0,g,
"Eicosenoic acid",0,g,
"Heptadecenoic acid",0,g,
"Hexadecenoic acid",0,g,
"Octadecenoic acid",0.002,g,
"Pentadecenoic acid",0,g,
"Tetradecenoic acid",0,g,
"Polyunsaturated fatty acids",0.104,g,
"Cis,cis-eicosadienoic n-6 acid",0,g,
"Docosahexaenoic n-3 acid (DHA)",0,g,
"Docosapentaenoic n-3 acid (DPA)",0,g,
"Eicosadienoic acid",0,g,
"Eicosapentaenoic n-3 acid (EPA)",0,g,
"Eicosatetraenoic acid",0,g,
"Octadecadienoic acid",0.029,g,
"Octadecatetraenoic acid",0,g,
"Octadecatrienoic acid",0.002,g,
"Fatty acids, total trans",0,g,
"Cholesterol",0,mg,0 %
"Phytosterols",27.22,mg,
"Alcohol, ethyl",0,g,
"Ash",2.25,g,
"Caffeine",0,mg,
"Theobromine",0,mg,
"Water",175.77,g,
