Nutrient,Amount,Unit,DV
Calories,149,,
"Vitamin A, RAE",181.08,mcg,20 %
"Carotene, alpha",0,mcg,
"Carotene, beta",0,mcg,
"Cryptoxanthin, alpha",13.08,mcg,
"Cryptoxanthin, beta",13.08,mcg,
"Lutein",231.38,mcg,
"Lycopene",0,mcg,
"Retinol",180.07,mcg,
"Zeaxanthin",230.37,mcg,
"cis-Lutein/Zeaxanthin",57.34,mcg,
"cis-Lycopene",0,mcg,
"cis-beta-Carotene",0,mcg,
"trans-Lycopene",0,mcg,
"trans-beta-Carotene",0,mcg,
"Thiamin [Vitamin B1]",0.077,mg,6 %
"Riboflavin [Vitamin B2]",0.422,mg,32 %
"Niacin [Vitamin B3]",0,mg,0 %
"Vitamin B6",0.063,mg,4 %
"Vitamin B12 [Cobalamin]",1.03,mcg,43 %
"Vitamin D",2.47,mcg,12 %
"Vitamin D2",0,mcg,
"Vitamin D3",2.47,mcg,
"Betaine",0.3,mg,
"Choline",337,mg,61 %
"Calcium",48.29,mg,4 %
"Copper",0,mg,0 %
"Iodine",49.39,mcg,33 %
"Iron",1.68,mg,9 %
"Magnesium",11.47,mg,3 %
"Manganese",0,mg,0 %
"Phosphorus",185.1,mg,15 %
"Potassium",132.79,mg,3 %
"Selenium",31.29,mcg,57 %
"Sodium",129.77,mg,6 %
"Zinc",1.25,mg,11 %
"Protein",12.47,g,25 %
"Alanine",0.671,g,
"Arginine",0.792,g,
"Aspartic acid",1.278,g,
"Cysteine",0.39,g,
"Glutamic acid",1.64,g,
"Glycine",0.41,g,
"Histidine",0.285,g,25 %
"Hydroxyproline",0,g,
"Isoleucine",0.62,g,40 %
"Leucine",1.056,g,31 %
"Lysine",0.837,g,27 %
"Methionine",0.421,g,
"Phenylalanine",0.664,g,
"Proline",0.563,g,
"Serine",0.925,g,
"Threonine",0.598,g,37 %
"Tryptophan",0.167,g,41 %
"Tyrosine",0.515,g,
"Valine",0.738,g,38 %
"Phenylalanine + Tyrosine",1.179,g,44 %
"Methionine + Cysteine",0.811,g,52 %
"Carbohydrate",0.97,g,0 %
"Fiber",0,g,0 %
"Starch",0,g,
"Fructose",0,g,
"Glucose",0.2,g,
"Lactose",0,g,
"Maltose",0,g,
"Sucrose",0,g,
"Net carbs",0.97,g,
"",1.50 g,undefined,
"Fat",10.02,g,13 %
"Saturated fatty acids",3.219,g,16 %
"Hexadecanoic acid",2.334,g,
"Octadecanoic acid",0.818,g,
"Tetradecanoic acid",0.032,g,
"Monounsaturated fatty acids",3.652,g,
"Cis-hexadecenoic acid",0.239,g,
"Cis-octadecenoic acid",3.37,g,
"Polyunsaturated fatty acids",1.831,g,
"γ-linolenic acid n-6 (GLA)",0.01,g,
"Linoleic acid n-6 (LA)",1.47,g,
"Eicosadienoic n-6 acid",0.02,g,
"Cholesterol",413.47,mg,138 %
"25-hydroxycholecalciferol",0.56,mcg,
"Ash",0.86,g,
"Choline, free",0.6,mg,
"Choline, from glycerophosphocholine",0.2,mg,
"Choline, from phosphocholine",310.85,mg,
"Choline, from phosphotidyl choline",0.2,mg,
"Choline, from sphingomyelin",25.25,mg,
"Nitrogen",2,g,
"PUFA 18:2 c",1.47,g,
"PUFA 18:3 c",0.01,g,
"PUFA 20:3 c",0.02,g,
"Water",76.25,g,
