Nutrient,Amount,Unit,DV
Calories,234,,
"Vitamin A, RAE",77.59,mcg,9 %
"Carotene, alpha",0.89,mcg,
"Carotene, beta",134.02,mcg,
"Cryptoxanthin, beta",0,mcg,
"Lutein + zeaxanthin",197.39,mcg,
"Lycopene",5066.34,mcg,
"Retinol",66.21,mcg,
"Thiamin [Vitamin B1]",0.212,mg,18 %
"Riboflavin [Vitamin B2]",0.218,mg,17 %
"Niacin [Vitamin B3]",2.288,mg,14 %
"Pantothenic acid [Vitamin B5]",0.585,mg,12 %
"Vitamin B6",0.329,mg,19 %
"Vitamin B12 [Cobalamin]",0.52,mcg,22 %
"Vitamin B12, added",0,mcg,
"Folate, DFE [Vitamin B9]",29.62,mcg,7 %
"Folate, food",23.94,mcg,
"Folic acid",0,mcg,
"Vitamin C [Ascorbic acid]",9.7,mg,11 %
"Vitamin D",0,mcg,0 %
"Vitamin E (alpha-tocopherol)",1.72,mg,11 %
"Vitamin E, added",0,mg,
"Tocopherol, alpha",1.72,mg,
"Tocopherol, beta",0.04,mg,
"Tocopherol, delta",0,mg,
"Tocopherol, gamma",0.36,mg,
"Tocotrienol, alpha",0.06,mg,
"Tocotrienol, beta",0,mg,
"Tocotrienol, delta",0,mg,
"Tocotrienol, gamma",0,mg,
"Vitamin K",22.3,mcg,19 %
"Vitamin K1 [Phylloquinone]",6.1,mcg,
"Vitamin K2 [Menaquinone]",1.8,mcg,
"Dihydrophylloquinone",0,mcg,
"Betaine",13.7,mg,
"Biotin [Vitamin B7]",0,mcg,0 %
"Choline",26.2,mg,5 %
"Calcium",309.04,mg,24 %
"Copper",0.31,mg,34 %
"Fluoride",0,mcg,
"Iodine",0,mcg,0 %
"Iron",3.22,mg,18 %
"Magnesium",66.79,mg,16 %
"Manganese",1.389,mg,60 %
"Phosphorus",302.17,mg,24 %
"Potassium",488.05,mg,10 %
"Selenium",22.82,mcg,41 %
"Sodium",705.54,mg,31 %
"Zinc",2.21,mg,20 %
"Protein",14.56,g,29 %
"Alanine",0.165,g,
"Arginine",0.307,g,
"Aspartic acid",0.443,g,
"Cystine",0.082,g,
"Cysteine",0.01,g,
"Glutamic acid",1.543,g,
"Glycine",0.177,g,
"Histidine",0.105,g,9 %
"Hydroxyproline",0,g,
"Isoleucine",0.145,g,9 %
"Leucine",0.266,g,8 %
"Lysine",0.168,g,5 %
"Methionine",0.063,g,
"Phenylalanine",0.199,g,
"Proline",0.492,g,
"Serine",0.181,g,
"Threonine",0.131,g,8 %
"Tryptophan",0.052,g,13 %
"Tyrosine",0.1,g,
"Valine",0.179,g,9 %
"Phenylalanine + Tyrosine",0.299,g,11 %
"Methionine + Cysteine",0.073,g,5 %
"Carbohydrate",28.56,g,10 %
"Fiber",4.89,g,17 %
"Starch",10.67,g,
"Sugars",6.11,g,
"Fructose",3.03,g,
"Galactose",0.25,g,
"Glucose",2.8,g,
"Lactose",0.19,g,
"Maltose",0,g,
"Sucrose",0.09,g,
"Net carbs",23.67,g,
"0.03 g",0.18 g,undefined,6.85
"Fat",8.031,g,10 %
"Saturated fatty acids",4.108,g,21 %
"Butanoic acid",0.131,g,
"Decanoic acid",0.169,g,
"Docosanoic acid",0.002,g,
"Dodecanoic acid",0.193,g,
"Eicosanoic acid",0.01,g,
"Heptadecanoic acid",0.04,g,
"Hexadecanoic acid",1.918,g,
"Hexanoic acid",0.112,g,
"Octadecanoic acid",0.685,g,
"Octanoic acid",0.069,g,
"Pentadecanoic acid",0.065,g,
"Tetracosanoic acid",0.001,g,
"Tetradecanoic acid",0.627,g,
"11:0",0,g,
"Monounsaturated fatty acids",1.909,g,
"Cis-hexadecenoic acid",0.086,g,
"Cis-octadecenoic acid",1.385,g,
"Docosenoic acid",0,g,
"Docosenoic cis acid",0,g,
"Docosenoic trans acid",0,g,
"Eicosenoic acid",0.015,g,
"Heptadecenoic acid",0.013,g,
"Hexadecenoic acid",0.004,g,
"Octadecenoic acid",0.097,g,
"Pentadecenoic acid",0,g,
"Tetracosenoic cis acid",0,g,
"Tetradecenoic acid",0,g,
"Trans-hexadecenoic acid",0.02,g,
"Trans-octadecenoic acid",0.168,g,
"14:1 c",0.06,g,
"17:1 c",0.01,g,
"20:1 c",0.01,g,
"Polyunsaturated fatty acids",0.653,g,
"α-linolenic acid n-3 (ALA)",0.02,g,
"γ-linolenic acid n-6 (GLA)",0,g,
"Cis,cis-eicosadienoic n-6 acid",0.001,g,
"Linoleic acid n-6 (LA)",0.17,g,
"Docosahexaenoic n-3 acid (DHA)",0,g,
"Docosapentaenoic n-3 acid (DPA)",0.004,g,
"Docosatetraenoic acid",0.001,g,
"Eicosadienoic acid",0,g,
"Eicosadienoic n-3 acid",0,g,
"Eicosadienoic n-6 acid",0.007,g,
"Eicosapentaenoic n-3 acid (EPA)",0.002,g,
"Eicosatetraenoic acid",0.011,g,
"Octadecadienoic CLAs acid",0.034,g,
"Octadecadienoic acid",0.326,g,
"Octadecatetraenoic acid",0,g,
"Octadecatrienoic acid",0.02,g,
"Trans-octadecadienoic acid",0.047,g,
"Trans-octadecatrienoic acid",0.001,g,
"Uncosapentaenoic acid",0,g,
"18:2 c",0.21,g,
"18:3 c",0.02,g,
"20:2 c",0,g,
"20:3 c",0.01,g,
"20:3 n-9",0,g,
"20:4 c",0.01,g,
"20:5 c",0,g,
"22:2",0,g,
"22:5 c",0,g,
"22:6 c",0,g,
"Fatty acids, total trans",0.234,g,
"Fatty acids, total trans-monoenoic",0.188,g,
"Fatty acids, total trans-dienoic",0.05,g,
"Cholesterol",21.74,mg,7 %
"Phytosterols",0,mg,
"Alcohol, ethyl",0,g,
"Ash",3.32,g,
"Caffeine",0,mg,
"Choline, free",0.66,mg,
"Choline, from glycerophosphocholine",0.86,mg,
"Choline, from phosphocholine",0.14,mg,
"Choline, from phosphotidyl choline",1.55,mg,
"Choline, from sphingomyelin",1.19,mg,
"Nitrogen",1.23,g,
"Theobromine",0,mg,
"Water",127.08,g,
