Nutrient,Amount,Unit,DV
Calories,155,,
"Vitamin A, RAE",50.55,mcg,6 %
"Carotene, alpha",0,mcg,
"Carotene, beta",2.09,mcg,
"Cryptoxanthin, beta",0,mcg,
"Lutein + zeaxanthin",0,mcg,
"Lycopene",0,mcg,
"Retinol",50.28,mcg,
"Thiamin [Vitamin B1]",0.112,mg,9 %
"Riboflavin [Vitamin B2]",0.133,mg,10 %
"Niacin [Vitamin B3]",2.979,mg,19 %
"Pantothenic acid [Vitamin B5]",0.357,mg,7 %
"Vitamin B6",0.136,mg,8 %
"Vitamin B12 [Cobalamin]",0,mcg,0 %
"Vitamin B12, added",0,mcg,
"Folate, DFE [Vitamin B9]",35.71,mcg,9 %
"Folate, food",5.4,mcg,
"Folic acid",0,mcg,
"Vitamin C [Ascorbic acid]",0,mg,0 %
"Vitamin D",0.56,mcg,3 %
"Vitamin E (alpha-tocopherol)",1.7,mg,11 %
"Vitamin E, added",0,mg,
"Tocopherol, alpha",1.7,mg,
"Vitamin K",0.2,mcg,0 %
"Vitamin K1 [Phylloquinone]",0,mcg,
"Betaine",0,mg,
"Biotin [Vitamin B7]",0,mcg,0 %
"Choline",4,mg,1 %
"Calcium",202.35,mg,16 %
"Copper",0.57,mg,63 %
"Fluoride",0,mcg,
"Iodine",0,mcg,0 %
"Iron",1.81,mg,10 %
"Magnesium",24.74,mg,6 %
"Manganese",1.141,mg,50 %
"Phosphorus",133.74,mg,11 %
"Potassium",500.68,mg,11 %
"Selenium",2.65,mcg,5 %
"Sodium",178.04,mg,8 %
"Zinc",1.55,mg,14 %
"Protein",13.67,g,27 %
"Alanine",0.619,g,
"Arginine",1.554,g,
"Aspartic acid",1.657,g,
"Cystine",0.167,g,
"Cysteine",0.16,g,
"Glutamic acid",2.763,g,
"Glycine",0.824,g,
"Histidine",0.348,g,30 %
"Hydroxyproline",0,g,
"Isoleucine",0.489,g,32 %
"Leucine",0.915,g,27 %
"Lysine",0.493,g,16 %
"Methionine",0.173,g,
"Phenylalanine",0.694,g,
"Proline",0.632,g,
"Serine",0.688,g,
"Threonine",0.486,g,30 %
"Tryptophan",0.135,g,33 %
"Tyrosine",0.538,g,
"Valine",0.62,g,32 %
"Phenylalanine + Tyrosine",1.232,g,46 %
"Methionine + Cysteine",0.5,g,32 %
"Carbohydrate",24.98,g,9 %
"Fiber",11.32,g,40 %
"Sugars",11.29,g,
"Net carbs",13.66,g,
"Fat",3.458,g,4 %
"Saturated fatty acids",0.451,g,2 %
"Butanoic acid",0,g,
"Decanoic acid",0,g,
"Dodecanoic acid",0,g,
"Hexadecanoic acid",0.013,g,
"Hexanoic acid",0,g,
"Octadecanoic acid",0.003,g,
"Octanoic acid",0,g,
"Tetradecanoic acid",0,g,
"Monounsaturated fatty acids",1.753,g,
"Docosenoic acid",0,g,
"Eicosenoic acid",0,g,
"Hexadecenoic acid",0.001,g,
"Octadecenoic acid",0.036,g,
"Polyunsaturated fatty acids",1.057,g,
"Docosahexaenoic n-3 acid (DHA)",0,g,
"Docosapentaenoic n-3 acid (DPA)",0,g,
"Eicosapentaenoic n-3 acid (EPA)",0,g,
"Eicosatetraenoic acid",0,g,
"Octadecadienoic acid",0.039,g,
"Octadecatetraenoic acid",0,g,
"Octadecatrienoic acid",0.001,g,
"Fatty acids, total trans",0,g,
"Cholesterol",0,mg,0 %
"Alcohol, ethyl",0.8,g,
"Ash",0.42,g,
"Caffeine",0,mg,
"Theobromine",0,mg,
"Water",57.63,g,
