Nutrient,Amount,Unit,DV
Calories,333,,
"Vitamin A, RAE",505.14,mcg,56 %
"Carotene, alpha",2002.21,mcg,
"Carotene, beta",4738.65,mcg,
"Cryptoxanthin, beta",18.91,mcg,
"Lutein + zeaxanthin",214.91,mcg,
"Lycopene",0.71,mcg,
"Retinol",25.91,mcg,
"Thiamin [Vitamin B1]",0.279,mg,23 %
"Riboflavin [Vitamin B2]",0.392,mg,30 %
"Niacin [Vitamin B3]",7.779,mg,49 %
"Pantothenic acid [Vitamin B5]",1.935,mg,39 %
"Vitamin B6",0.875,mg,51 %
"Vitamin B12 [Cobalamin]",1.41,mcg,59 %
"Vitamin B12, added",0,mcg,
"Folate, DFE [Vitamin B9]",128.53,mcg,32 %
"Folate, food",128.43,mcg,
"Folic acid",0,mcg,
"Vitamin C [Ascorbic acid]",91.4,mg,102 %
"Vitamin D",0.47,mcg,2 %
"Vitamin E (alpha-tocopherol)",1.37,mg,9 %
"Vitamin E, added",0,mg,
"Tocopherol, alpha",1.37,mg,
"Tocopherol, beta",0.01,mg,
"Tocopherol, delta",0.02,mg,
"Tocopherol, gamma",0.21,mg,
"Tocotrienol, alpha",0.15,mg,
"Tocotrienol, beta",0.02,mg,
"Tocotrienol, delta",0,mg,
"Tocotrienol, gamma",0.07,mg,
"Vitamin K",190.6,mcg,159 %
"Vitamin K1 [Phylloquinone]",189.6,mcg,
"Dihydrophylloquinone",0,mcg,
"Betaine",15.4,mg,
"Biotin [Vitamin B7]",0,mcg,0 %
"Choline",99.2,mg,18 %
"Calcium",158.27,mg,12 %
"Copper",0.23,mg,26 %
"Fluoride",4.3,mcg,
"Iodine",0,mcg,0 %
"Iron",3.17,mg,18 %
"Magnesium",74,mg,18 %
"Manganese",0.846,mg,37 %
"Phosphorus",344.99,mg,28 %
"Potassium",927.83,mg,20 %
"Selenium",24.23,mcg,44 %
"Sodium",1180,mg,51 %
"Zinc",3.77,mg,34 %
"Protein",27.75,g,56 %
"Alanine",1.643,g,
"Arginine",1.961,g,
"Aspartic acid",2.639,g,
"Cystine",0.31,g,
"Cysteine",0,g,
"Glutamic acid",4.757,g,
"Glycine",1.369,g,
"Histidine",0.761,g,67 %
"Hydroxyproline",0.236,g,
"Isoleucine",1.176,g,76 %
"Leucine",2.086,g,61 %
"Lysine",2.205,g,71 %
"Methionine",0.708,g,
"Phenylalanine",1.033,g,
"Proline",1.233,g,
"Serine",1.176,g,
"Threonine",1.267,g,78 %
"Tryptophan",0.288,g,71 %
"Tyrosine",0.873,g,
"Valine",1.245,g,64 %
"Phenylalanine + Tyrosine",1.906,g,71 %
"Methionine + Cysteine",0.708,g,46 %
"Carbohydrate",25.71,g,9 %
"Fiber",8.29,g,30 %
"Starch",0.79,g,
"Sugars",12.53,g,
"Sugars, added",0.6,g,
"Fructose",3.79,g,
"Galactose",0.03,g,
"Glucose",4.34,g,
"Lactose",0,g,
"Maltose",0.02,g,
"Sucrose",2.19,g,
"Net carbs",17.42,g,
"0.17 g",2.61 g,undefined,15.44
"Fat",14.664,g,19 %
"Saturated fatty acids",3.296,g,16 %
"Butanoic acid",0.004,g,
"Decanoic acid",0.011,g,
"Docosanoic acid",0.002,g,
"Dodecanoic acid",0.012,g,
"Eicosanoic acid",0.008,g,
"Heptadecanoic acid",0.024,g,
"Hexadecanoic acid",2.106,g,
"Hexanoic acid",0,g,
"Octadecanoic acid",0.808,g,
"Octanoic acid",0.002,g,
"Pentadecanoic acid",0.012,g,
"Tetracosanoic acid",0.001,g,
"Tetradecanoic acid",0.081,g,
"Tridecanoic acid",0,g,
"Monounsaturated fatty acids",5.63,g,
"Cis-hexadecenoic acid",0.312,g,
"Cis-octadecenoic acid",2.889,g,
"Docosenoic acid",0.001,g,
"Docosenoic cis acid",0.001,g,
"Docosenoic trans acid",0,g,
"Eicosenoic acid",0.04,g,
"Heptadecenoic acid",0.016,g,
"Hexadecenoic acid",0.326,g,
"Octadecenoic acid",4.127,g,
"Pentadecenoic acid",0,g,
"Tetracosenoic cis acid",0.007,g,
"Tetradecenoic acid",0.014,g,
"Trans-hexadecenoic acid",0.007,g,
"Trans-octadecenoic acid",0.087,g,
"Polyunsaturated fatty acids",4.489,g,
"α-linolenic acid n-3 (ALA)",0.14,g,
"γ-linolenic acid n-6 (GLA)",0.01,g,
"Cis,cis-eicosadienoic n-6 acid",0.018,g,
"Linoleic acid n-6 (LA)",2.57,g,
"Docosahexaenoic n-3 acid (DHA)",0.009,g,
"Docosapentaenoic n-3 acid (DPA)",0.012,g,
"Docosatetraenoic acid",0.024,g,
"Eicosadienoic acid",0.013,g,
"Eicosadienoic n-3 acid",0.002,g,
"Eicosadienoic n-6 acid",0.012,g,
"Eicosapentaenoic n-3 acid (EPA)",0.006,g,
"Eicosatetraenoic acid",0.127,g,
"Octadecadienoic CLAs acid",0.015,g,
"Octadecadienoic acid",3.944,g,
"Octadecatetraenoic acid",0.001,g,
"Octadecatrienoic acid",0.165,g,
"Trans-octadecadienoic acid",0.038,g,
"Trans-octadecatrienoic acid",0,g,
"Fatty acids, total trans",0.132,g,
"Fatty acids, total trans-monoenoic",0.093,g,
"Fatty acids, total trans-polyenoic",0.038,g,
"Cholesterol",87.16,mg,29 %
"Phytosterols",27.61,mg,
"Alcohol, ethyl",0,g,
"Ash",5.34,g,
"Caffeine",0,mg,
"Theobromine",0,mg,
"Water",368.51,g,
