Nutrient,Amount,Unit,DV
Calories,404,,
"Vitamin A, RAE",148.58,mcg,17 %
"Carotene, alpha",101.88,mcg,
"Carotene, beta",1347.23,mcg,
"Cryptoxanthin, beta",314.94,mcg,
"Lutein + zeaxanthin",210.6,mcg,
"Lycopene",5791.06,mcg,
"Retinol",18.53,mcg,
"Thiamin [Vitamin B1]",0.261,mg,22 %
"Riboflavin [Vitamin B2]",0.322,mg,25 %
"Niacin [Vitamin B3]",7.26,mg,45 %
"Pantothenic acid [Vitamin B5]",1.326,mg,27 %
"Vitamin B6",0.678,mg,40 %
"Vitamin B12 [Cobalamin]",1.01,mcg,42 %
"Vitamin B12, added",0,mcg,
"Folate, DFE [Vitamin B9]",78.55,mcg,20 %
"Folate, food",78.55,mcg,
"Folic acid",0,mcg,
"Vitamin C [Ascorbic acid]",52.6,mg,58 %
"Vitamin D",0.34,mcg,2 %
"Vitamin E (alpha-tocopherol)",3.75,mg,25 %
"Vitamin E, added",0,mg,
"Tocopherol, alpha",3.75,mg,
"Tocopherol, beta",0.03,mg,
"Tocopherol, delta",0.02,mg,
"Tocopherol, gamma",0.31,mg,
"Tocotrienol, alpha",0.17,mg,
"Tocotrienol, beta",0,mg,
"Tocotrienol, delta",0,mg,
"Tocotrienol, gamma",0.16,mg,
"Vitamin K",12.5,mcg,10 %
"Vitamin K1 [Phylloquinone]",12.5,mcg,
"Dihydrophylloquinone",0,mcg,
"Betaine",6.1,mg,
"Choline",65.3,mg,12 %
"Calcium",196.19,mg,15 %
"Copper",0.84,mg,93 %
"Fluoride",0.2,mcg,
"Iron",5.97,mg,33 %
"Magnesium",113.06,mg,27 %
"Manganese",1.031,mg,45 %
"Phosphorus",402.37,mg,32 %
"Potassium",1254.77,mg,27 %
"Selenium",17.86,mcg,32 %
"Sodium",1349.82,mg,59 %
"Zinc",3.84,mg,35 %
"Protein",30.48,g,61 %
"Alanine",1.527,g,
"Arginine",1.822,g,
"Aspartic acid",3.148,g,
"Cystine",0.304,g,
"Glutamic acid",4.963,g,
"Glycine",1.369,g,
"Histidine",0.802,g,70 %
"Hydroxyproline",0.168,g,
"Isoleucine",1.236,g,80 %
"Leucine",2.232,g,65 %
"Lysine",2.225,g,72 %
"Methionine",0.624,g,
"Phenylalanine",1.274,g,
"Proline",1.363,g,
"Serine",1.365,g,
"Threonine",1.225,g,75 %
"Tryptophan",0.328,g,80 %
"Tyrosine",0.834,g,
"Valine",1.345,g,69 %
"Phenylalanine + Tyrosine",2.108,g,78 %
"Methionine + Cysteine",0.624,g,40 %
"Carbohydrate",49.52,g,18 %
"Fiber",14.18,g,51 %
"Starch",16.16,g,
"Sugars",8.36,g,
"Fructose",4.67,g,
"Galactose",0,g,
"Glucose",4.26,g,
"Lactose",0,g,
"Maltose",0,g,
"Sucrose",1.1,g,
"Net carbs",35.34,g,
"0.14 g",1.87 g,undefined,13.27
"Fat",11.765,g,15 %
"Saturated fatty acids",2.588,g,13 %
"Butanoic acid",0.003,g,
"Decanoic acid",0.004,g,
"Docosanoic acid",0.005,g,
"Dodecanoic acid",0.012,g,
"Eicosanoic acid",0.009,g,
"Heptadecanoic acid",0.018,g,
"Hexadecanoic acid",1.647,g,
"Hexanoic acid",0.001,g,
"Octadecanoic acid",0.546,g,
"Octanoic acid",0.002,g,
"Pentadecanoic acid",0.008,g,
"Tetracosanoic acid",0.001,g,
"Tetradecanoic acid",0.067,g,
"Tridecanoic acid",0.001,g,
"Monounsaturated fatty acids",4.187,g,
"Cis-hexadecenoic acid",0.223,g,
"Cis-octadecenoic acid",2.193,g,
"Docosenoic acid",0.001,g,
"Docosenoic cis acid",0.001,g,
"Docosenoic trans acid",0,g,
"Eicosenoic acid",0.025,g,
"Heptadecenoic acid",0.012,g,
"Hexadecenoic acid",0.234,g,
"Octadecenoic acid",2.582,g,
"Pentadecenoic acid",0,g,
"Tetracosenoic cis acid",0.005,g,
"Tetradecenoic acid",0.01,g,
"Trans-hexadecenoic acid",0.005,g,
"Trans-octadecenoic acid",0.062,g,
"Polyunsaturated fatty acids",3.315,g,
"α-linolenic acid n-3 (ALA)",0.12,g,
"γ-linolenic acid n-6 (GLA)",0.01,g,
"Cis,cis-eicosadienoic n-6 acid",0.013,g,
"Linoleic acid n-6 (LA)",1.84,g,
"Docosahexaenoic n-3 acid (DHA)",0.007,g,
"Docosapentaenoic n-3 acid (DPA)",0.008,g,
"Docosatetraenoic acid",0.017,g,
"Eicosadienoic acid",0.009,g,
"Eicosadienoic n-3 acid",0.002,g,
"Eicosadienoic n-6 acid",0.008,g,
"Eicosapentaenoic n-3 acid (EPA)",0.004,g,
"Eicosatetraenoic acid",0.091,g,
"Octadecadienoic CLAs acid",0.011,g,
"Octadecadienoic acid",2.563,g,
"Octadecatetraenoic acid",0.001,g,
"Octadecatrienoic acid",0.406,g,
"Trans-octadecadienoic acid",0.027,g,
"Trans-octadecatrienoic acid",0,g,
"Fatty acids, total trans",0.094,g,
"Fatty acids, total trans-monoenoic",0.067,g,
"Fatty acids, total trans-polyenoic",0.027,g,
"Cholesterol",62.34,mg,21 %
"Phytosterols",6.79,mg,
"Alcohol, ethyl",0,g,
"Ash",6.86,g,
"Caffeine",1.77,mg,
"Nitrogen",0.08,g,
"Theobromine",15.87,mg,
"Water",375.56,g,
