Nutrient,Amount,Unit,DV
Calories,541,,
"Vitamin A, RAE",2.26,mcg,0 %
"Carotene, alpha",0,mcg,
"Carotene, beta",0,mcg,
"Cryptoxanthin, beta",0,mcg,
"Lutein + zeaxanthin",82.14,mcg,
"Lycopene",0,mcg,
"Retinol",2.26,mcg,
"Thiamin [Vitamin B1]",0.394,mg,33 %
"Riboflavin [Vitamin B2]",0.724,mg,56 %
"Niacin [Vitamin B3]",1.33,mg,8 %
"Pantothenic acid [Vitamin B5]",0.555,mg,11 %
"Vitamin B6",0.315,mg,19 %
"Vitamin B12 [Cobalamin]",1.58,mcg,66 %
"Vitamin B12, added",0,mcg,
"Folate, DFE [Vitamin B9]",38.99,mcg,10 %
"Folate, food",38.99,mcg,
"Folic acid",0,mcg,
"Vitamin C [Ascorbic acid]",0.1,mg,0 %
"Vitamin D",0,mcg,0 %
"Vitamin E (alpha-tocopherol)",0.46,mg,3 %
"Vitamin E, added",0,mg,
"Tocopherol, alpha",0.46,mg,
"Tocopherol, beta",0.01,mg,
"Tocopherol, delta",0.1,mg,
"Tocopherol, gamma",1.51,mg,
"Tocotrienol, alpha",0,mg,
"Tocotrienol, beta",0.03,mg,
"Tocotrienol, delta",0,mg,
"Tocotrienol, gamma",0.06,mg,
"Vitamin K",10.8,mcg,9 %
"Vitamin K1 [Phylloquinone]",10.8,mcg,
"Choline",35.3,mg,6 %
"Calcium",1041.24,mg,80 %
"Copper",1.2,mg,133 %
"Fluoride",0,mcg,
"Iron",5.73,mg,32 %
"Magnesium",283.64,mg,68 %
"Manganese",2.583,mg,112 %
"Phosphorus",978.01,mg,78 %
"Potassium",980.17,mg,21 %
"Selenium",41.05,mcg,75 %
"Sodium",274.53,mg,12 %
"Zinc",4.82,mg,44 %
"Protein",49.2,g,98 %
"Alanine",0.33,g,
"Arginine",0.716,g,
"Aspartic acid",0.709,g,
"Cystine",0.136,g,
"Glutamic acid",1.579,g,
"Glycine",0.356,g,
"Histidine",0.164,g,14 %
"Isoleucine",0.302,g,19 %
"Leucine",0.539,g,16 %
"Lysine",0.364,g,12 %
"Methionine",0.124,g,
"Phenylalanine",0.367,g,
"Proline",0.316,g,
"Serine",0.393,g,
"Threonine",0.275,g,17 %
"Tryptophan",0.111,g,27 %
"Tyrosine",0.219,g,
"Valine",0.431,g,22 %
"Phenylalanine + Tyrosine",0.586,g,22 %
"Methionine + Cysteine",0.124,g,8 %
"Carbohydrate",50.76,g,18 %
"Fiber",8.5,g,30 %
"Starch",6.66,g,
"Sugars",9.82,g,
"Fructose",0.01,g,
"Galactose",0,g,
"Glucose",0.01,g,
"Lactose",0,g,
"Maltose",0,g,
"Sucrose",1.65,g,
"Net carbs",42.26,g,
"Fat",19.293,g,25 %
"Saturated fatty acids",3.722,g,19 %
"Butanoic acid",0,g,
"Decanoic acid",0.031,g,
"Docosanoic acid",0.049,g,
"Dodecanoic acid",0.026,g,
"Eicosanoic acid",0.075,g,
"Heptadecanoic acid",0.013,g,
"Hexadecanoic acid",1.967,g,
"Hexanoic acid",0.005,g,
"Octadecanoic acid",1.419,g,
"Octanoic acid",0.013,g,
"Pentadecanoic acid",0,g,
"Tetracosanoic acid",0.029,g,
"Tetradecanoic acid",0.042,g,
"Monounsaturated fatty acids",9.22,g,
"Docosenoic acid",0,g,
"Eicosenoic acid",0.044,g,
"Heptadecenoic acid",0,g,
"Hexadecenoic acid",0.048,g,
"Octadecenoic acid",8.025,g,
"Pentadecenoic acid",0,g,
"Tetradecenoic acid",0,g,
"Polyunsaturated fatty acids",3.592,g,
"Cis,cis-eicosadienoic n-6 acid",0,g,
"Docosahexaenoic n-3 acid (DHA)",0,g,
"Docosapentaenoic n-3 acid (DPA)",0,g,
"Eicosadienoic acid",0,g,
"Eicosapentaenoic n-3 acid (EPA)",0,g,
"Eicosatetraenoic acid",0,g,
"Octadecadienoic acid",3.154,g,
"Octadecatetraenoic acid",0,g,
"Octadecatrienoic acid",0.06,g,
"Fatty acids, total trans",0,g,
"Beta-sitosterol",32.04,mg,
"Campesterol",2.55,mg,
"Cholesterol",20.3,mg,7 %
"Phytosterols",0,mg,
"Stigmasterol",0,mg,
"Alcohol, ethyl",0,g,
"Ash",2.27,g,
"Caffeine",23.6,mg,
"Theobromine",211.05,mg,
"Water",197.64,g,
