Nutrient,Amount,Unit,DV
Calories,430,,
"Vitamin A, RAE",4.12,mcg,0 %
"Carotene, alpha",0,mcg,
"Carotene, beta",50.53,mcg,
"Retinol",0,mcg,
"Thiamin [Vitamin B1]",0.294,mg,24 %
"Riboflavin [Vitamin B2]",0.125,mg,10 %
"Niacin [Vitamin B3]",1.132,mg,7 %
"Pantothenic acid [Vitamin B5]",0.277,mg,6 %
"Vitamin B6",0.4,mg,24 %
"Vitamin B12 [Cobalamin]",0,mcg,0 %
"Folate, DFE [Vitamin B9]",29.68,mcg,7 %
"Vitamin C [Ascorbic acid]",1.4,mg,2 %
"Vitamin D",0,mcg,0 %
"Vitamin E (alpha-tocopherol)",0.75,mg,5 %
"Tocopherol, alpha",0.75,mg,
"Vitamin K",4.3,mcg,4 %
"Betaine",0.2,mg,
"Biotin [Vitamin B7]",0,mcg,0 %
"Choline",27.2,mg,5 %
"Calcium",58.26,mg,4 %
"Copper",1.06,mg,118 %
"Fluoride",0,mcg,
"Iodine",0,mcg,0 %
"Iron",3.8,mg,21 %
"Magnesium",120.81,mg,29 %
"Manganese",1.38,mg,60 %
"Phosphorus",295.93,mg,24 %
"Potassium",591.84,mg,13 %
"Selenium",9.7,mcg,18 %
"Sodium",181.89,mg,8 %
"Zinc",2.09,mg,19 %
"Protein",11.24,g,22 %
"Alanine",0.532,g,
"Arginine",1.071,g,
"Aspartic acid",1.033,g,
"Cystine",0.166,g,
"Cysteine",0.17,g,
"Glutamic acid",2.338,g,
"Glycine",0.554,g,
"Histidine",0.267,g,23 %
"Hydroxyproline",0.029,g,
"Isoleucine",0.477,g,31 %
"Leucine",0.823,g,24 %
"Lysine",0.566,g,18 %
"Methionine",0.19,g,
"Phenylalanine",0.585,g,
"Proline",0.604,g,
"Serine",0.633,g,
"Threonine",0.395,g,24 %
"Tryptophan",0.156,g,38 %
"Tyrosine",0.325,g,
"Valine",0.669,g,34 %
"Phenylalanine + Tyrosine",0.91,g,34 %
"Methionine + Cysteine",0.526,g,34 %
"Carbohydrate",48.44,g,18 %
"Fiber",10.69,g,38 %
"Sugars",3.61,g,
"Net carbs",37.75,g,
"Fat",36.826,g,47 %
"Saturated fatty acids",18.731,g,94 %
"Monounsaturated fatty acids",10.112,g,
"Polyunsaturated fatty acids",5.499,g,
"Docosahexaenoic n-3 acid (DHA)",0,g,
"Docosapentaenoic n-3 acid (DPA)",0,g,
"Eicosapentaenoic n-3 acid (EPA)",0,g,
"Fatty acids, total trans",0.005,g,
"Cholesterol",0,mg,0 %
"Alcohol, ethyl",0,g,
"Caffeine",30.46,mg,
"Theobromine",272.39,mg,
"Water",1.78,g,
