Nutrient,Amount,Unit,DV
Calories,448,,
"Vitamin A, RAE",5.34,mcg,1 %
"Carotene, alpha",0.01,mcg,
"Carotene, beta",60.76,mcg,
"Cryptoxanthin, beta",7.19,mcg,
"Lutein + zeaxanthin",103.01,mcg,
"Lycopene",0.2,mcg,
"Retinol",0,mcg,
"Thiamin [Vitamin B1]",0.038,mg,3 %
"Riboflavin [Vitamin B2]",0.054,mg,4 %
"Niacin [Vitamin B3]",0.979,mg,6 %
"Pantothenic acid [Vitamin B5]",0.119,mg,2 %
"Vitamin B6",0.065,mg,4 %
"Vitamin B12 [Cobalamin]",0,mcg,0 %
"Vitamin B12, added",0,mcg,
"Folate, DFE [Vitamin B9]",27.59,mcg,7 %
"Folate, food",27.59,mcg,
"Folic acid",0,mcg,
"Vitamin C [Ascorbic acid]",2.9,mg,3 %
"Vitamin D",0,mcg,0 %
"Vitamin E (alpha-tocopherol)",1.01,mg,7 %
"Vitamin E, added",0,mg,
"Tocopherol, alpha",1.01,mg,
"Tocopherol, beta",0,mg,
"Tocopherol, delta",0,mg,
"Tocopherol, gamma",0.14,mg,
"Tocotrienol, alpha",0,mg,
"Tocotrienol, beta",0,mg,
"Tocotrienol, delta",0,mg,
"Tocotrienol, gamma",0,mg,
"Vitamin K",15.6,mcg,13 %
"Vitamin K1 [Phylloquinone]",15.6,mcg,
"Dihydrophylloquinone",0,mcg,
"Betaine",0.1,mg,
"Choline",7.8,mg,1 %
"Calcium",529.07,mg,41 %
"Copper",0.11,mg,12 %
"Iron",2.3,mg,13 %
"Magnesium",19.23,mg,5 %
"Manganese",1.15,mg,50 %
"Phosphorus",26.54,mg,2 %
"Potassium",567.9,mg,12 %
"Selenium",0.52,mcg,1 %
"Sodium",205.59,mg,9 %
"Zinc",0.23,mg,2 %
"Protein",51.02,g,102 %
"Alanine",0.002,g,
"Arginine",0.002,g,
"Aspartic acid",0.006,g,
"Cystine",0.001,g,
"Glutamic acid",0.005,g,
"Glycine",0.003,g,
"Histidine",0.002,g,0 %
"Hydroxyproline",0,g,
"Isoleucine",0.002,g,0 %
"Leucine",0.003,g,0 %
"Lysine",0.003,g,0 %
"Methionine",0.001,g,
"Phenylalanine",0.002,g,
"Proline",0.005,g,
"Serine",0.003,g,
"Threonine",0.002,g,0 %
"Tryptophan",0.001,g,0 %
"Tyrosine",0.002,g,
"Valine",0.003,g,0 %
"Phenylalanine + Tyrosine",0.004,g,0 %
"Methionine + Cysteine",0.001,g,0 %
"Carbohydrate",35.44,g,13 %
"Fiber",9.65,g,34 %
"Sugars",23.24,g,
"Fructose",0.01,g,
"Galactose",0,g,
"Glucose",0.01,g,
"Lactose",0,g,
"Maltose",0,g,
"Sucrose",0,g,
"Net carbs",25.79,g,
"Fat",13.256,g,17 %
"Saturated fatty acids",2.38,g,12 %
"Butanoic acid",0,g,
"Decanoic acid",0,g,
"Docosanoic acid",0,g,
"Dodecanoic acid",0,g,
"Eicosanoic acid",0,g,
"Heptadecanoic acid",0.002,g,
"Hexadecanoic acid",0.013,g,
"Hexanoic acid",0,g,
"Octadecanoic acid",0.004,g,
"Octanoic acid",0,g,
"Pentadecanoic acid",0,g,
"Tetracosanoic acid",0,g,
"Tetradecanoic acid",0,g,
"Tridecanoic acid",0,g,
"Monounsaturated fatty acids",0.407,g,
"Cis-octadecenoic acid",0.003,g,
"Docosenoic acid",0,g,
"Eicosenoic acid",0.002,g,
"Heptadecenoic acid",0,g,
"Hexadecenoic acid",0,g,
"Octadecenoic acid",0.033,g,
"Pentadecenoic acid",0,g,
"Tetracosenoic cis acid",0,g,
"Tetradecenoic acid",0,g,
"Trans-octadecenoic acid",0,g,
"Polyunsaturated fatty acids",0.321,g,
"α-linolenic acid n-3 (ALA)",0,g,
"γ-linolenic acid n-6 (GLA)",0,g,
"Cis,cis-eicosadienoic n-6 acid",0,g,
"Docosahexaenoic n-3 acid (DHA)",0,g,
"Docosapentaenoic n-3 acid (DPA)",0,g,
"Eicosadienoic acid",0,g,
"Eicosapentaenoic n-3 acid (EPA)",0,g,
"Eicosatetraenoic acid",0,g,
"Octadecadienoic acid",0.131,g,
"Octadecatetraenoic acid",0,g,
"Octadecatrienoic acid",0.064,g,
"Fatty acids, total trans",0,g,
"Fatty acids, total trans-monoenoic",0,g,
"Cholesterol",78.38,mg,26 %
"Phytosterols",0.34,mg,
"Alcohol, ethyl",0,g,
"Ash",0.44,g,
"Caffeine",0,mg,
"Theobromine",0,mg,
"Water",116.33,g,
