Nutrient,Amount,Unit,DV
Calories,455,,
"Vitamin A, RAE",2196.7,mcg,244 %
"Carotene, alpha",20454.19,mcg,
"Carotene, beta",15789.15,mcg,
"Cryptoxanthin, beta",0,mcg,
"Lutein + zeaxanthin",7639.75,mcg,
"Lycopene",0,mcg,
"Retinol",27,mcg,
"Thiamin [Vitamin B1]",0.372,mg,31 %
"Riboflavin [Vitamin B2]",1.555,mg,120 %
"Niacin [Vitamin B3]",4.705,mg,29 %
"Pantothenic acid [Vitamin B5]",2.418,mg,48 %
"Vitamin B6",0.496,mg,29 %
"Vitamin B12 [Cobalamin]",1.69,mcg,70 %
"Vitamin B12, added",0,mcg,
"Folate, DFE [Vitamin B9]",111.7,mcg,28 %
"Folate, food",81.5,mcg,
"Folic acid",0,mcg,
"Vitamin C [Ascorbic acid]",45.8,mg,51 %
"Vitamin D",0.3,mcg,2 %
"Vitamin E (alpha-tocopherol)",14.47,mg,96 %
"Vitamin E, added",0,mg,
"Tocopherol, alpha",14.47,mg,
"Vitamin K",5.5,mcg,5 %
"Vitamin K1 [Phylloquinone]",5.5,mcg,
"Betaine",2.1,mg,
"Biotin [Vitamin B7]",0,mcg,0 %
"Choline",93.6,mg,17 %
"Calcium",497.3,mg,38 %
"Copper",1.03,mg,114 %
"Fluoride",0,mcg,
"Iodine",0,mcg,0 %
"Iron",5.51,mg,31 %
"Magnesium",174.21,mg,41 %
"Manganese",1.355,mg,59 %
"Phosphorus",685.83,mg,55 %
"Potassium",2305.16,mg,49 %
"Selenium",24.59,mcg,45 %
"Sodium",988.58,mg,43 %
"Zinc",3.82,mg,35 %
"Protein",35.26,g,71 %
"Alanine",1.259,g,
"Arginine",1.899,g,
"Aspartic acid",1.546,g,
"Cystine",0.274,g,
"Cysteine",0.26,g,
"Glutamic acid",7.908,g,
"Glycine",1.033,g,
"Histidine",0.919,g,80 %
"Hydroxyproline",0,g,
"Isoleucine",1.593,g,103 %
"Leucine",3.042,g,89 %
"Lysine",2.283,g,74 %
"Methionine",0.768,g,
"Phenylalanine",1.689,g,
"Proline",3.091,g,
"Serine",1.724,g,
"Threonine",1.271,g,78 %
"Tryptophan",0.431,g,106 %
"Tyrosine",1.513,g,
"Valine",1.965,g,100 %
"Phenylalanine + Tyrosine",3.202,g,119 %
"Methionine + Cysteine",1.302,g,84 %
"Carbohydrate",48.53,g,18 %
"Fiber",6.6,g,24 %
"Sugars",23.02,g,
"Net carbs",41.93,g,
"Fat",17.619,g,23 %
"Saturated fatty acids",1.77,g,9 %
"Butanoic acid",0,g,
"Decanoic acid",0,g,
"Dodecanoic acid",0.007,g,
"Hexadecanoic acid",0.187,g,
"Hexanoic acid",0,g,
"Octadecanoic acid",0.017,g,
"Octanoic acid",0,g,
"Tetradecanoic acid",0.031,g,
"Monounsaturated fatty acids",10.46,g,
"Docosenoic acid",0,g,
"Eicosenoic acid",0,g,
"Hexadecenoic acid",0.031,g,
"Octadecenoic acid",0.031,g,
"Polyunsaturated fatty acids",4.07,g,
"Docosahexaenoic n-3 acid (DHA)",0,g,
"Docosapentaenoic n-3 acid (DPA)",0,g,
"Eicosapentaenoic n-3 acid (EPA)",0,g,
"Eicosatetraenoic acid",0,g,
"Octadecadienoic acid",0.01,g,
"Octadecatetraenoic acid",0,g,
"Octadecatrienoic acid",0.017,g,
"Fatty acids, total trans",0,g,
"Cholesterol",11.3,mg,4 %
"Phytosterols",61.13,mg,
"Alcohol, ethyl",0,g,
"Ash",4.08,g,
"Caffeine",0,mg,
"Theobromine",0,mg,
"Water",689.24,g,
