Nutrient,Amount,Unit,DV
Calories,2001,,
"Vitamin A, RAE",1.8,mcg,0 %
"Carotene, alpha",2.4,mcg,
"Carotene, beta",10.5,mcg,
"Cryptoxanthin, beta",16.5,mcg,
"Lutein + zeaxanthin",249.87,mcg,
"Lycopene",9.9,mcg,
"Retinol",0,mcg,
"Thiamin [Vitamin B1]",0.559,mg,47 %
"Riboflavin [Vitamin B2]",0.525,mg,40 %
"Niacin [Vitamin B3]",10.084,mg,63 %
"Pantothenic acid [Vitamin B5]",0.419,mg,8 %
"Vitamin B6",0.336,mg,20 %
"Vitamin B12 [Cobalamin]",1.93,mcg,80 %
"Vitamin B12, added",0,mcg,
"Folate, DFE [Vitamin B9]",3.9,mcg,1 %
"Folate, food",3.9,mcg,
"Folic acid",0,mcg,
"Vitamin C [Ascorbic acid]",5,mg,6 %
"Vitamin D",0,mcg,0 %
"Vitamin E (alpha-tocopherol)",2.85,mg,19 %
"Vitamin E, added",0,mg,
"Tocopherol, alpha",2.85,mg,
"Tocopherol, beta",0.02,mg,
"Tocopherol, delta",0.44,mg,
"Tocopherol, gamma",1.68,mg,
"Tocotrienol, alpha",0.01,mg,
"Tocotrienol, beta",0.09,mg,
"Tocotrienol, delta",0.01,mg,
"Tocotrienol, gamma",0.01,mg,
"Vitamin K",46.3,mcg,39 %
"Vitamin K1 [Phylloquinone]",11.8,mcg,
"Dihydrophylloquinone",34.5,mcg,
"Betaine",0.3,mg,
"Choline",35.1,mg,6 %
"Calcium",648.41,mg,50 %
"Copper",0.32,mg,36 %
"Iron",9.36,mg,52 %
"Magnesium",92.57,mg,22 %
"Manganese",0.628,mg,27 %
"Phosphorus",432.95,mg,35 %
"Potassium",1492.47,mg,32 %
"Selenium",2.5,mcg,5 %
"Sodium",4465.52,mg,194 %
"Zinc",4.95,mg,45 %
"Protein",51.24,g,102 %
"Carbohydrate",225.56,g,82 %
"Fiber",15.61,g,56 %
"Starch",27.14,g,
"Sugars",62.06,g,
"Fructose",3.7,g,
"Galactose",0,g,
"Glucose",2.28,g,
"Lactose",0.7,g,
"Maltose",1.07,g,
"Sucrose",1.16,g,
"Net carbs",209.95,g,
"0.27 g",3.05 g,undefined,11.28
"Fat",101.578,g,130 %
"Saturated fatty acids",36.741,g,184 %
"Butanoic acid",0.067,g,
"Decanoic acid",0.016,g,
"Docosanoic acid",0.033,g,
"Dodecanoic acid",0.015,g,
"Eicosanoic acid",0.06,g,
"Heptadecanoic acid",0.008,g,
"Hexadecanoic acid",1.54,g,
"Hexanoic acid",0.005,g,
"Octadecanoic acid",0.89,g,
"Octanoic acid",0.012,g,
"Pentadecanoic acid",0.004,g,
"Tetracosanoic acid",0.017,g,
"Tetradecanoic acid",0.041,g,
"Monounsaturated fatty acids",15.574,g,
"Cis-hexadecenoic acid",0.018,g,
"Cis-octadecenoic acid",5.084,g,
"Docosenoic acid",0.005,g,
"Docosenoic cis acid",0.002,g,
"Docosenoic trans acid",0.001,g,
"Eicosenoic acid",0.138,g,
"Heptadecenoic acid",0.006,g,
"Hexadecenoic acid",0.032,g,
"Octadecenoic acid",7.762,g,
"Pentadecenoic acid",0,g,
"Tetracosenoic cis acid",0.002,g,
"Tetradecenoic acid",0.001,g,
"Trans-hexadecenoic acid",0,g,
"Trans-octadecenoic acid",0.022,g,
"Polyunsaturated fatty acids",7.703,g,
"α-linolenic acid n-3 (ALA)",0.27,g,
"γ-linolenic acid n-6 (GLA)",0.02,g,
"Cis,cis-eicosadienoic n-6 acid",0.006,g,
"Linoleic acid n-6 (LA)",3.02,g,
"Docosahexaenoic n-3 acid (DHA)",0,g,
"Docosapentaenoic n-3 acid (DPA)",0,g,
"Docosatetraenoic acid",0,g,
"Eicosadienoic acid",0,g,
"Eicosadienoic n-3 acid",0,g,
"Eicosadienoic n-6 acid",0,g,
"Eicosapentaenoic n-3 acid (EPA)",0,g,
"Eicosatetraenoic acid",0.005,g,
"Octadecadienoic CLAs acid",0.012,g,
"Octadecadienoic acid",6.642,g,
"Octadecatetraenoic acid",0,g,
"Octadecatrienoic acid",0.375,g,
"Trans-octadecadienoic acid",0.021,g,
"Fatty acids, total trans",0.045,g,
"Fatty acids, total trans-monoenoic",0.023,g,
"Fatty acids, total trans-polyenoic",0.021,g,
"Cholesterol",110.34,mg,37 %
"Alcohol, ethyl",0,g,
"Ash",5.46,g,
"Caffeine",161,mg,
"Fiber, insoluble",3.12,g,
"Theobromine",0,mg,
"Water",138.86,g,
