Nutrient,Amount,Unit,DV
Calories,279,,
"Vitamin A, RAE",102.62,mcg,11 %
"Carotene, alpha",51,mcg,
"Carotene, beta",1145.36,mcg,
"Cryptoxanthin, beta",91.17,mcg,
"Lutein + zeaxanthin",1948.87,mcg,
"Lycopene",21429.52,mcg,
"Retinol",0,mcg,
"Thiamin [Vitamin B1]",0.453,mg,38 %
"Riboflavin [Vitamin B2]",0.378,mg,29 %
"Niacin [Vitamin B3]",6.761,mg,42 %
"Pantothenic acid [Vitamin B5]",1.72,mg,34 %
"Vitamin B6",1.027,mg,60 %
"Vitamin B12 [Cobalamin]",0,mcg,0 %
"Vitamin B12, added",0,mcg,
"Folate, DFE [Vitamin B9]",128.81,mcg,32 %
"Folate, food",128.81,mcg,
"Folic acid",0,mcg,
"Vitamin C [Ascorbic acid]",89.5,mg,99 %
"Vitamin D",0,mcg,0 %
"Vitamin E (alpha-tocopherol)",6.23,mg,42 %
"Vitamin E, added",0,mg,
"Tocopherol, alpha",6.23,mg,
"Tocopherol, beta",0.01,mg,
"Tocopherol, delta",0,mg,
"Tocopherol, gamma",0.08,mg,
"Tocotrienol, alpha",0.01,mg,
"Tocotrienol, beta",0,mg,
"Tocotrienol, delta",0,mg,
"Tocotrienol, gamma",0,mg,
"Vitamin K",62.1,mcg,52 %
"Vitamin K1 [Phylloquinone]",62.1,mcg,
"Dihydrophylloquinone",0,mcg,
"Betaine",0.5,mg,
"Choline",77.3,mg,14 %
"Calcium",222.37,mg,17 %
"Copper",1.02,mg,113 %
"Fluoride",0.4,mcg,
"Iron",7.79,mg,43 %
"Magnesium",142.31,mg,34 %
"Manganese",1.45,mg,63 %
"Phosphorus",235.86,mg,19 %
"Potassium",1981.4,mg,42 %
"Selenium",4,mcg,7 %
"Sodium",1334.97,mg,58 %
"Zinc",2.01,mg,18 %
"Protein",10.71,g,21 %
"Alanine",0.326,g,
"Arginine",0.413,g,
"Aspartic acid",1.331,g,
"Cystine",0.109,g,
"Glutamic acid",2.835,g,
"Glycine",0.279,g,
"Histidine",0.158,g,14 %
"Hydroxyproline",0,g,
"Isoleucine",0.269,g,17 %
"Leucine",0.416,g,12 %
"Lysine",0.383,g,12 %
"Methionine",0.088,g,
"Phenylalanine",0.292,g,
"Proline",0.296,g,
"Serine",0.287,g,
"Threonine",0.26,g,16 %
"Tryptophan",0.077,g,19 %
"Tyrosine",0.191,g,
"Valine",0.313,g,16 %
"Phenylalanine + Tyrosine",0.483,g,18 %
"Methionine + Cysteine",0.088,g,6 %
"Carbohydrate",50.43,g,18 %
"Fiber",15.09,g,54 %
"Starch",0,g,
"Sugars",27.88,g,
"Fructose",12.78,g,
"Galactose",0.01,g,
"Glucose",11.46,g,
"Lactose",0,g,
"Maltose",0,g,
"Sucrose",0.75,g,
"Net carbs",35.34,g,
"0.03 g",0.01 g,undefined,0.37
"Fat",8.373,g,11 %
"Saturated fatty acids",1.297,g,6 %
"Butanoic acid",0,g,
"Decanoic acid",0.011,g,
"Docosanoic acid",0.003,g,
"Dodecanoic acid",0.004,g,
"Eicosanoic acid",0.001,g,
"Heptadecanoic acid",0.001,g,
"Hexadecanoic acid",0.246,g,
"Hexanoic acid",0,g,
"Octadecanoic acid",0.086,g,
"Octanoic acid",0.001,g,
"Pentadecanoic acid",0,g,
"Tetracosanoic acid",0.001,g,
"Tetradecanoic acid",0.003,g,
"Tridecanoic acid",0,g,
"Monounsaturated fatty acids",4.852,g,
"Cis-hexadecenoic acid",0.001,g,
"Cis-octadecenoic acid",0.03,g,
"Docosenoic acid",0,g,
"Docosenoic cis acid",0,g,
"Docosenoic trans acid",0,g,
"Eicosenoic acid",0,g,
"Heptadecenoic acid",0,g,
"Hexadecenoic acid",0.014,g,
"Octadecenoic acid",0.231,g,
"Pentadecenoic acid",0,g,
"Tetracosenoic cis acid",0,g,
"Tetradecenoic acid",0.001,g,
"Trans-hexadecenoic acid",0,g,
"Trans-octadecenoic acid",0,g,
"Polyunsaturated fatty acids",1.421,g,
"α-linolenic acid n-3 (ALA)",0.03,g,
"γ-linolenic acid n-6 (GLA)",0,g,
"Cis,cis-eicosadienoic n-6 acid",0.001,g,
"Linoleic acid n-6 (LA)",0.01,g,
"Docosahexaenoic n-3 acid (DHA)",0,g,
"Docosapentaenoic n-3 acid (DPA)",0,g,
"Docosatetraenoic acid",0,g,
"Eicosadienoic acid",0.001,g,
"Eicosadienoic n-3 acid",0,g,
"Eicosadienoic n-6 acid",0,g,
"Eicosapentaenoic n-3 acid (EPA)",0,g,
"Eicosatetraenoic acid",0.001,g,
"Octadecadienoic CLAs acid",0,g,
"Octadecadienoic acid",0.621,g,
"Octadecatetraenoic acid",0,g,
"Octadecatrienoic acid",0.107,g,
"Trans-octadecadienoic acid",0,g,
"Fatty acids, total trans",0,g,
"Fatty acids, total trans-monoenoic",0,g,
"Fatty acids, total trans-polyenoic",0,g,
"Cholesterol",0,mg,0 %
"Phytosterols",16.17,mg,
"Alcohol, ethyl",0,g,
"Ash",8.6,g,
"Caffeine",0,mg,
"Theobromine",0,mg,
"Water",650.68,g,
