Nutrient,Amount,Unit,DV
Calories,336,,
"Vitamin A, RAE",70.2,mcg,8 %
"Carotene, alpha",31.61,mcg,
"Carotene, beta",714.74,mcg,
"Cryptoxanthin, beta",78.89,mcg,
"Lutein + zeaxanthin",2255.31,mcg,
"Lycopene",8154.68,mcg,
"Retinol",5.67,mcg,
"Thiamin [Vitamin B1]",0.206,mg,17 %
"Riboflavin [Vitamin B2]",0.612,mg,47 %
"Niacin [Vitamin B3]",9.153,mg,57 %
"Pantothenic acid [Vitamin B5]",1.874,mg,37 %
"Vitamin B6",0.82,mg,48 %
"Vitamin B12 [Cobalamin]",2.24,mcg,93 %
"Vitamin B12, added",0,mcg,
"Folate, DFE [Vitamin B9]",94.94,mcg,24 %
"Folate, food",94.94,mcg,
"Folic acid",0,mcg,
"Vitamin C [Ascorbic acid]",65.6,mg,73 %
"Vitamin D",0.21,mcg,1 %
"Vitamin D2",0.11,mcg,
"Vitamin D3",0.1,mcg,
"Vitamin E (alpha-tocopherol)",2.15,mg,14 %
"Vitamin E, added",0,mg,
"Tocopherol, alpha",2.15,mg,
"Tocopherol, beta",0.01,mg,
"Tocopherol, delta",0.01,mg,
"Tocopherol, gamma",0.23,mg,
"Tocotrienol, alpha",0.09,mg,
"Tocotrienol, beta",0,mg,
"Tocotrienol, delta",0,mg,
"Tocotrienol, gamma",0.03,mg,
"Vitamin K",21.6,mcg,18 %
"Vitamin K1 [Phylloquinone]",21,mcg,
"Vitamin K2 [Menaquinone]",0,mcg,
"Dihydrophylloquinone",0.6,mcg,
"Betaine",14.1,mg,
"Biotin [Vitamin B7]",0,mcg,0 %
"Choline",134.8,mg,25 %
"Calcium",169.72,mg,13 %
"Copper",0.46,mg,51 %
"Fluoride",0.2,mcg,
"Iodine",0,mcg,0 %
"Iron",4.7,mg,26 %
"Magnesium",76.26,mg,18 %
"Manganese",0.58,mg,25 %
"Phosphorus",360.87,mg,29 %
"Potassium",1336.38,mg,28 %
"Selenium",25.14,mcg,46 %
"Sodium",1004.67,mg,44 %
"Zinc",6.05,mg,55 %
"Protein",31.4,g,63 %
"Alanine",1.608,g,
"Arginine",1.592,g,
"Aspartic acid",2.541,g,
"Cystine",0.265,g,
"Glutamic acid",4.326,g,
"Glycine",1.592,g,
"Histidine",0.786,g,69 %
"Hydroxyproline",0.267,g,
"Isoleucine",1.099,g,71 %
"Leucine",1.898,g,55 %
"Lysine",1.972,g,64 %
"Methionine",0.599,g,
"Phenylalanine",1.005,g,
"Proline",1.268,g,
"Serine",1.062,g,
"Threonine",0.995,g,61 %
"Tryptophan",0.168,g,41 %
"Tyrosine",0.752,g,
"Valine",1.321,g,67 %
"Phenylalanine + Tyrosine",1.757,g,65 %
"Methionine + Cysteine",0.599,g,39 %
"Carbohydrate",24.16,g,9 %
"Fiber",5.86,g,21 %
"Starch",0.06,g,
"Sugars",10.79,g,
"Fructose",3.82,g,
"Galactose",0,g,
"Glucose",4.35,g,
"Lactose",0,g,
"Maltose",0.08,g,
"Sucrose",0.69,g,
"Net carbs",18.3,g,
"0.09 g",0.04 g,undefined,0.44
"Fat",14.579,g,19 %
"Saturated fatty acids",5.594,g,28 %
"Butanoic acid",0.004,g,
"Decanoic acid",0.019,g,
"Docosanoic acid",0.003,g,
"Dodecanoic acid",0.014,g,
"Eicosanoic acid",0.011,g,
"Heptadecanoic acid",0.075,g,
"Hexadecanoic acid",1.717,g,
"Hexanoic acid",0.002,g,
"Octadecanoic acid",1.038,g,
"Octanoic acid",0.001,g,
"Pentadecanoic acid",0.032,g,
"Tetracosanoic acid",0.003,g,
"Tetradecanoic acid",0.198,g,
"Tridecanoic acid",0,g,
"Monounsaturated fatty acids",5.244,g,
"Cis-hexadecenoic acid",0.002,g,
"Cis-octadecenoic acid",0.05,g,
"Docosenoic acid",0,g,
"Docosenoic cis acid",0,g,
"Docosenoic trans acid",0,g,
"Eicosenoic acid",0.021,g,
"Heptadecenoic acid",0.04,g,
"Hexadecenoic acid",0.234,g,
"Octadecenoic acid",2.746,g,
"Pentadecenoic acid",0,g,
"Tetracosenoic cis acid",0,g,
"Tetradecenoic acid",0.043,g,
"Trans-hexadecenoic acid",0,g,
"Trans-octadecenoic acid",0.342,g,
"Polyunsaturated fatty acids",1.137,g,
"α-linolenic acid n-3 (ALA)",0.09,g,
"γ-linolenic acid n-6 (GLA)",0.01,g,
"Cis,cis-eicosadienoic n-6 acid",0,g,
"Linoleic acid n-6 (LA)",0.03,g,
"Docosahexaenoic n-3 acid (DHA)",0,g,
"Docosapentaenoic n-3 acid (DPA)",0,g,
"Docosatetraenoic acid",0,g,
"Eicosadienoic acid",0,g,
"Eicosadienoic n-3 acid",0,g,
"Eicosadienoic n-6 acid",0,g,
"Eicosapentaenoic n-3 acid (EPA)",0,g,
"Eicosatetraenoic acid",0.034,g,
"Octadecadienoic CLAs acid",0,g,
"Octadecadienoic acid",0.531,g,
"Octadecatetraenoic acid",0,g,
"Octadecatrienoic acid",0.185,g,
"Trans-octadecadienoic acid",0,g,
"Uncosapentaenoic acid",0,g,
"Fatty acids, total trans",0.342,g,
"Fatty acids, total trans-monoenoic",0.342,g,
"Fatty acids, total trans-polyenoic",0,g,
"Beta-sitosterol",0,mg,
"Campesterol",1.13,mg,
"Cholesterol",72.45,mg,24 %
"Phytosterols",4.41,mg,
"Stigmasterol",0,mg,
"Alcohol, ethyl",0,g,
"Ash",4.39,g,
"Caffeine",0,mg,
"Theobromine",0,mg,
"Water",431.57,g,
