Nutrient,Amount,Unit,DV
Calories,255,,
"Vitamin A, RAE",234.96,mcg,26 %
"Carotene, alpha",42.39,mcg,
"Carotene, beta",2463.68,mcg,
"Cryptoxanthin, beta",661.42,mcg,
"Lutein + zeaxanthin",955.58,mcg,
"Lycopene",0.12,mcg,
"Retinol",0,mcg,
"Thiamin [Vitamin B1]",0.182,mg,15 %
"Riboflavin [Vitamin B2]",0.4,mg,31 %
"Niacin [Vitamin B3]",7.571,mg,47 %
"Pantothenic acid [Vitamin B5]",1.603,mg,32 %
"Vitamin B6",0.91,mg,54 %
"Vitamin B12 [Cobalamin]",0.64,mcg,27 %
"Vitamin B12, added",0,mcg,
"Folate, DFE [Vitamin B9]",39.54,mcg,10 %
"Folate, food",39.54,mcg,
"Folic acid",0,mcg,
"Vitamin C [Ascorbic acid]",95.6,mg,106 %
"Vitamin D",0,mcg,0 %
"Vitamin E (alpha-tocopherol)",3.04,mg,20 %
"Vitamin E, added",0,mg,
"Tocopherol, alpha",3.04,mg,
"Tocopherol, beta",0.06,mg,
"Tocopherol, delta",0.06,mg,
"Tocopherol, gamma",0.67,mg,
"Tocotrienol, alpha",0.24,mg,
"Tocotrienol, beta",0,mg,
"Tocotrienol, delta",0,mg,
"Tocotrienol, gamma",0,mg,
"Vitamin K",14,mcg,12 %
"Vitamin K1 [Phylloquinone]",14,mcg,
"Dihydrophylloquinone",0,mcg,
"Betaine",9.3,mg,
"Choline",73.6,mg,13 %
"Calcium",39.21,mg,3 %
"Copper",0.12,mg,13 %
"Fluoride",0.2,mcg,
"Iron",2.58,mg,14 %
"Magnesium",44.53,mg,11 %
"Manganese",0.291,mg,13 %
"Phosphorus",238.21,mg,19 %
"Potassium",880.17,mg,19 %
"Selenium",12.01,mcg,22 %
"Sodium",656.18,mg,29 %
"Zinc",2.09,mg,19 %
"Protein",21.32,g,43 %
"Alanine",1.18,g,
"Arginine",1.352,g,
"Aspartic acid",2.19,g,
"Cystine",0.24,g,
"Glutamic acid",3.236,g,
"Glycine",1.014,g,
"Histidine",0.626,g,55 %
"Hydroxyproline",0.107,g,
"Isoleucine",0.947,g,61 %
"Leucine",1.624,g,47 %
"Lysine",1.775,g,57 %
"Methionine",0.521,g,
"Phenylalanine",0.846,g,
"Proline",0.891,g,
"Serine",0.898,g,
"Threonine",0.88,g,54 %
"Tryptophan",0.181,g,44 %
"Tyrosine",0.714,g,
"Valine",1.001,g,51 %
"Phenylalanine + Tyrosine",1.56,g,58 %
"Methionine + Cysteine",0.521,g,34 %
"Carbohydrate",9.8,g,4 %
"Fiber",4.69,g,17 %
"Starch",0,g,
"Sugars",5.14,g,
"Fructose",1.99,g,
"Galactose",0.01,g,
"Glucose",1.57,g,
"Lactose",0,g,
"Maltose",0,g,
"Sucrose",0.05,g,
"Net carbs",5.11,g,
"0.12 g",1.51 g,undefined,12.19
"Fat",16.53,g,21 %
"Saturated fatty acids",3.698,g,18 %
"Butanoic acid",0,g,
"Decanoic acid",0,g,
"Docosanoic acid",0.002,g,
"Dodecanoic acid",0.006,g,
"Eicosanoic acid",0.008,g,
"Heptadecanoic acid",0.008,g,
"Hexadecanoic acid",2.154,g,
"Hexanoic acid",0,g,
"Octadecanoic acid",0.543,g,
"Octanoic acid",0.001,g,
"Pentadecanoic acid",0,g,
"Tetracosanoic acid",0,g,
"Tetradecanoic acid",0.054,g,
"Tridecanoic acid",0,g,
"Monounsaturated fatty acids",8.793,g,
"Cis-octadecenoic acid",3.476,g,
"Docosenoic acid",0,g,
"Eicosenoic acid",0.029,g,
"Heptadecenoic acid",0,g,
"Hexadecenoic acid",0.615,g,
"Octadecenoic acid",3.534,g,
"Pentadecenoic acid",0,g,
"Tetracosenoic cis acid",0,g,
"Tetradecenoic acid",0.018,g,
"Trans-octadecenoic acid",0.048,g,
"Polyunsaturated fatty acids",2.907,g,
"α-linolenic acid n-3 (ALA)",0.08,g,
"γ-linolenic acid n-6 (GLA)",0.02,g,
"Cis,cis-eicosadienoic n-6 acid",0.012,g,
"Linoleic acid n-6 (LA)",1.48,g,
"Docosahexaenoic n-3 acid (DHA)",0.026,g,
"Docosapentaenoic n-3 acid (DPA)",0.009,g,
"Eicosadienoic acid",0.001,g,
"Eicosapentaenoic n-3 acid (EPA)",0.009,g,
"Eicosatetraenoic acid",0.084,g,
"Octadecadienoic acid",1.938,g,
"Octadecatetraenoic acid",0,g,
"Octadecatrienoic acid",0.15,g,
"Trans,trans-octadecadienoic acid",0.025,g,
"Fatty acids, total trans",0.074,g,
"Fatty acids, total trans-monoenoic",0.048,g,
"Fatty acids, total trans-polyenoic",0.025,g,
"Cholesterol",97.52,mg,33 %
"Phytosterols",10.29,mg,
"Alcohol, ethyl",0,g,
"Ash",3.65,g,
"Caffeine",0,mg,
"Theobromine",0,mg,
"Water",166.78,g,
